duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,canonical_wave,confidence
RESCAND-4d2405508c56211483a13173,EXTCAND-8b52926f8857c51d5b047368,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-92129e6cbcf705cc068cc4d1,EXTCAND-3dfde846893c21ea15ff49e7,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-0ce60082133cb4dfbf6ee7dd,EXTCAND-b8b51efba81ebf83d68ffbc3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-cec202619d9d767e737913e0,EXTCAND-5662677475c65dc07f99abc4,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-fdd0beea1b7468fa0af38064,EXTCAND-33e87ecb371256ba9e6e43ac,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-c735f5fc6d8c009b63213bc7,EXTCAND-876e0513eacf84cb1396edff,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-3ff1067b00655fdf1ec0032a,EXTCAND-5e883255446e2267e795968f,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-b18a3e8be0170f78e409ee65,EXTCAND-ca18446ae3d793410e14294a,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f36bd9ccd1693a721641f2fd,EXTCAND-f83b7fef957a5f6230576858,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-87771481dc4691fc2cc6d03a,EXTCAND-3116c9e0a8f4e1c2fd2842bf,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-9ce9d96e48a949f457d1652e,EXTCAND-a97334b356bc5018e253bd5f,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-0ce60082133cb4dfbf6ee7dd,EXTCAND-b8b51efba81ebf83d68ffbc3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-98676d4ecccad14bf0adccb8,EXTCAND-67cc11447823fb4e73f65c74,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-59a56932eb1cdc5758d655ac,RESCAND-249db374656c37da1a00c78f,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-76d744256de14d9c3efe7ff5,RESCAND-76d744256de14d9c3efe7ff5,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-6ce85ed4f08b40b3eeabe83f,EXTCAND-c9f2825bfe477d5165bfe328,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-7c1ee571b234bc74eedc21e5,EXTCAND-1eb0b95c6c48ff3c0398e134,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-633486a950a929beac6ff9dc,EXTCAND-53eb40e3e2ce842fcd619b35,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-42c611851329afc18555aa9c,EXTCAND-a767038aab7ded00fe1afc4e,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-e7b89471d28c9ab8199642b7,EXTCAND-876e0513eacf84cb1396edff,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-abce3d2b6057127bbfe69a2b,EXTCAND-2b2fdd693bfbd249e3e3c869,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-47f9a258bb4f3e3d3abadeaa,EXTCAND-d0b9dde92ffc40c7a7dcbb15,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f5746522ba3c6411d9954ddf,EXTCAND-414529edd5b8b527188f07f8,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-49ce57b9488ae32708463463,EXTCAND-7f29d006c4d553f43528fc30,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-66cfae69baa592dc5ed2fd7b,EXTCAND-07c0bf6d848742771f96c349,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f8c8f564104d3990ca6f0065,EXTCAND-9a9a627905f4ed4ab7028703,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-326a001eb541c17bbb25ddbe,EXTCAND-985b7e296b73ebe3bf9bb296,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-3d67a6eac2b7e51a255fff21,EXTCAND-940af51e553f01f2c75813cb,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-9153211546357a300d8f32ac,EXTCAND-f6ed88734868b03076653007,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-3c172b1d9e4072c585f37cf7,RESCAND-3c172b1d9e4072c585f37cf7,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-6ce85ed4f08b40b3eeabe83f,EXTCAND-c9f2825bfe477d5165bfe328,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-7c1ee571b234bc74eedc21e5,EXTCAND-1eb0b95c6c48ff3c0398e134,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-b16051639d632fd78ad728d0,EXTCAND-c9f2825bfe477d5165bfe328,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-ff224433ab852c09fd21b77b,EXTCAND-940af51e553f01f2c75813cb,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-6bd18e488eceba93c93f0c4d,RESCAND-0790bb01b32f3bb730260cea,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-a6088223fce76b6549743a39,EXTCAND-985b7e296b73ebe3bf9bb296,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-81914f3cc80670dc958a7ccc,RESCAND-22b49488a8154dfdb59abf96,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-a3cf039295c57b91baa264d9,EXTCAND-9ca136ca02711dbd6a0de7a3,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-e3c14cc9e8cdf3433ccd6de1,EXTCAND-3e60d2388346763f0ea9a21c,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-792fba19d05656483350e28b,EXTCAND-9a9a627905f4ed4ab7028703,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-af119079ca70f5ade940d468,EXTCAND-4382e57aa6912d5c528c0f1b,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-874e2d7ee3af8b884781c115,RESCAND-de6cbbff2164ed94d174e07d,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-dbcb65a568b6200befb6fc70,EXTCAND-01436bf235b38757dcc946ea,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-d1b1e7a19460226add479bb3,EXTCAND-6951bf44407a6e4c6a59f957,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-def905528252fd83a79afb7f,RESCAND-5d35595037d9a3d22ef1a4e1,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-959a676930f477dad506ea74,EXTCAND-cb130b078d5113ea764fbf83,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-1228a8e8bc41370bbd790392,EXTCAND-d0b9dde92ffc40c7a7dcbb15,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-f2b89391ce88e4ec67372f2f,RESCAND-3012f8d55a72131b55c6b38e,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
RESCAND-a6088223fce76b6549743a39,EXTCAND-985b7e296b73ebe3bf9bb296,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,high
RESCAND-874e2d7ee3af8b884781c115,RESCAND-de6cbbff2164ed94d174e07d,same canonical URL across waves,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,high
