source_domain,reviewed_rows,source_review_ready,ready_high,ready_medium,ready_low,deferred_or_excluded,global_analysis_readiness
cityofcarterlake.com,2,2,1,1,0,0,false
cityofcarver.com,4,4,3,1,0,0,false
cityofcascade.org,3,3,2,1,0,0,false
cityofcentralia.org,6,0,0,0,0,6,false
cityofcharlescity.org,3,3,1,2,0,0,false
cityofcharlestown.com,2,1,1,0,0,1,false
cityofchecotah.com,2,2,1,1,0,0,false
cityofchelan.gov,2,0,0,0,0,2,false
cityofcherryvalley.com,3,0,0,0,0,3,false
cityofchewelah.org,2,0,0,0,0,2,false
cityofchickasaw.org,2,2,1,1,0,0,false
cityofchino.org,1,0,0,0,0,1,false
cityofchowchilla.org,3,0,0,0,0,3,false
cityofchubbuck.us,2,1,0,1,0,1,false
cityofclatskanie.com,2,2,2,0,0,0,false
cityofcleveland.legistar.com,1,1,0,1,0,0,false
cityofclevelandms.com,2,2,0,2,0,0,false
cityofclevelandok.com,1,1,1,0,0,0,false
cityofclintonnc.com,3,0,0,0,0,3,false
cityofclintonsc.com,3,2,1,1,0,1,false
cityofcolbyks.gov,3,3,3,0,0,0,false
cityofcollinsville.com,3,3,2,1,0,0,false
cityofcoltonsd.com,2,2,1,1,0,0,false
cityofconcord.org,1,1,0,1,0,0,false
cityofconnell.com,3,3,0,3,0,0,false
cityofconrad.com,1,0,0,0,0,1,false
cityofcoopersville.com,2,2,1,1,0,0,false
cityofcordova.net,2,1,0,1,0,1,false
cityofcorinth.com,1,0,0,0,0,1,false
cityofcorsicana.com,2,2,1,1,0,0,false
cityofcouncilgrove.com,1,1,0,1,0,0,false
cityofcouncilidaho.org,1,1,1,0,0,0,false
cityofcovington.org,2,2,0,2,0,0,false
cityofcoweta-ok.gov,2,2,0,2,0,0,false
cityofcrestwood.org,1,0,0,0,0,1,false
cityofcrittendenky.gov,1,1,1,0,0,0,false
cityofcrossettar.gov,2,2,2,0,0,0,false
cityofcrystalsprings.com,2,2,0,2,0,0,false
cityofculver.net,1,1,1,0,0,0,false
cityofcushing.com,2,2,2,0,0,0,false
cityofcuster.com,1,0,0,0,0,1,false
cityofcutbank.org,1,0,0,0,0,1,false
cityofdavisonmi.gov,3,1,1,0,0,2,false
cityofdecatur.in.gov,1,1,1,0,0,0,false
cityofdeerpark.legistar.com,1,1,1,0,0,0,false
cityofdekalb.com,3,0,0,0,0,3,false
cityofdelafieldwi.gov,7,7,7,0,0,0,false
cityofdelano.org,1,0,0,0,0,1,false
cityofdelcity.gov,3,3,2,1,0,0,false
cityofdellrapids.granicus.com,1,1,1,0,0,0,false
cityofdenhamsprings.com,2,2,1,1,0,0,false
cityofdepoebay.org,1,0,0,0,0,1,false
cityofdesmet.com,1,1,1,0,0,0,false
cityofdewittiowa.org,1,1,0,1,0,0,false
cityofdonna.org,3,3,0,3,0,0,false
cityofdouglas.org,1,1,0,1,0,0,false
cityofdouglasshills.com,1,0,0,0,0,1,false
cityofdouglasshills.gov,2,0,0,0,0,2,false
cityofdrain.org,3,0,0,0,0,3,false
cityofdublin.org,3,3,1,2,0,0,false
cityofdyersville.com,2,0,0,0,0,2,false
cityofedgemont.org,1,1,1,0,0,0,false
cityofedwardsville.com,1,1,0,1,0,0,false
cityofeldon.org,1,1,1,0,0,0,false
cityofeldridgeia.org,1,1,0,1,0,0,false
cityofelginok.com,3,3,2,1,0,0,false
cityofelginor.org,2,2,1,1,0,0,false
cityofelkinswv.com,1,0,0,0,0,1,false
cityofelkinswv.gov,1,0,0,0,0,1,false
cityofelma.com,1,0,0,0,0,1,false
cityofelsmere.com,2,0,0,0,0,2,false
cityofelynv.gov,1,0,0,0,0,1,false
cityofemerado.com,2,2,2,0,0,0,false
cityofestherville.org,1,1,1,0,0,0,false
cityofeudoraks.gov,2,2,2,0,0,0,false
cityofeunice.org,2,2,0,2,0,0,false
cityofexeter.ca.gov,4,4,4,0,0,0,false
cityoffairfieldiowa.com,2,0,0,0,0,2,false
cityoffarmersville-ca.gov,3,0,0,0,0,3,false
cityoffarmington-ar.gov,1,1,1,0,0,0,false
cityoffellsmere.org,1,0,0,0,0,1,false
cityoffircrest.net,2,2,2,0,0,0,false
cityofflandreau.com,3,3,3,0,0,0,false
cityofflint.com,2,2,0,2,0,0,false
cityofflorenceco.gov,2,2,2,0,0,0,false
cityofflorencems.com,1,1,0,1,0,0,false
cityofflorencesc.gov,1,1,0,1,0,0,false
cityoffoley.legistar.com,1,1,0,1,0,0,false
cityoffoley.org,1,1,0,1,0,0,false
cityofforestcity.com,2,2,2,0,0,0,false
cityofforsyth.net,1,1,0,1,0,0,false
cityoffortbenton.org,3,3,3,0,0,0,false
cityoffortmorgan.com,2,1,1,0,0,1,false
cityoffortpierce.com,2,0,0,0,0,2,false
cityoffortwayne.in.gov,2,2,0,2,0,0,false
cityoffreeport.org,1,1,0,1,0,0,false
cityoffullerton.com,2,0,0,0,0,2,false
cityofgadsden.com,1,1,1,0,0,0,false
cityofgaffney-sc.gov,2,1,0,1,0,1,false
cityofgalt.org,5,0,0,0,0,5,false
cityofgardena.org,2,2,0,2,0,0,false
cityofgearhart.com,2,1,1,0,0,1,false
cityofgenesee.com,1,1,1,0,0,0,false
cityofglasgow.gov,1,0,0,0,0,1,false
cityofglasgowmt.com,1,1,1,0,0,0,false
cityofglencoe.org,3,3,3,0,0,0,false
cityofglendora.gov,2,0,0,0,0,2,false
cityofglenullin.yolasite.com,1,1,1,0,0,0,false
cityofglenwoodia.gov,1,0,0,0,0,1,false
cityofgloucester.org,2,1,1,0,0,1,false
cityofgoldbar.us,1,1,1,0,0,0,false
cityofgoldhill.gov,2,0,0,0,0,2,false
cityofgosnell.com,1,1,1,0,0,0,false
cityofgraham.com,2,2,1,1,0,0,false
cityofgrainvalley.org,4,4,2,2,0,0,false
cityofgrandledge.com,2,1,0,1,0,1,false
cityofgrandrapidsmn.com,3,0,0,0,0,3,false
cityofgreensburg.com,1,1,1,0,0,0,false
cityofgregory.com,2,2,2,0,0,0,false
cityofgriffin.com,4,0,0,0,0,4,false
cityofgroton.com,4,0,0,0,0,4,false
cityofgroveok.gov,1,0,0,0,0,1,false
cityofgrovetown.com,2,2,1,1,0,0,false
cityofguadalupe.org,6,6,6,0,0,0,false
cityofgulfbreeze.us,1,1,1,0,0,0,false
cityofguthrie.com,1,0,0,0,0,1,false
cityofhaleyville.com,2,2,0,2,0,0,false
cityofhancock.com,1,1,1,0,0,0,false
cityofhardeeville.com,2,0,0,0,0,2,false
cityofharlan.com,1,1,1,0,0,0,false
cityofharrah.com,3,3,0,3,0,0,false
cityofharriman.net,1,1,1,0,0,0,false
cityofharveyil.gov,1,1,1,0,0,0,false
cityofhastings.org,2,0,0,0,0,2,false
cityofhauser.us,2,2,2,0,0,0,false
cityofhawthorne.org,2,0,0,0,0,2,false
cityofhealdsburg.org,1,0,0,0,0,1,false
cityofhenderson.org,2,0,0,0,0,2,false
cityofhenryetta.com,1,1,1,0,0,0,false
cityofherington.com,1,1,1,0,0,0,false
cityofherrin.com,4,4,0,4,0,0,false
cityofhewitt.com,1,0,0,0,0,1,false
cityofhiawatha.org,3,0,0,0,0,3,false
cityofhillsboro.net,1,1,1,0,0,0,false
cityofhillsdale.org,4,0,0,0,0,4,false
cityofhines.com,1,0,0,0,0,1,false
cityofhobart.org,3,3,3,0,0,0,false
cityofholdrege.org,1,1,1,0,0,0,false
cityofhoonah.org,2,0,0,0,0,2,false
cityofhorseshoebendar.com,1,0,0,0,0,1,false
cityofhoward.com,2,2,1,1,0,0,false
cityofhubbard.org,2,0,0,0,0,2,false
cityofhumbletx.gov,2,2,0,2,0,0,false
cityofinman.org,1,1,1,0,0,0,false
cityofiowafalls.com,1,0,0,0,0,1,false
cityofirondaleal.gov,3,3,1,2,0,0,false
cityofithacany.gov,2,0,0,0,0,2,false
cityofittabena.gov,1,0,0,0,0,1,false
cityofjeannette.com,5,5,3,2,0,0,false
cityofjeffersoniowa.org,2,2,2,0,0,0,false
cityofjennings.com,1,1,1,0,0,0,false
cityofjohnday.com,1,0,0,0,0,1,false
cityofkasson.com,1,1,0,1,0,0,false
cityofkaty.com,1,0,0,0,0,1,false
cityofkennettmo.com,2,2,2,0,0,0,false
cityofkeokuk.org,3,2,1,1,0,1,false
cityofkettlefalls.org,3,3,2,1,0,0,false
cityofkewanee.com,1,1,0,1,0,0,false
cityofkilgore.civicweb.net,1,1,1,0,0,0,false
cityofkilgore.com,2,1,0,1,0,1,false
cityofkingcove.com,1,1,0,1,0,0,false
cityofkingman.granicus.com,1,0,0,0,0,1,false
cityofkingsburg-ca.gov,4,2,2,0,0,2,false
cityofkingsville.com,3,3,0,3,0,0,false
cityofkittitas.com,2,0,0,0,0,2,false
cityofkm.com,1,0,0,0,0,1,false
cityoflacey.org,1,1,0,1,0,0,false
cityoflacrescent-mn.gov,2,0,0,0,0,2,false
cityofladysmithwi.com,2,2,2,0,0,0,false
cityoflakeside.org,2,0,0,0,0,2,false
cityoflakewood.us,2,2,2,0,0,0,false
cityoflamesa.gov,1,1,0,1,0,0,false
cityoflamesa.us,1,1,0,1,0,0,false
cityoflancasterky.com,2,2,1,1,0,0,false
cityoflandrumsc.com,2,2,1,1,0,0,false
cityoflanett.com,1,1,0,1,0,0,false
cityoflangdon.com,2,2,2,0,0,0,false
cityoflaporte.com,1,1,1,0,0,0,false
cityoflapwai.gov,2,0,0,0,0,2,false
cityoflawrence.org,3,1,0,1,0,2,false
cityoflead.com,1,1,1,0,0,0,false
cityofleavenworth.com,2,2,2,0,0,0,false
cityoflennoxsd.com,1,1,1,0,0,0,false
cityoflennoxsd.community.highbond.com,1,1,0,1,0,0,false
cityoflenoir.com,2,2,2,0,0,0,false
cityoflesueur.com,2,2,2,0,0,0,false
cityoflex.com,2,1,0,1,0,1,false
cityoflibby.com,1,1,1,0,0,0,false
cityoflilburn.com,3,1,0,1,0,2,false
cityoflincolnnd.com,2,0,0,0,0,2,false
cityoflittlefalls.com,2,2,2,0,0,0,false
cityoflittleflock.com,2,2,0,2,0,0,false
cityoflivingston.org,4,0,0,0,0,4,false
cityoflonetree.civicweb.net,2,2,0,2,0,0,false
cityoflonetree.com,1,0,0,0,0,1,false
cityoflonoke.squarespace.com,3,3,2,1,0,0,false
cityoflosalamitos.org,3,1,1,0,0,2,false
cityofloudontn.org,3,3,1,2,0,0,false
cityoflovelock.com,1,1,1,0,0,0,false
cityofloxley.com,1,1,1,0,0,0,false
cityoflucedale.com,2,2,0,2,0,0,false
cityoflumberton.com,2,2,0,2,0,0,false
cityofluverne.legistar.com,1,1,0,1,0,0,false
cityoflyndon.org,1,0,0,0,0,1,false
cityoflyons.org,1,1,1,0,0,0,false
cityofmabton.com,2,0,0,0,0,2,false
cityofmacomb.com,2,2,2,0,0,0,false
cityofmacon-mo.gov,2,0,0,0,0,2,false
cityofmaize.org,2,0,0,0,0,2,false
cityofmalta.com,2,2,0,2,0,0,false
cityofmanchestertn.gov,2,0,0,0,0,2,false
cityofmandeville.com,3,0,0,0,0,3,false
cityofmannford.com,2,2,1,1,0,0,false
cityofmannington.com,3,1,1,0,0,2,false
cityofmansfield.net,4,4,0,4,0,0,false
cityofmanvel.com,3,0,0,0,0,3,false
cityofmarianna.com,2,1,1,0,0,1,false
cityofmartinsd.com,1,0,0,0,0,1,false
cityofmarysvilleks.com,4,4,1,3,0,0,false
cityofmauldin.org,2,2,1,1,0,0,false
cityofmccook.com,1,0,0,0,0,1,false
cityofmedinatn.org,2,2,0,2,0,0,false
cityofmena.org,1,0,0,0,0,1,false
cityofmendota.com,2,2,0,2,0,0,false
cityofmercedes.com,1,1,0,1,0,0,false
cityofmillbrook.org,4,4,0,4,0,0,false
cityofmillersd.com,1,1,1,0,0,0,false
cityofmillvalley.gov,6,1,0,1,0,5,false
cityofmilton.net,1,0,0,0,0,1,false
cityofmiltonwv.com,1,1,0,1,0,0,false
cityofminnetrista.gov,2,0,0,0,0,2,false
cityofminto.com,1,1,1,0,0,0,false
cityofmoberly.com,1,0,0,0,0,1,false
cityofmonessen.com,4,4,2,2,0,0,false
cityofmontevallo.com,1,1,1,0,0,0,false
cityofmontrose.org,5,1,0,1,0,4,false
cityofmorrilton.com,2,1,1,0,0,1,false
cityofmountainhome.com,1,0,0,0,0,1,false
cityofmoxee.us,3,3,3,0,0,0,false
cityofmtvernon-ia.gov,2,2,0,2,0,0,false
cityofmulberryfl.org,1,0,0,0,0,1,false
cityofmuscleshoals.com,3,3,2,1,0,0,false
cityofnegaunee.com,2,1,0,1,0,1,false
cityofnenana.com,2,2,1,1,0,0,false
cityofnevadaiowa.org,1,1,1,0,0,0,false
cityofnewbaltimore.org,2,2,0,2,0,0,false
cityofnewcastle.net,5,5,5,0,0,0,false
cityofnewman.gov,3,3,3,0,0,0,false
cityofnewport-tn.com,1,1,0,1,0,0,false
cityofnewrockford.gov,2,2,1,1,0,0,false
cityofnitro.org,1,1,0,1,0,0,false
cityofnoble.org,3,3,0,3,0,0,false
cityofnorthfield.org,7,7,7,0,0,0,false
cityofnorton.com,3,0,0,0,0,3,false
cityofoakgrove.com,2,0,0,0,0,2,false
cityofocontofalls.com,2,2,1,1,0,0,false
cityofodessamo.com,1,1,1,0,0,0,false
cityofoneonta.us,3,3,2,1,0,0,false
cityoforangecove.com,2,2,2,0,0,0,false
cityoforinda.gov,5,3,0,3,0,2,false
cityoforland.com,2,2,2,0,0,0,false
cityoforofino.org,2,2,1,1,0,0,false
cityoforting.org,2,0,0,0,0,2,false
cityofpadencity.com,1,1,0,1,0,0,false
cityofpage.org,3,3,1,2,0,0,false
cityofpalestinetx.com,3,2,1,1,0,1,false
cityofpaola.com,2,0,0,0,0,2,false
cityofparkriver.com,2,2,0,2,0,0,false
cityofparkston.org,4,4,3,1,0,0,false
cityofparsonswv.com,3,3,1,2,0,0,false
cityofpattersonla.gov,2,2,2,0,0,0,false
cityofpayette.com,1,1,1,0,0,0,false
cityofpdc.com,2,2,2,0,0,0,false
cityofpearidge.com,1,0,0,0,0,1,false
cityofpearidgear.gov,1,1,0,1,0,0,false
cityofperryville.com,2,2,2,0,0,0,false
cityofperu.org,2,2,2,0,0,0,false
cityofpetal.com,1,0,0,0,0,1,false
cityofpetersburgwv.gov,2,2,2,0,0,0,false
cityofpevelymo.gov,2,0,0,0,0,2,false
cityofpg.com,2,2,2,0,0,0,false
cityofpickens.com,4,3,1,2,0,1,false
cityofpigeonforgetn.gov,2,2,2,0,0,0,false
cityofpilotrock.org,5,0,0,0,0,5,false
cityofplacerville.org,3,3,2,1,0,0,false
cityofplainviewne.com,2,2,0,2,0,0,false
cityofplankinton.com,2,2,0,2,0,0,false
cityofplanoil.com,1,1,1,0,0,0,false
cityofponderay.org,2,2,0,2,0,0,false
cityofportlandtn.gov,1,1,1,0,0,0,false
cityofportstjoe.com,2,2,2,0,0,0,false
cityofpowdersprings.org,1,1,1,0,0,0,false
cityofprattks.com,1,1,1,0,0,0,false
cityofprosser.com,2,0,0,0,0,2,false
cityofpsl.com,1,0,0,0,0,1,false
cityofrainier.com,2,2,1,1,0,0,false
cityofravenswood.com,1,0,0,0,0,1,false
cityofraymond.com,1,1,0,1,0,0,false
cityofredding.gov,2,2,2,0,0,0,false
cityofredlodge.net,2,0,0,0,0,2,false
cityofreedsport.org,2,0,0,0,0,2,false
cityofrichardtonnd.com,4,4,3,1,0,0,false
cityofrichmond.net,1,0,0,0,0,1,false
cityofrichwoodwv.com,1,1,0,1,0,0,false
cityofrigby.gov,1,1,1,0,0,0,false
cityofrincon.com,1,0,0,0,0,1,false
cityofripon.org,6,0,0,0,0,6,false
cityofritzville.com,1,1,0,1,0,0,false
cityofrobertsidaho.gov,1,1,1,0,0,0,false
cityofrobins.org,1,1,1,0,0,0,false
cityofrockvalley.com,1,1,0,1,0,0,false
cityofrogueriver.org,2,2,1,1,0,0,false
cityofrosehill.com,2,2,2,0,0,0,false
cityofroxboro.com,3,0,0,0,0,3,false
cityofsachse.com,2,0,0,0,0,2,false
cityofsafford.us,1,0,0,0,0,1,false
cityofsalemnj.gov,1,1,1,0,0,0,false
cityofsalida.com,1,0,0,0,0,1,false
cityofsanbenito.com,1,0,0,0,0,1,false
cityofsanmateo.org,3,0,0,0,0,3,false
cityofsanteeca.gov,2,1,0,1,0,1,false
cityofsatsuma.com,3,3,3,0,0,0,false
cityofsavannah.org,2,2,0,2,0,0,false
cityofscobey.com,2,0,0,0,0,2,false
cityofscotland.com,3,0,0,0,0,3,false
cityofscottsburg.com,1,1,1,0,0,0,false
cityofscottsville.org,1,0,0,0,0,1,false
cityofsearcy.org,2,2,0,2,0,0,false
cityofsebastian.org,1,0,0,0,0,1,false
cityofsebastopol.gov,3,3,3,0,0,0,false
cityofseward.us,2,0,0,0,0,2,false
cityofsewardne.gov,1,0,0,0,0,1,false
cityofseymourwi.org,2,2,2,0,0,0,false
cityofshastalake.gov,3,1,1,0,0,2,false
cityofshaw.org,1,0,0,0,0,1,false
cityofshelley.org,1,1,1,0,0,0,false
cityofsheridanor.com,2,1,0,1,0,1,false
cityofsidney.org,2,2,2,0,0,0,false
cityofsignalhill.legistar.com,1,1,1,0,0,0,false
cityofsignalhill.org,1,0,0,0,0,1,false
cityofsimpsonvilleky.com,1,1,1,0,0,0,false
cityofskiatook.com,1,1,1,0,0,0,false
cityofsolanabeach.ca.gov,3,3,3,0,0,0,false
cityofsomerset.com,2,2,2,0,0,0,false
cityofsomerton.civicweb.net,1,1,1,0,0,0,false
cityofsouthelmonte.org,3,1,0,1,0,2,false
cityofsouthfield.com,1,1,1,0,0,0,false
cityofsouthgate.org,1,0,0,0,0,1,false
cityofsouthlake.com,3,3,3,0,0,0,false
cityofsouthside.com,3,3,3,0,0,0,false
cityofspartanburg.org,5,2,0,2,0,3,false
cityofspencerok.gov,2,0,0,0,0,2,false
cityofspiritlake.org,2,2,0,2,0,0,false
cityofstanfield.com,1,0,0,0,0,1,false
cityofstcharlesmn.gov,1,1,1,0,0,0,false
cityofstclairmi.gov,2,2,2,0,0,0,false
cityofstgabriel.us,2,0,0,0,0,2,false
cityofstilwell.com,1,1,1,0,0,0,false
cityofstjohn.org,1,1,0,1,0,0,false
cityofstjohnsmi.com,1,1,1,0,0,0,false
cityofstorycity.org,4,4,4,0,0,0,false
cityofsublimity.org,3,0,0,0,0,3,false
cityofsugarhill.com,1,1,0,1,0,0,false
cityofsuperior.org,2,0,0,0,0,2,false
cityofswartzcreek.org,2,0,0,0,0,2,false
cityofswartzcreekmi.gov,2,2,2,0,0,0,false
cityofsylacauga.net,1,0,0,0,0,1,false
cityoftahlequah.com,5,2,1,1,0,3,false
cityoftalent.org,2,0,0,0,0,2,false
cityoftarrant.com,1,0,0,0,0,1,false
cityofterrell.org,5,0,0,0,0,5,false
cityofthomaston.com,2,1,0,1,0,1,false
cityoftoledo.org,2,0,0,0,0,2,false
cityoftomahawkwi.com,1,1,0,1,0,0,false
cityoftrenton.com,1,1,1,0,0,0,false
cityofulysses.com,3,0,0,0,0,3,false
cityofunionky.org,2,2,2,0,0,0,false
cityofvale.com,2,2,1,1,0,0,false
cityofvalleysprings.com,1,1,1,0,0,0,false
cityofvalleyspringssd.gov,1,1,1,0,0,0,false
cityofvanburenar.gov,1,0,0,0,0,1,false
cityofvancouver.us,5,5,5,0,0,0,false
cityofvidaliala.com,3,3,2,1,0,0,false
cityofvilonia.net,3,3,3,0,0,0,false
cityofvinton.com,1,1,1,0,0,0,false
cityofwabash.com,1,1,1,0,0,0,false
cityofwallowa.weebly.com,2,2,1,1,0,0,false
cityofwalton.org,3,3,3,0,0,0,false
cityofwapatofiredepartment.org,1,1,0,1,0,0,false
cityofwarden.org,1,1,1,0,0,0,false
cityofwarren.us,2,2,2,0,0,0,false
cityofwarrenpa.gov,3,3,3,0,0,0,false
cityofwauchula.gov,1,1,1,0,0,0,false
cityofwayne.org,3,3,3,0,0,0,false
cityofweatherford.com,4,4,2,2,0,0,false
cityofweiser.net,2,2,2,0,0,0,false
cityofwessingtonsprings.com,1,1,0,1,0,0,false
cityofwestfield.org,1,0,0,0,0,1,false
cityofwestmiamifl.com,1,1,1,0,0,0,false
cityofwestmonroe.com,1,0,0,0,0,1,false
cityofwestonwv.com,2,0,0,0,0,2,false
cityofwestpark.org,1,0,0,0,0,1,false
cityofwilber.com,1,1,1,0,0,0,false
cityofwillows.org,2,0,0,0,0,2,false
cityofwinder.com,1,0,0,0,0,1,false
cityofwinlock.com,3,2,1,1,0,1,false
cityofwoodlake.com,1,1,1,0,0,0,false
cityofwoodward-ok.gov,4,4,4,0,0,0,false
cityofwymore.com,2,2,2,0,0,0,false
cityofwyndmere.com,2,2,0,2,0,0,false
cityofwynne.gov,2,2,2,0,0,0,false
cityofyamhill.org,2,1,1,0,0,1,false
cityofyazoocity.org,1,0,0,0,0,1,false
cityofyork.ne.gov,1,0,0,0,0,1,false
cityofypsilanti.com,4,0,0,0,0,4,false
cityofzachary.thinkx.net,2,0,0,0,0,2,false
cityofzeeland.com,2,1,0,1,0,1,false
cityquitman.net,1,1,1,0,0,0,false
cityvadnaisheights.com,1,1,1,0,0,0,false
cityview.springfieldmo.gov,1,1,0,1,0,0,false
civiciq.com,2,0,0,0,0,2,false
claremore.com,3,3,0,3,0,0,false
clarendonvt.gov,1,1,1,0,0,0,false
clarioniowa.gov,1,1,1,0,0,0,false
clarkdale.az.gov,2,0,0,0,0,2,false
clarkforkidaho.gov,2,2,2,0,0,0,false
clarkston-wa.com,3,3,1,2,0,0,false
clarkstonga.gov,2,2,2,0,0,0,false
clawson.granicus.com,1,1,0,1,0,0,false
clayalabama.org,2,0,0,0,0,2,false
claytonnj.com,1,0,0,0,0,1,false
clearlakesd.com,2,2,2,0,0,0,false
cleat.org,6,5,4,1,0,1,false
cleelum.gov,2,2,2,0,0,0,false
clemmons.org,3,3,1,2,0,0,false
clemsoncity.org,2,2,0,2,0,0,false
clerk.kcmo.gov,1,1,0,1,0,0,false
clerkshq.com,2,2,0,2,0,0,false
clevelandohio.gov,3,3,3,0,0,0,false
clevelandtexas.com,2,1,0,1,0,1,false
clewiston-fl.gov,1,0,0,0,0,1,false
clients.municipalimpact.com,1,1,1,0,0,0,false
cliftonforgeva.gov,2,2,2,0,0,0,false
clintonct.org,4,0,0,0,0,4,false
clintonma.gov,3,1,1,0,0,2,false
clintonmo.com,2,2,0,2,0,0,false
clintontownship.com,5,0,0,0,0,5,false
clintonvillewi.org,2,0,0,0,0,2,false
cloquetmn.gov,4,0,0,0,0,4,false
cloudcroftvillage.com,3,3,3,0,0,0,false
cloverdale.net,3,0,0,0,0,3,false
cloversc.org,2,2,0,2,0,0,false
clydehill.civicweb.net,2,2,1,1,0,0,false
clydeparkmt.net,2,2,0,2,0,0,false
cms1files.revize.com,12,12,1,11,0,0,false
cms2.revize.com,63,55,5,48,2,8,false
cms2files.revize.com,1,1,0,1,0,0,false
cms3.revize.com,70,51,2,48,1,19,false
cms4files.revize.com,6,6,1,5,0,0,false
cms4files1.revize.com,6,5,0,4,1,1,false
cms5.revize.com,36,27,0,21,6,9,false
cms6.revize.com,26,22,2,19,1,4,false
cms7files.revize.com,27,24,1,21,2,3,false
cms7files1.revize.com,9,4,1,3,0,5,false
cms8.revize.com,41,38,3,34,1,3,false
cms9files.revize.com,37,28,5,22,1,9,false
cms9files1.revize.com,1,1,0,1,0,0,false
cmsarchive.civicplus.com,1,1,0,1,0,0,false
co-parkerintranet.civicplus.com,1,1,0,1,0,0,false
coab.civicweb.net,1,1,1,0,0,0,false
coalvillecity.gov,1,0,0,0,0,1,false
cocoabeach.granicus.com,1,1,0,1,0,0,false
codelibrary.amlegal.com,210,13,1,11,1,197,false
codemgmt.net,1,1,0,1,0,0,false
codepublishing.com,1,0,0,0,0,1,false
coffeyville.com,2,2,1,1,0,0,false
cofh.org,8,0,0,0,0,8,false
cogs.us,1,0,0,0,0,1,false
colchesterct.gov,5,5,3,2,0,0,false
colchestervt.gov,2,0,0,0,0,2,false
coldspringky.gov,2,2,2,0,0,0,false
coldspringmn.gov,1,1,1,0,0,0,false
colerain.org,1,0,0,0,0,1,false
colleyville.com,3,0,0,0,0,3,false
collingdaleborough.org,2,2,0,2,0,0,false
colonialbeachva.gov,1,0,0,0,0,1,false
colonialheightsva.gov,1,1,1,0,0,0,false
columbiacity.net,3,3,3,0,0,0,false
columbiail.gov,4,0,0,0,0,4,false
columbiatn.gov,2,1,1,0,0,1,false
columbus.gov,4,0,0,0,0,4,false
columbusgrove.org,1,1,1,0,0,0,false
columbusks.gov,2,2,2,0,0,0,false
combinedlocks.org,1,1,0,1,0,0,false
commerce.alaska.gov,21,21,20,1,0,0,false
commerceca.gov,1,0,0,0,0,1,false
concordma.gov,3,0,0,0,0,3,false
connellsville.us,3,3,3,0,0,0,false
conovernc.gov,1,1,1,0,0,0,false
conovernc.govoffice2.com,1,1,0,1,0,0,false
conshohockenpa.gov,1,1,1,0,0,0,false
content.govdelivery.com,1,1,0,1,0,0,false
conwaynh.gov,1,1,1,0,0,0,false
conwaysc.gov,1,1,1,0,0,0,false
conyersga.com,1,0,0,0,0,1,false
coolbaughtwp.org,1,1,0,1,0,0,false
coolidgeaz.com,4,4,2,1,1,0,false
coonrapidsmn.gov,1,1,0,1,0,0,false
cooperstownnd.com,3,3,3,0,0,0,false
corcoranmn.gov,3,2,2,0,0,1,false
corcoranmn.granicus.com,1,1,0,1,0,0,false
cordelega.gov,2,0,0,0,0,2,false
core-docs.s3.amazonaws.com,6,5,0,4,1,1,false
core-docs.s3.us-east-1.amazonaws.com,12,11,3,7,1,1,false
cornelius.novusagenda.com,1,1,0,1,0,0,false
coronado.ca.us,6,6,4,2,0,0,false
corrypa.org,3,2,1,1,0,1,false
cortemadera.gov,1,0,0,0,0,1,false
cortezco.gov,3,2,2,0,0,1,false
cotaticity.gov,4,0,0,0,0,4,false
cottagecitymd.gov,2,1,1,0,0,1,false
cottonwoodaz.gov,1,0,0,0,0,1,false
cottonwoodheights.utah.gov,2,0,0,0,0,2,false
countryclubhills.org,3,3,1,2,0,0,false
courts.ri.gov,1,1,1,0,0,0,false
courtswv.gov,1,0,0,0,0,1,false
coventry-ct.gov,3,2,2,0,0,1,false
coventryri.civicweb.net,4,2,2,0,0,2,false
covinaca.gov,2,2,1,1,0,0,false
covla.com,2,2,0,0,2,0,false
cowtx.org,4,1,0,1,0,3,false
cppschools-cdn.fxbrt.com,1,1,0,1,0,0,false
cpsm.us,1,1,0,1,0,0,false
craigak.com,3,0,0,0,0,3,false
cranfordnj.org,1,0,0,0,0,1,false
creditriver-mn.gov,1,0,0,0,0,1,false
creighton.org,1,1,0,1,0,0,false
crescentcity.org,1,1,1,0,0,0,false
cresskillboro.com,3,3,3,0,0,0,false
crestonvillage.org,1,1,0,1,0,0,false
crestwood.granicus.com,1,1,0,1,0,0,false
crgov.com,1,1,0,1,0,0,false
cromwellct.com,1,0,0,0,0,1,false
cromwellct.gov,1,1,1,0,0,0,false
cromwellfd.org,2,0,0,0,0,2,false
crookston.mn.us,2,2,2,0,0,0,false
crooksville.com,3,3,3,0,0,0,false
cross-plains.wi.us,1,1,1,0,0,0,false
crossvilletn.legistar.com,1,1,0,1,0,0,false
crowley-la.com,1,0,0,0,0,1,false
crystalriverfl.org,3,0,0,0,0,3,false
csboro.org,1,1,1,0,0,0,false
csea7555.org,2,1,0,1,0,1,false
csea881.org,1,0,0,0,0,1,false
csealocal834.org,5,5,1,4,0,0,false
ctdol.state.ct.us,5,0,0,0,0,5,false
cubanm.gov,2,2,1,1,0,0,false
culbertsonmt.com,2,1,0,1,0,1,false
cullmanal.gov,2,0,0,0,0,2,false
culpeperva.gov,1,1,1,0,0,0,false
cumberlandmaine.com,3,0,0,0,0,3,false
