source_domain,reviewed_rows,source_review_ready,ready_high,ready_medium,ready_low,deferred_or_excluded,global_analysis_readiness
islandcityoregon.gov,2,0,0,0,0,2,false
isleofpalms.gov,2,2,2,0,0,0,false
islipny.gov,2,0,0,0,0,2,false
itsmarta.com,1,1,0,0,1,0,false
iuoe70.org,1,1,0,1,0,0,false
ivins.granicus.com,1,1,1,0,0,0,false
jacksontwp.com,1,1,1,0,0,0,false
jacksonville-al.org,3,2,0,2,0,1,false
jacksonvillear.gov,2,0,0,0,0,2,false
jacksonvilleor.us,1,0,0,0,0,1,false
jacksonvilletx.org,1,1,0,1,0,0,false
jamesislandsc.us,1,1,1,0,0,0,false
jaspercity.com,4,4,4,0,0,0,false
jasperindiana.gov,3,3,1,2,0,0,false
jay-maine.org,1,1,1,0,0,0,false
jcky.us,3,3,2,1,0,0,false
jcper.org,1,1,0,1,0,0,false
jeanerette.com,1,1,0,1,0,0,false
jeffersonwis.com,3,3,1,2,0,0,false
jeffvillagevt.com,2,2,0,2,0,0,false
jemezsprings-nm.gov,1,1,1,0,0,0,false
jenks.com,2,1,0,0,1,1,false
jesupga.gov,1,1,1,0,0,0,false
jesupiowa.com,3,1,0,1,0,2,false
johnscreekga.gov,2,1,1,0,0,1,false
johnsoncreekwi.civicweb.net,1,1,0,1,0,0,false
johnstownco.gov,3,1,1,0,0,2,false
joplinmo.org,3,3,3,0,0,0,false
jordan-mn.granicus.com,1,1,1,0,0,0,false
junctioncityoregon.gov,3,2,0,2,0,1,false
jupiter.fl.us,1,1,0,1,0,0,false
justice.gov,1,1,1,0,0,0,false
kadokasd.com,4,4,0,4,0,0,false
kalamazoocity.org,1,0,0,0,0,1,false
kanab.utah.gov,2,1,1,0,0,1,false
kaplanla.com,1,0,0,0,0,1,false
keansburgnj.gov,2,2,2,0,0,0,false
kechiks.gov,2,1,1,0,0,1,false
keedysvillemd.com,3,3,1,2,0,0,false
kemmerer.org,3,3,1,2,0,0,false
kendallvillein.gov,2,2,2,0,0,0,false
kenmarend.com,1,1,0,1,0,0,false
kennebunkmaine.us,3,0,0,0,0,3,false
kernersvillepd.com,1,1,0,1,0,0,false
kerrvilletx.gov,1,0,0,0,0,1,false
ketchumidaho.org,3,0,0,0,0,3,false
keybiscayne.granicus.com,3,1,0,1,0,2,false
keyportonline.com,2,0,0,0,0,2,false
killdeer.com,3,3,1,2,0,0,false
killingly.org,4,4,1,3,0,0,false
kindrednd.com,2,2,0,2,0,0,false
kingsfordmi.gov,2,1,1,0,0,1,false
kingslandgeorgia.com,1,1,1,0,0,0,false
kingstonma.gov,4,0,0,0,0,4,false
kingstonnh.gov,4,0,0,0,0,4,false
kingstontn.gov,1,1,1,0,0,0,false
kingstree.org,1,1,1,0,0,0,false
kingwoodwv.org,1,1,0,1,0,0,false
kinnelonboro.org,3,3,3,0,0,0,false
kinstonnc.gov,2,2,2,0,0,0,false
kitteryme.gov,1,0,0,0,0,1,false
kitzmillermd.org,3,3,1,2,0,0,false
kmffa.org,1,1,0,1,0,0,false
knightdalenc.gov,1,1,1,0,0,0,false
knoxvilleia.gov,1,1,1,0,0,0,false
kotzpdweb.tripod.com,1,0,0,0,0,1,false
ks-abilene.civicplus.com,1,0,0,0,0,1,false
ks-greatbend.civicplus.com,1,0,0,0,0,1,false
ksstradio.com,3,3,0,2,1,0,false
kvinfo.toknc.com,1,0,0,0,0,1,false
kypublicnotice.com,5,5,3,2,0,0,false
kypublicnotices.newzgroup.com,3,3,0,3,0,0,false
l416.com,1,1,0,1,0,0,false
labor.alaska.gov,2,1,1,0,0,1,false
labor.mo.gov,1,0,0,0,0,1,false
labor.state.ak.us,1,1,1,0,0,0,false
labordecisions.dol.ks.gov,5,5,5,0,0,0,false
laborwebapps.mo.gov,1,1,0,1,0,0,false
ladue.vsstaging.com,2,0,0,0,0,2,false
lafayetteco.gov,2,2,2,0,0,0,false
lafayetteoregon.gov,2,2,2,0,0,0,false
lafollettetn.gov,1,1,1,0,0,0,false
lagrangeky.gov,1,1,1,0,0,0,false
lagunabeachcity.granicus.com,1,1,0,1,0,0,false
lagunabeachcity.net,6,0,0,0,0,6,false
lagunawoods.gov,1,1,1,0,0,0,false
lahabraca.gov,2,0,0,0,0,2,false
lakecitysc.gov,1,1,1,0,0,0,false
lakecounty.legistar.com,1,1,0,1,0,0,false
lakeelmo.gov,3,2,2,0,0,1,false
lakehallie.us,2,2,2,0,0,0,false
lakejackson-tx.gov,4,3,3,0,0,1,false
lakelandtn.gov,3,0,0,0,0,3,false
lakemills-wi.granicus.com,1,1,0,1,0,0,false
lakemoreohio.org,1,1,1,0,0,0,false
lakenorden.govoffice.com,1,1,0,1,0,0,false
lakeprestonsd.com,3,0,0,0,0,3,false
lakesrpc.nh.gov,1,1,1,0,0,0,false
lakevillema.org,3,0,0,0,0,3,false
lakeway-tx.civicweb.net,1,1,0,1,0,0,false
lakeway-tx.gov,1,1,1,0,0,0,false
lakewoodnj.gov,2,2,2,0,0,0,false
lakezurich.org,6,1,0,1,0,5,false
lakota-nd.com,2,2,0,2,0,0,false
lancastercitysc.com,2,2,2,0,0,0,false
lancasterwisconsin.com,2,1,0,1,0,1,false
landoverhillsmd.gov,3,3,3,0,0,0,false
lantana.org,1,0,0,0,0,1,false
lapalmaca.gov,3,3,2,1,0,0,false
lapineoregon.gov,1,0,0,0,0,1,false
lasalle-il.gov,7,7,4,3,0,0,false
laserfiche.mooresville.in.gov,1,1,1,0,0,0,false
laserfiche.pulaskitown.org,1,1,0,1,0,0,false
laurinburg.org,2,2,0,2,0,0,false
lavergnetn.gov,2,0,0,0,0,2,false
laverkin.gov,2,0,0,0,0,2,false
law.justia.com,16,0,0,0,0,16,false
lawrenceburgky.org,2,2,2,0,0,0,false
lawrenceburgtn.gov,1,0,0,0,0,1,false
lawrencevillega.org,4,4,3,1,0,0,false
lebanon.in.gov,1,1,1,0,0,0,false
lebanonmissouri.org,3,0,0,0,0,3,false
ledgeview.wi.gov,2,1,1,0,0,1,false
ledyardct.org,1,0,0,0,0,1,false
leedsnorthdakota.com,3,3,1,2,0,0,false
leenh.org,2,0,0,0,0,2,false
legacywhitesalmonwa.teammunicode.com,2,0,0,0,0,2,false
legistarweb-production.s3.amazonaws.com,1,1,0,1,0,0,false
leht.com,3,3,0,1,2,0,false
lels.org,5,4,1,3,0,1,false
lels2.squarespace.com,1,1,1,0,0,0,false
lemmonsd.squarespace.com,1,1,1,0,0,0,false
lenoircitytn.gov,4,4,4,0,0,0,false
levellandtexas.org,2,0,0,0,0,2,false
lewisburg-wv.org,4,4,3,1,0,0,false
lewisburgtn.gov,4,4,4,0,0,0,false
lewistownborough.com,2,2,2,0,0,0,false
lewisvillenc.net,2,2,0,2,0,0,false
lexingtonma.gov,3,0,0,0,0,3,false
lexingtontn.gov,2,2,2,0,0,0,false
lexingtonva.gov,2,0,0,0,0,2,false
lexsc.gov,1,1,1,0,0,0,false
liberty-township.com,5,3,0,3,0,2,false
libertymissouri.gov,2,2,1,1,0,0,false
libertyps.org,1,1,0,1,0,0,false
libertysc.com,1,0,0,0,0,1,false
library.municode.com,190,162,4,141,17,28,false
library.nd.gov,1,0,0,0,0,1,false
lighthousepointfl.gov,2,2,2,0,0,0,false
limerickpa.org,2,0,0,0,0,2,false
lincolnalabama.com,1,1,0,1,0,0,false
lincolnmaine.org,3,3,2,1,0,0,false
lincolnpark.org,4,3,3,0,0,1,false
lincolnri.gov,4,0,0,0,0,4,false
lindon.gov,1,0,0,0,0,1,false
lindsay.ca.us,4,0,0,0,0,4,false
lisbonmaine.gov,1,1,1,0,0,0,false
lisbonvillage.org,2,2,0,2,0,0,false
litchfieldnh.gov,2,0,0,0,0,2,false
litchfieldpark.gov,4,2,2,0,0,2,false
littlecanadamn.org,3,2,1,1,0,1,false
littlechutewi.org,1,0,0,0,0,1,false
littleelm.gov,1,0,0,0,0,1,false
littleferrynj.org,2,1,1,0,0,1,false
littlerock.gov,5,5,3,2,0,0,false
littlesilvernj.gov,3,1,1,0,0,2,false
littletonpublicschools.net,1,1,0,1,0,0,false
liveoakcity.org,1,0,0,0,0,1,false
liveoaktx.net,3,3,0,3,0,0,false
livermoreca.gov,1,0,0,0,0,1,false
liveuptehachapi.com,2,2,0,2,0,0,false
lla.la.gov,1,1,1,0,0,0,false
local309.com,1,1,0,0,1,0,false
lochbuie.org,2,0,0,0,0,2,false
lochlynnhgts.gov,2,2,1,1,0,0,false
lockhart-tx.org,2,0,0,0,0,2,false
lockhavenpa.gov,6,4,4,0,0,2,false
locustgrove-ga.gov,2,0,0,0,0,2,false
locustnc.com,1,1,0,1,0,0,false
locustnc.portal.civicclerk.com,1,1,0,1,0,0,false
londonderrynh.gov,5,0,0,0,0,5,false
londonky.gov,2,2,2,0,0,0,false
longbeachwa.gov,3,0,0,0,0,3,false
longboatkey.org,2,0,0,0,0,2,false
longbranch.k12.nj.us,1,1,0,1,0,0,false
longmeadowma.gov,1,0,0,0,0,1,false
lonsdalemn.com,4,4,0,4,0,0,false
losbanos.org,2,2,2,0,0,0,false
loudonnh.org,1,0,0,0,0,1,false
louisava.gov,1,1,1,0,0,0,false
louisburgkansas.gov,1,1,1,0,0,0,false
lovettsvilleva.gov,3,3,3,0,0,0,false
lowell.net,3,3,2,1,0,0,false
lowellarkansas.gov,3,0,0,0,0,3,false
lowelloregon.gov,3,0,0,0,0,3,false
lowermerion.org,4,0,0,0,0,4,false
lowerpaxton-pa.gov,2,1,1,0,0,1,false
lowerprovidence.org,2,0,0,0,0,2,false
lris.com,1,1,0,1,0,0,false
lsmo.legistar.com,1,1,0,1,0,0,false
ludlow.ma.us,8,8,7,1,0,0,false
ludlow.org,1,1,1,0,0,0,false
ludlow.vt.us,5,5,5,0,0,0,false
lunenburgma.gov,4,0,0,0,0,4,false
lvpnews.com,1,1,0,1,0,0,false
lyman-me.gov,2,0,0,0,0,2,false
lynchburgohio.org,1,1,0,1,0,0,false
lyndhurstnj.org,2,2,0,2,0,0,false
lyndonvt.org,2,2,1,1,0,0,false
lynnwoodwa.gov,2,0,0,0,0,2,false
lyontwp-higginsmi.gov,1,1,0,1,0,0,false
m.afscme31.org,1,0,0,0,0,1,false
ma911.org,1,1,0,1,0,0,false
mableton.gov,2,2,1,1,0,0,false
mableton.org,2,1,1,0,0,1,false
mackinac.org,10,10,3,7,0,0,false
macomb-mi.gov,4,1,0,1,0,3,false
madera.gov,2,0,0,0,0,2,false
madison-in.gov,1,1,1,0,0,0,false
madisoncountymt.gov,1,0,0,0,0,1,false
madisonct.org,5,1,0,1,0,4,false
madisonmaine.com,1,1,0,1,0,0,false
maff.org,4,4,0,4,0,0,false
magna.utah.gov,1,0,0,0,0,1,false
magnolia.delaware.gov,3,3,3,0,0,0,false
mahometdaily.com,2,0,0,0,0,2,false
mail.myalma.org,1,1,1,0,0,0,false
mail.osceolaarkansas.com,1,0,0,0,0,1,false
mail.royalcitywa.org,1,1,1,0,0,0,false
mail.webserver.villageofalsip.org,1,0,0,0,0,1,false
maine.gov,71,71,69,2,0,0,false
maizeks.citycode.net,1,1,1,0,0,0,false
maladidaho.org,2,2,1,1,0,0,false
malvernar.gov,2,0,0,0,0,2,false
manasquan-nj.gov,2,0,0,0,0,2,false
manchester-vt.gov,3,3,3,0,0,0,false
manchestertwp.com,1,1,0,0,1,0,false
manheimboro.org,2,0,0,0,0,2,false
manisteemi.gov,2,2,2,0,0,0,false
manitouspringsco.gov,2,2,2,0,0,0,false
manorborough.com,1,1,0,1,0,0,false
manorhaven.org,2,2,1,1,0,0,false
manortx.gov,1,0,0,0,0,1,false
mansfieldct.gov,4,1,1,0,0,3,false
mansfieldma.com,4,0,0,0,0,4,false
mantuatownship.com,1,0,0,0,0,1,false
mantwp.com,1,1,0,1,0,0,false
manuals.boardbook.org,4,4,3,1,0,0,false
manvillenj.org,2,0,0,0,0,2,false
map911.org,3,3,1,2,0,0,false
maplegrovemn.gov,1,1,0,1,0,0,false
maplewoodnj.gov,1,0,0,0,0,1,false
maquoketaia.com,4,2,0,2,0,2,false
marbleheadcurrent.org,2,2,2,0,0,0,false
marbleheadma.gov,1,1,1,0,0,0,false
mardelasprings.org,1,0,0,0,0,1,false
margaretal.gov,3,3,3,0,0,0,false
mariettaga.gov,1,0,0,0,0,1,false
marionar.org,1,1,0,1,0,0,false
marionky.gov,2,2,2,0,0,0,false
marionnc.org,2,2,1,1,0,0,false
marionsc.gov,1,1,1,0,0,0,false
marionsd.com,2,2,1,1,0,0,false
marlboro-nj.gov,1,1,0,1,0,0,false
marlowreview.com,1,1,0,1,0,0,false
marpletwp.com,1,1,0,0,1,0,false
marshall-wi.com,2,1,0,1,0,1,false
marshalltexas.net,2,0,0,0,0,2,false
martinsville-va.gov,2,1,1,0,0,1,false
martinsville.in.gov,1,1,1,0,0,0,false
marysvillewa.gov,1,0,0,0,0,1,false
masc.sc,1,1,0,1,0,0,false
mashpeema.gov,6,0,0,0,0,6,false
mass.gov,17,0,0,0,0,17,false
massena.us,1,0,0,0,0,1,false
matawanborough.com,2,2,2,0,0,0,false
matthewsnc.gov,1,1,1,0,0,0,false
maumelle.org,2,1,1,0,0,1,false
mayfieldvillage.com,4,4,4,0,0,0,false
mayvillecity.com,3,0,0,0,0,3,false
mayvilleportland.com,2,2,0,2,0,0,false
maywoodnj.com,1,1,0,1,0,0,false
mccall.id.us,1,0,0,0,0,1,false
mccammon.municipalcodeonline.com,1,0,0,0,0,1,false
mcclibraryfunctions-stage.azurewebsites.us,10,0,0,0,0,10,false
mcclibraryfunctions.azurewebsites.us,11,0,0,0,0,11,false
mccmeetings.blob.core.usgovcloudapi.net,29,28,6,20,2,1,false
mccmeetingspublic.blob.core.usgovcloudapi.net,106,97,24,72,1,9,false
mccordsville.org,2,2,2,0,0,0,false
mcdonoughga.org,3,2,2,0,0,1,false
mcfarlandcity.org,3,0,0,0,0,3,false
mchenrycountyil.gov,1,0,0,0,0,1,false
mckenzietn.org,1,0,0,0,0,1,false
mcpcity.com,4,1,0,1,0,3,false
mcphersoncountyks.us,1,0,0,0,0,1,false
medfordtownship.com,2,2,0,2,0,0,false
media.azpm.org,1,1,0,0,1,0,false
media.cityofracinewi.gov,1,1,0,1,0,0,false
media.cnm-news.com,2,2,0,2,0,0,false
media.linkedunion.com,1,0,0,0,0,1,false
media.oregonlive.com,1,0,0,0,0,1,false
media.rainpos.com,1,1,0,1,0,0,false
medical-lake.org,2,2,2,0,0,0,false
medicinelakemt.com,1,1,0,1,0,0,false
medina-wa.gov,1,0,0,0,0,1,false
meeting.sparqdata.com,4,3,0,3,0,1,false
meetings.boardbook.org,3,2,0,2,0,1,false
meetings.municode.com,2,2,0,1,1,0,false
membership.oregonafscme.org,3,3,3,0,0,0,false
mendotaheightsmn.gov,1,1,1,0,0,0,false
mennosd.org,1,1,1,0,0,0,false
menominee.us,3,0,0,0,0,3,false
meredithnh.gov,2,1,1,0,0,1,false
merriam.org,3,0,0,0,0,3,false
merrimacknh.gov,6,4,4,0,0,2,false
mesillanm.gov,2,2,2,0,0,0,false
methuen.gov,2,0,0,0,0,2,false
mexicomissouri.net,2,2,0,2,0,0,false
mfpe.org,4,4,2,2,0,0,false
mgaleg.maryland.gov,1,1,1,0,0,0,false
mhobserver.com,1,1,0,1,0,0,false
miamiaz.gov,3,3,2,1,0,0,false
miamiok.granicus.com,1,1,0,1,0,0,false
miamisprings-fl.gov,4,0,0,0,0,4,false
michigan.gov,7,6,2,4,0,1,false
middleboroughma.gov,3,3,3,0,0,0,false
middlefieldohio.com,1,1,1,0,0,0,false
middleportohio.com,1,1,0,1,0,0,false
middleton.id.gov,1,0,0,0,0,1,false
middletown-ny.com,1,0,0,0,0,1,false
middletownri.gov,1,1,1,0,0,0,false
middletownship.com,3,3,0,3,0,0,false
midwaycityut.gov,2,2,2,0,0,0,false
mifflin-oh.gov,1,1,1,0,0,0,false
milbanksd.com,2,2,2,0,0,0,false
milford.ia.us,3,3,3,0,0,0,false
milford.nh.gov,2,0,0,0,0,2,false
milfordct.us,1,0,0,0,0,1,false
milfordma.gov,3,2,1,1,0,1,false
milfordne.gov,2,2,2,0,0,0,false
millburyma.gov,2,1,1,0,0,1,false
millcreektownship.com,1,0,0,0,0,1,false
milledgevillega.us,1,1,1,0,0,0,false
millersburgoregon.gov,2,2,1,1,0,0,false
millersvilleborough.org,5,4,2,2,0,1,false
millingtontn.gov,2,2,2,0,0,0,false
millsriver.gov,2,2,2,0,0,0,false
millswy.gov,1,0,0,0,0,1,false
millville.delaware.gov,3,3,3,0,0,0,false
millvilleut.gov,2,2,2,0,0,0,false
millwoodwa.us,1,0,0,0,0,1,false
milnornd.com,2,2,0,2,0,0,false
milton-wi.gov,1,1,1,0,0,0,false
miltondelaware.civicweb.net,1,1,1,0,0,0,false
miltonfl.org,1,1,1,0,0,0,false
miltonma.gov,3,0,0,0,0,3,false
miltonnh-us.com,4,1,0,1,0,3,false
miltonpa.org,4,4,1,3,0,0,false
miltonvt.gov,5,0,0,0,0,5,false
mindennebraska.org,4,4,3,1,0,0,false
minneapolismn.gov,1,1,1,0,0,0,false
minooka.com,2,2,1,1,0,0,false
missionhillsks.gov,2,2,2,0,0,0,false
missionks.org,1,1,1,0,0,0,false
miweblink.metro-inet.us,1,1,1,0,0,0,false
mlsa.ma.aft.org,3,3,2,1,0,0,false
mn.gov,1,1,1,0,0,0,false
mnea.org,1,1,1,0,0,0,false
mo-cameron.civicplus.com,1,1,0,1,0,0,false
moabcity.gov,3,0,0,0,0,3,false
mobile.greenleaf-idaho.us,2,0,0,0,0,2,false
mobridge.org,2,2,0,2,0,0,false
modot.org,1,1,0,1,0,0,false
mofd.org,2,0,0,0,0,2,false
mohallndak.com,2,2,0,2,0,0,false
mokena.org,4,4,2,2,0,0,false
monacapa.net,1,0,0,0,0,1,false
monautah.gov,2,1,1,0,0,1,false
monckscornersc.gov,2,2,0,2,0,0,false
mondoviwi.gov,1,1,1,0,0,0,false
monettmo.gov,3,0,0,0,0,3,false
monktonvt.com,3,1,0,1,0,2,false
monmouthmaine.gov,1,1,1,0,0,0,false
monroect.gov,1,1,1,0,0,0,false
monroega.com,1,0,0,0,0,1,false
monroemi.gov,1,1,1,0,0,0,false
monroenc.org,2,0,0,0,0,2,false
montbelvieu.net,2,1,0,1,0,1,false
montebello.k12.ca.us,1,1,0,1,0,0,false
montevideomn.org,4,4,4,0,0,0,false
montgomeryil.org,1,1,0,1,0,0,false
montgomerynj.gov,1,0,0,0,0,1,false
monticelloarkansas.us,1,1,1,0,0,0,false
monticelloin.gov,1,0,0,0,0,1,false
montpelier.id.gov,1,1,1,0,0,0,false
montvale.org,1,1,1,0,0,0,false
moorcroftleader.com,1,1,1,0,0,0,false
moorefieldwv.gov,1,1,1,0,0,0,false
mooresville.in.gov,1,1,1,0,0,0,false
mooresvillenc.gov,2,0,0,0,0,2,false
moraga.ca.us,3,0,0,0,0,3,false
morehead-ky.gov,3,0,0,0,0,3,false
moreheadcitync.gov,2,0,0,0,0,2,false
moreheadcitync.org,1,1,1,0,0,0,false
morelandhills.com,3,2,1,1,0,1,false
morganfield.ky.gov,1,1,0,1,0,0,false
morgantonnc.gov,2,0,0,0,0,2,false
morganutah.gov,4,0,0,0,0,4,false
morrisil.org,5,0,0,0,0,5,false
morrisplainsboro.org,3,3,3,0,0,0,false
morrisvillenc.gov,4,0,0,0,0,4,false
morrobayca.gov,5,3,3,0,0,2,false
morton-il.gov,6,6,3,3,0,0,false
moultonboroughnh.gov,4,0,0,0,0,4,false
moultriega.com,4,4,0,4,0,0,false
mountainairnm.gov,1,1,1,0,0,0,false
mountainhomear.gov,1,1,0,1,0,0,false
mountairy.org,2,1,1,0,0,1,false
mountcarmelborough.org,3,3,1,2,0,0,false
mountcarmeltn.gov,1,1,1,0,0,0,false
mountjoyborough.com,2,2,1,1,0,0,false
moval.org,2,2,2,0,0,0,false
mpob.wv.gov,2,2,2,0,0,0,false
mrsc.org,2,2,1,1,0,0,false
msa.maryland.gov,1,1,1,0,0,0,false
msvfl.granicus.com,1,1,0,1,0,0,false
mtangel.gov,2,2,2,0,0,0,false
mtas.tennessee.edu,12,12,0,11,1,0,false
mtleague.org,1,0,0,0,0,1,false
mtnbrook.org,5,0,0,0,0,5,false
mtvernon.com,4,4,1,2,1,0,false
muckrock.com,4,3,0,2,1,1,false
mulvanekansas.com,1,1,0,1,0,0,false
municipal-documents.s3.amazonaws.com,7,7,2,5,0,0,false
municipalfinance.ri.gov,56,52,42,10,0,4,false
municipality-management.s3.us-east-2.amazonaws.com,1,1,0,1,0,0,false
municipalsolutions.org,1,1,1,0,0,0,false
munster.org,5,5,2,3,0,0,false
murphytx.org,3,0,0,0,0,3,false
murrayky.gov,2,0,0,0,0,2,false
muskegonheights.us,1,1,1,0,0,0,false
mybigspring.com,1,1,0,1,0,0,false
mygatecity.com,1,1,0,1,0,0,false
myharlingen.us,1,0,0,0,0,1,false
mylakealfred.com,1,0,0,0,0,1,false
myosceola.com,2,2,1,1,0,0,false
myplainview.com,1,1,0,0,1,0,false
myquincy.net,1,0,0,0,0,1,false
myrantoul.com,4,0,0,0,0,4,false
mysanibel.com,2,0,0,0,0,2,false
mysanibel.legistar.com,1,1,0,1,0,0,false
mytwinsburg.com,1,1,0,1,0,0,false
nantucket-ma.gov,8,1,1,0,0,7,false
naplescityut.gov,3,3,3,0,0,0,false
nappanee.in.gov,1,0,0,0,0,1,false
narragansettri.gov,1,0,0,0,0,1,false
nashar.org,1,0,0,0,0,1,false
natickma.gov,3,0,0,0,0,3,false
nazarethboroughpa.com,1,1,1,0,0,0,false
nbfl.gov,3,3,1,2,0,0,false
nc-hopemills.civicplus.com,3,2,0,2,0,1,false
ndnewengland.com,2,2,1,1,0,0,false
ndpublicnotices.com,2,0,0,0,0,2,false
ndpublicnotices.newzgroup.com,1,0,0,0,0,1,false
ndrolla.com,2,2,0,2,0,0,false
nebraska.gov,2,2,2,0,0,0,false
nebraskacityne.gov,3,0,0,0,0,3,false
nebula.wsimg.com,3,3,1,2,0,0,false
needhamma.gov,3,0,0,0,0,3,false
neligh.org,2,2,1,1,0,0,false
neodesha.org,1,1,0,1,0,0,false
neoshomo.gov,4,3,2,1,0,1,false
nepba.org,1,0,0,0,0,1,false
nephi.utah.gov,2,1,1,0,0,1,false
nevadamo.gov,2,0,0,0,0,2,false
newarkca.gov,1,0,0,0,0,1,false
newarkohiofire.org,1,1,1,0,0,0,false
newbostonvillage.com,1,1,0,1,0,0,false
newbrightonpa.org,3,3,3,0,0,0,false
newcastlecity.delaware.gov,3,0,0,0,0,3,false
newcastleok.gov,2,2,2,0,0,0,false
newconcord-oh.gov,2,2,2,0,0,0,false
newfairfield.org,2,0,0,0,0,2,false
newgloucester.com,1,1,0,1,0,0,false
newgloucester.govoffice.com,1,1,1,0,0,0,false
newhamptonia.com,2,2,0,2,0,0,false
newhaven.in.gov,2,0,0,0,0,2,false
newingtonct.gov,3,0,0,0,0,3,false
newlebanonoh.gov,1,1,1,0,0,0,false
newlebanonoh.org,1,0,0,0,0,1,false
newlondon.nh.gov,4,4,4,0,0,0,false
newlondonoh.com,2,1,0,1,0,1,false
newmarketnh.gov,2,0,0,0,0,2,false
newmilford.org,2,2,0,2,0,0,false
newport-wa.org,1,0,0,0,0,1,false
newportarcity.org,1,1,1,0,0,0,false
newportky.gov,2,2,2,0,0,0,false
newportnh.gov,2,0,0,0,0,2,false
newpraguemn.gov,1,1,1,0,0,0,false
newroads.net,2,0,0,0,0,2,false
news.azpm.org,1,0,0,0,0,1,false
news.leanderisd.org,1,1,0,1,0,0,false
newsalem-nd.com,2,2,1,1,0,0,false
newton-nh.gov,3,1,1,0,0,2,false
newtontownhall.com,1,1,1,0,0,0,false
newtown-ct.gov,1,0,0,0,0,1,false
newunderwood.com,1,1,0,1,0,0,false
nh.gov,14,0,0,0,0,14,false
nibleycity.gov,1,1,1,0,0,0,false
nixapublicschools.net,1,1,0,1,0,0,false
nj.gov,4,3,3,0,0,1,false
njcourts.gov,1,1,1,0,0,0,false
nkc.org,3,0,0,0,0,3,false
nlrb.gov,2,2,0,2,0,0,false
nmb.us,1,1,1,0,0,0,false
noblesville.in.gov,1,0,0,0,0,1,false
nogalesaz.gov,4,4,4,0,0,0,false
norcrossga.net,1,0,0,0,0,1,false
norfolk.gov,1,0,0,0,0,1,false
normandypark.civicweb.net,1,1,1,0,0,0,false
northamptontownship.com,1,1,0,1,0,0,false
northaugustasc.gov,2,0,0,0,0,2,false
northaurora.org,4,4,0,4,0,0,false
northbayvillage-fl.gov,1,1,1,0,0,0,false
northbeachmd.gov,2,0,0,0,0,2,false
northbendne.com,1,1,0,1,0,0,false
northbendwa.gov,3,1,1,0,0,2,false
northbonneville.net,1,1,0,1,0,0,false
northboroughma.gov,2,1,1,0,0,1,false
northbranfordct.gov,4,4,2,2,0,0,false
northcaldwell.org,3,0,0,0,0,3,false
northeastmd.org,1,1,1,0,0,0,false
northfayettepa.gov,2,2,0,2,0,0,false
northfieldnh.org,3,2,1,1,0,1,false
northhampton-nh.gov,2,2,2,0,0,0,false
northmanchester.in.gov,2,2,2,0,0,0,false
northmiamifl.gov,2,0,0,0,0,2,false
northogdencity.com,1,0,0,0,0,1,false
northportny.gov,4,0,0,0,0,4,false
northprovidenceri.gov,3,3,3,0,0,0,false
northreadingma.gov,1,0,0,0,0,1,false
northsiouxcity-sd.gov,1,1,1,0,0,0,false
northwhitehall.org,2,2,2,0,0,0,false
northwoodnh.org,4,3,2,1,0,1,false
northyarmouth.org,2,1,1,0,0,1,false
nortonma.org,2,0,0,0,0,2,false
norwich.vt.us,2,2,2,0,0,0,false
norwoodma.gov,1,0,0,0,0,1,false
nottingham-nh.gov,1,0,0,0,0,1,false
ns1.villageofalsip.org,4,4,1,3,0,0,false
nslcity.org,1,0,0,0,0,1,false
nsmithfieldri.gov,5,0,0,0,0,5,false
nutmeglaborunions.com,2,2,1,1,0,0,false
nvafscme.org,1,1,1,0,0,0,false
nycourts.gov,1,0,0,0,0,1,false
nyspffa.org,5,0,0,0,0,5,false
nyssacity.org,1,1,0,1,0,0,false
oakgroveky.org,2,2,2,0,0,0,false
oakhill.municipalcodeonline.com,1,0,0,0,0,1,false
oakhilltn.us,1,0,0,0,0,1,false
oakland-nj.org,2,2,1,1,0,0,false
oaklandca.gov,3,0,0,0,0,3,false
oaklandme.gov,1,1,1,0,0,0,false
oaklandpark.novusagenda.com,1,1,0,1,0,0,false
oakleyut.gov,2,0,0,0,0,2,false
oakmontborough.com,1,1,0,1,0,0,false
oakwoodvillageoh.com,4,4,4,0,0,0,false
ocala.legistar.com,1,1,0,1,0,0,false
ocbarbs.das.ohio.gov,1,1,0,1,0,0,false
oceanportboro.com,2,2,0,2,0,0,false
oceanshores.civicweb.net,2,2,0,2,0,0,false
oceanviewde.gov,3,3,3,0,0,0,false
ocsea.org,1,1,0,1,0,0,false
ofallon.org,2,0,0,0,0,2,false
ofm.wa.gov,1,1,1,0,0,0,false
ofprs.ok.gov,1,1,1,0,0,0,false
ogdensburg.org,2,0,0,0,0,2,false
ogdensburgny.gov,1,0,0,0,0,1,false
ohioauditor.gov,5,5,0,5,0,0,false
ojd.contentdm.oclc.org,1,1,1,0,0,0,false
ok.gov,6,0,0,0,0,6,false
okanogancity.com,2,0,0,0,0,2,false
okemahok.gov,1,1,1,0,0,0,false
okmulgeeonline.com,3,3,0,3,0,0,false
old.shawneeok.org,1,0,0,0,0,1,false
oldbridge.com,1,0,0,0,0,1,false
oldbridge.novusagenda.com,1,0,0,0,0,1,false
oldlyme-ct.gov,2,0,0,0,0,2,false
oldsaybrookct.gov,4,0,0,0,0,4,false
oliversprings-tn.gov,3,1,1,0,0,2,false
