extraction_result_id,canonical_payload_id,candidate_id,linkage_basis
EXTEXTRACT-c21b56095ba9f5d38c0cc067,EXTPAYLOAD-d13a787355fe24c639895e75,EXTCAND-73f4ac1c797283463ca0c79b,readiness_preserved_lineage
EXTEXTRACT-03fcf9f3f14ab2f36172dcbd,EXTPAYLOAD-d140681a24ffbed8f5278082,EXTCAND-fc8d79104ac5ef9150c97699,readiness_preserved_lineage
EXTEXTRACT-855413f1813dbe7060190264,EXTPAYLOAD-d149a6d4015cbd799488e17e,RESCAND-0bebb54060313b4761b43c7d,readiness_preserved_lineage
EXTEXTRACT-77ce1e57b05410c304db6fe0,EXTPAYLOAD-d1539e17fcc5edad4aafc82f,RESCAND-f22785bea5f3156c94ad34db,readiness_preserved_lineage
EXTEXTRACT-1385cccd73ea328dee9f3973,EXTPAYLOAD-d1579368977c2ef9b766fd6d,EXTCAND-380de3841858338c68464f7c,readiness_preserved_lineage
EXTEXTRACT-3cc49720d38739697ede44d3,EXTPAYLOAD-d15d9d77e7cc12db3c506f32,RESCAND-b0bb4e46fe0a2f366f0abb8d,readiness_preserved_lineage
EXTEXTRACT-1ff7ae22007be3adcb433141,EXTPAYLOAD-d15e56d7bb0cf39ce43f4bc4,EXTCAND-4edeb93b2d6a687d3ce29168,readiness_preserved_lineage
EXTEXTRACT-05874e16deb887724aec69ba,EXTPAYLOAD-d16ceadcff994e6b7f40d978,RESCAND-f06f29f90044aefeddaac724,readiness_preserved_lineage
EXTEXTRACT-47c747cd7bad352fe1c943cb,EXTPAYLOAD-d17508f09b2ed84029e411c8,EXTCAND-a2caf0e25d8f04992b4235f3,readiness_preserved_lineage
EXTEXTRACT-e67acee011fc3ca595950b13,EXTPAYLOAD-d178491d45ecb241de0fffc2,RESCAND-72fe3cf4cdffc76bb275fb81,readiness_preserved_lineage
