extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-47ea42bf8e0c088da45211d3,EXTPAYLOAD-ba8405f5d212ec3482a19565,,readiness_preserved_lineage
EXTEXTRACT-47ea42bf8e0c088da45211d3,EXTPAYLOAD-ba8405f5d212ec3482a19565,,readiness_preserved_lineage
EXTEXTRACT-aadd71dd71ed5c9e1646de19,EXTPAYLOAD-ba89c274a482a0f9778decfb,,readiness_preserved_lineage
EXTEXTRACT-aadd71dd71ed5c9e1646de19,EXTPAYLOAD-ba89c274a482a0f9778decfb,,readiness_preserved_lineage
EXTEXTRACT-aadd71dd71ed5c9e1646de19,EXTPAYLOAD-ba89c274a482a0f9778decfb,,readiness_preserved_lineage
EXTEXTRACT-aadd71dd71ed5c9e1646de19,EXTPAYLOAD-ba89c274a482a0f9778decfb,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-12f70a419b46ef86dcc5ae16,EXTPAYLOAD-baa7830df703a67738c7f158,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-2905789d8808568a1e4f8708,EXTPAYLOAD-bab1ca5258b036fca8c1cc05,,readiness_preserved_lineage
EXTEXTRACT-c91adb3b0950b8beb4338afa,EXTPAYLOAD-bab3c2221e54338c0f756582,,readiness_preserved_lineage
EXTEXTRACT-c91adb3b0950b8beb4338afa,EXTPAYLOAD-bab3c2221e54338c0f756582,,readiness_preserved_lineage
EXTEXTRACT-c91adb3b0950b8beb4338afa,EXTPAYLOAD-bab3c2221e54338c0f756582,,readiness_preserved_lineage
EXTEXTRACT-c91adb3b0950b8beb4338afa,EXTPAYLOAD-bab3c2221e54338c0f756582,,readiness_preserved_lineage
EXTEXTRACT-487d06926cc78e50f57050aa,EXTPAYLOAD-bab69db4017c45b03d214e52,,readiness_preserved_lineage
EXTEXTRACT-487d06926cc78e50f57050aa,EXTPAYLOAD-bab69db4017c45b03d214e52,,readiness_preserved_lineage
EXTEXTRACT-487d06926cc78e50f57050aa,EXTPAYLOAD-bab69db4017c45b03d214e52,,readiness_preserved_lineage
EXTEXTRACT-487d06926cc78e50f57050aa,EXTPAYLOAD-bab69db4017c45b03d214e52,,readiness_preserved_lineage
EXTEXTRACT-487d06926cc78e50f57050aa,EXTPAYLOAD-bab69db4017c45b03d214e52,,readiness_preserved_lineage
EXTEXTRACT-60ebb808fb046573b8248e02,EXTPAYLOAD-bab86081bdde325e092077d3,,readiness_preserved_lineage
EXTEXTRACT-60ebb808fb046573b8248e02,EXTPAYLOAD-bab86081bdde325e092077d3,,readiness_preserved_lineage
EXTEXTRACT-60ebb808fb046573b8248e02,EXTPAYLOAD-bab86081bdde325e092077d3,,readiness_preserved_lineage
EXTEXTRACT-60ebb808fb046573b8248e02,EXTPAYLOAD-bab86081bdde325e092077d3,,readiness_preserved_lineage
EXTEXTRACT-60ebb808fb046573b8248e02,EXTPAYLOAD-bab86081bdde325e092077d3,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-bd889277bcf2b3aa117771bb,EXTPAYLOAD-bac1ed606a7808854c5e6a40,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-f9fa3ab5ae4204ac7a2e3991,EXTPAYLOAD-bacb49979cc226bd68770ca5,,readiness_preserved_lineage
EXTEXTRACT-4930173f5fef95d5ed21ca89,EXTPAYLOAD-bacba553392d4818e3d73901,,readiness_preserved_lineage
EXTEXTRACT-4930173f5fef95d5ed21ca89,EXTPAYLOAD-bacba553392d4818e3d73901,,readiness_preserved_lineage
EXTEXTRACT-4930173f5fef95d5ed21ca89,EXTPAYLOAD-bacba553392d4818e3d73901,,readiness_preserved_lineage
EXTEXTRACT-4930173f5fef95d5ed21ca89,EXTPAYLOAD-bacba553392d4818e3d73901,,readiness_preserved_lineage
EXTEXTRACT-4930173f5fef95d5ed21ca89,EXTPAYLOAD-bacba553392d4818e3d73901,,readiness_preserved_lineage
EXTEXTRACT-1403245045f33013987e8911,EXTPAYLOAD-bace91ec3b865ccff3cda82c,,readiness_preserved_lineage
EXTEXTRACT-1403245045f33013987e8911,EXTPAYLOAD-bace91ec3b865ccff3cda82c,,readiness_preserved_lineage
EXTEXTRACT-1403245045f33013987e8911,EXTPAYLOAD-bace91ec3b865ccff3cda82c,,readiness_preserved_lineage
EXTEXTRACT-1403245045f33013987e8911,EXTPAYLOAD-bace91ec3b865ccff3cda82c,,readiness_preserved_lineage
EXTEXTRACT-1403245045f33013987e8911,EXTPAYLOAD-bace91ec3b865ccff3cda82c,,readiness_preserved_lineage
EXTEXTRACT-1403245045f33013987e8911,EXTPAYLOAD-bace91ec3b865ccff3cda82c,,readiness_preserved_lineage
EXTEXTRACT-9e40df29aee4f9c60a1df8fa,EXTPAYLOAD-bad433c8c721d46fec196746,,readiness_preserved_lineage
EXTEXTRACT-9e40df29aee4f9c60a1df8fa,EXTPAYLOAD-bad433c8c721d46fec196746,,readiness_preserved_lineage
EXTEXTRACT-9e40df29aee4f9c60a1df8fa,EXTPAYLOAD-bad433c8c721d46fec196746,,readiness_preserved_lineage
EXTEXTRACT-9e40df29aee4f9c60a1df8fa,EXTPAYLOAD-bad433c8c721d46fec196746,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-0db4f2667599f12cf3553397,EXTPAYLOAD-bad49f7ff7b62ee32318c168,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
