source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written
sr_d15cc4585f5931e83c8142a3,TRI-ad0ab79b818c4c0138bb,NSCQ-IL-20260720-0089,VER-5f84cf7f26d34c42e94a,cog_2025_124909,124909,IL,Wheaton,CITY OF WHEATON,https://wheaton.il.us/DocumentCenter/View/5094,https://wheaton.il.us/DocumentCenter/View/5094/2017---2020-MAP-Local-450-Collective-Bargaining-Agreement-PDF?bidId=,https://wheaton.il.us/DocumentCenter/View/5094/2017---2020-MAP-Local-450-Collective-Bargaining-Agreement-PDF?bidId=,2017 - 2020 MAP Local 450 Collective Bargaining Agreement - Signed by Both Parties,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-4baf4958332b792b9027,1,canonical_representative,3,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_eb15f69f9cff6824b02a730f,TRI-81366f5ef1cae95f9c24,NSCQ-WA-20260720-0162,VER-cffe56011ab8a1630235,cog_2025_176826,176826,WA,Aberdeen,CITY OF ABERDEEN,https://www.aberdeenwa.gov/DocumentCenter/View/2200/Final-APOG-2023-2025-Signed-CBA,https://www.aberdeenwa.gov/DocumentCenter/View/2200/Final-APOG-2023-2025-Signed-CBA,https://www.aberdeenwa.gov/DocumentCenter/View/2200/Final-APOG-2023-2025-Signed-CBA,Final APOG 2023-2025 Signed CBA,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-a9892c8ef826b853cca2,1,canonical_representative,6,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_38575ba9cc51ae5d0fc161a2,TRI-9df241e22dd88bb692c7,NSCQ-WI-20260720-0165,VER-72963a7a5a4aa92ce8ad,cog_2025_209809,209809,WI,Cudahy,CITY OF CUDAHY,https://cms9files1.revize.com/cudahywi/Per%20October%2018%2C%202022.pdf,https://cms9files1.revize.com/cudahywi/Per%20October%2018%2C%202022.pdf,https://cms9files1.revize.com/cudahywi/Per%20October%2018%2C%202022.pdf,Police Union Contract 2023-2025 (City of Cudahy Professional Police Association) — includes wages and salary schedule,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-51ff25f54e65876c961f,1,canonical_representative,9,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_9ed197b592fa138ec36915bc,TRI-5edfaa852e39fd3058d1,NSCQ-OH-20260720-0811,VER-889eb8bb0f712698b6c1,cog_2025_110901,110901,OH,Colerain,TOWNSHIP OF COLERAIN,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-02-1003.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-02-1003.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-02-1003.pdf,"Collective Bargaining Agreement — Colerain Career Firefighters, IAFF Local 3915 (January 1, 2020 through December 31, 2022)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,fire,,yes,likely_official,URL-82a8f746d41fc00c587d,1,canonical_representative,12,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_e8b8fbe9d494c15713c00790,TRI-967b0caee1caf70f01d1,NSCQ-FL-20260720-0080,VER-329cc344ca087561305a,cog_2025_161669,161669,FL,Boynton Beach,CITY OF BOYNTON BEACH,https://www.boynton-beach.org/DocumentCenter/View/1105/IAFF---2023-10-01---2026-09-30,https://www.boynton-beach.org/DocumentCenter/View/1105/IAFF---2023-10-01---2026-09-30,https://www.boynton-beach.org/DocumentCenter/View/1105/IAFF---2023-10-01---2026-09-30,"Executive Board (Agreement Between City of Boynton Beach, Florida and Boynton Beach Association of Fire Fighters Florida Local 1891, IAFF): October 1, 2024 through September 30, 2027",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-f7b8f20723bc0dc9647b,1,canonical_representative,15,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_aa8f04132378d2351a3a3a24,TRI-5fad0318b310f780b48f,NSCQ-MA-20260720-0028,VER-cfe191a4976db0cd1e75,cog_2025_106061,106061,MA,Springfield,CITY OF SPRINGFIELD,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/IAFF_648_2017-2020.pdf,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/IAFF_648_2017-2020.pdf,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/IAFF_648_2017-2020.pdf,IAFF_648_2017-2020.pdf,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-d346ac63075ef0fddae1,1,canonical_representative,18,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_8de690f2cbb05948d863b18c,TRI-a1b2f05baaf8bc3c1067,NSCQ-MN-20260720-0112,VER-cb9c04f5594f116adf55,cog_2025_167632,167632,MN,Hibbing,CITY OF HIBBING,https://www.hibbingmn.gov/DocumentCenter/View/1332/MAPE-Contract-2023-2025,https://www.hibbingmn.gov/DocumentCenter/View/1332/MAPE-Contract-2026-2028?bidId=,https://www.hibbingmn.gov/DocumentCenter/View/1332/MAPE-Contract-2026-2028?bidId=,MAPE Contract 2023-2025,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-e0d6462e654beff2379f,1,canonical_representative,21,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_80803aef07d395d9cc0d3404,TRI-71315acd6eda05e0d750,NSCQ-CA-20260720-0232,VER-b57295b23ce31f529bfe,cog_2025_123094,123094,CA,San Leandro,CITY OF SAN LEANDRO,https://www.sanleandro.org/DocumentCenter/View/1431/SLMO-Memorandum-of-Understanding-2023---June-2028-PDF,https://www.sanleandro.org/DocumentCenter/View/1431/SLMO-Memorandum-of-Understanding-2023---June-2028-PDF,https://www.sanleandro.org/DocumentCenter/View/1431/SLMO-Memorandum-of-Understanding-2023---June-2028-PDF,Memorandum of Understanding (San Leandro Management Organization),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-adfa482d9c1e51ff0a04,1,canonical_representative,24,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_b2de0344c561104d58413d21,TRI-68956428201bfc6d46dd,NSCQ-MI-20260720-0027,VER-7a7c12e63cdf8741b99e,cog_2025_128316,128316,MI,Midland,CITY OF MIDLAND,https://cityofmidlandmi.gov/DocumentCenter/View/17736/MMEA-Contract?bidId=,https://cityofmidlandmi.gov/DocumentCenter/View/17736/MMEA-Contract?bidId=,https://cityofmidlandmi.gov/DocumentCenter/View/17736/MMEA-Contract?bidId=,Midland Municipal Employees Association (MMEA) - Collective Bargaining Agreement,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-c4f25230fd55f9225740,1,canonical_representative,27,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_1321379ac6e2a9ff189ac57d,TRI-db9626791a049dd69c0b,NSCQ-OR-20260720-0087,VER-2306a494017f795f178c,cog_2025_173694,173694,OR,Pendleton,CITY OF PENDLETON,https://www.pendletonor.gov/media/9981,https://www.pendletonor.gov/media/9981,https://www.pendletonor.gov/media/9981,Collective Bargaining Agreement between the City of Pendleton and SEIU Local 503/OPEU (2018-2021),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-6dbc311794114d6ae528,1,canonical_representative,30,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_c597fb29617114a70459f040,TRI-669c9c604c1728a4869d,NSCQ-CT-20260720-0015,VER-bc970f4bf384e84231cf,ct_hartford,161441,CT,Hartford,CITY OF HARTFORD,https://www.hartfordct.gov/files/assets/public/v/1/human-resources/hr-documents/new-folder/local-1716-cba-july-1-2021-december-31-2024.pdf,https://www.hartfordct.gov/files/assets/public/v/1/human-resources/hr-documents/new-folder/local-1716-cba-july-1-2021-december-31-2024.pdf,https://www.hartfordct.gov/files/assets/public/v/1/human-resources/hr-documents/new-folder/local-1716-cba-july-1-2021-december-31-2024.pdf,Local 1716 AFSCME Contract (07/01/2021 - 12/31/2024),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-a705cd8bbbfd90652b4e,1,canonical_representative,33,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_6e9aac4d76713ec5c364321c,TRI-71f5f6d1fe1da69723d7,NSCQ-IL-20260720-0030,VER-a5eb8f5eba42fdf865c1,cog_2025_124969,124969,IL,Waukegan,CITY OF WAUKEGAN,https://www.waukeganil.gov/DocumentCenter/View/9192,https://www.waukeganil.gov/DocumentCenter/View/9192/Waukegan-Police-Benevolent-Labor-Committee-Unit-42-May-1-2022---April-30-2026?bidId=,https://www.waukeganil.gov/DocumentCenter/View/9192/Waukegan-Police-Benevolent-Labor-Committee-Unit-42-May-1-2022---April-30-2026?bidId=,"Agreement between the City of Waukegan, Illinois and Waukegan Police Benevolent Labor Committee Unit #42",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-848f29741e6cb3a11d41,1,canonical_representative,36,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_54541a21171443d728f79a39,TRI-2a446e8e10052f8606bf,NSCQ-WA-20260720-0118,VER-7adf9b0304d772ac620f,cog_2025_176847,176847,WA,Bainbridge Island,CITY OF BAINBRIDGE ISLAND,https://bainbridgewa.gov/DocumentCenter/View/17939/Guild-2022-2024-CBA,https://bainbridgewa.gov/DocumentCenter/View/17939/Guild-2025-2027-CBA?bidId=,https://bainbridgewa.gov/DocumentCenter/View/17939/Guild-2025-2027-CBA?bidId=,Bainbridge Island Police Guild Collective Bargaining Agreement 2022-2024 (CBA),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-be73df0a9ab6860d5c4a,1,canonical_representative,39,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_93c387c64fe61d3e043a0574,TRI-0e7588663736cec389fc,NSCQ-WI-20260720-0100,VER-85d5b7857e513a31a1f3,cog_2025_177089,177089,WI,De Pere,CITY OF DE PERE,https://www.deperewi.gov/egov/documents/1389125021_44022.pdf,https://www.deperewi.gov/egov/documents/1389125021_44022.pdf,https://www.deperewi.gov/egov/documents/1389125021_44022.pdf,Agreement Between City of De Pere and De Pere Professional Firefighters' Association (IAFF Local #141),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,no,likely_official,URL-8138470b8ba44126ade7,1,canonical_representative,42,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_1ab34fb2d73ce8350a1b96fe,TRI-8a54bef4cf959d118aee,NSCQ-CA-20260720-0342,VER-35524afcbea730c9d1fd,cog_2025_123167,123167,CA,Woodland,CITY OF WOODLAND,https://www.cityofwoodland.gov/DocumentCenter/View/11890/WPFA---Woodland-Professional-Firefighters-Association-MOU-2023-2026-,https://www.cityofwoodland.gov/DocumentCenter/View/11890/WPFA---Woodland-Professional-Firefighters-Association-MOU-2023-2026-,https://www.cityofwoodland.gov/DocumentCenter/View/11890/WPFA---Woodland-Professional-Firefighters-Association-MOU-2023-2026-,"MEMORANDUM OF UNDERSTANDING (Woodland Professional Firefighters’ Association) (July 1, 2023 to June 30, 2026)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-eceb9c6ff96aec3af061,1,canonical_representative,45,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_5a68f7ce834db3f837e61216,TRI-d654f4478280e2dc44ea,NSCQ-MI-20260720-0060,VER-947b13817cddfe17b77b,cog_2025_166827,166827,MI,Dearborn Heights,CITY OF DEARBORN HEIGHTS,https://www.dearbornheightsmi.gov/DocumentCenter/View/5137/2022-07-01-to-2026-06-30----IAFF-Local-1355-CBA-PDF,https://www.dearbornheightsmi.gov/DocumentCenter/View/5137/2022-07-01-to-2026-06-30----IAFF-Local-1355-CBA-PDF,https://www.dearbornheightsmi.gov/DocumentCenter/View/5137/2022-07-01-to-2026-06-30----IAFF-Local-1355-CBA-PDF,2022-2026 IAFF Local 1355 CBA,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-6260a9b314593dc5814a,1,canonical_representative,48,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_97609f35d61ada342a8e17c6,TRI-02e86db61fd9f742790a,NSCQ-OR-20260720-0003,VER-cd0a7c635f210f756568,or_portland,211254,OR,Portland,CITY OF PORTLAND,https://www.portland.gov/bhr/employee-relations/labor-relations/documents/cop-2019-2023-collective-bargaining-agreement-0/download,https://www.portland.gov/bhr/employee-relations/labor-relations/documents/cop-2019-2023-collective-bargaining-agreement-0/download,https://www.portland.gov/bhr/employee-relations/labor-relations/documents/cop-2019-2023-collective-bargaining-agreement-0/download,"LABOR AGREEMENT between THE CITY OF PORTLAND and THE PORTLAND FIRE FIGHTERS' ASSOCIATION IAFF LOCAL 43 (July 1, 2019 - June 30, 2023)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-0925448019199b493390,1,canonical_representative,51,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_5ec4b607c0d7b1296cbc72a6,TRI-a5824faaee6b08c956d3,NSCQ-OH-20260720-0745,VER-2db0c1eecb8e3650b1e9,cog_2025_110747,110747,OH,Deer Park,CITY OF DEER PARK,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1183.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1183.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1183.pdf,"Collective Bargaining Agreement — City of Deer Park (Service Department & Tax Clerks) (Teamsters Local 100, IBT)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-6cce5c1dfaa36df87de5,1,canonical_representative,54,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_261f698eea5ff0a52c182d93,TRI-87177af3953d99172817,NSCQ-FL-20260720-0081,VER-684af8fb9e7fcfb09f4a,cog_2025_161669,161669,FL,Boynton Beach,CITY OF BOYNTON BEACH,https://www.boynton-beach.org/DocumentCenter/View/1104/SEIU-White-Collar---2023-10-01---2026-09-30,https://www.boynton-beach.org/DocumentCenter/View/1104/SEIU-White-Collar---2023-10-01---2026-09-30,https://www.boynton-beach.org/DocumentCenter/View/1104/SEIU-White-Collar---2023-10-01---2026-09-30,"Collective Bargaining Agreement Between the City of Boynton Beach, Florida and SEIU Florida Public Services Union, CTW, CLC — White Collar Bargaining Unit",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-876e2ccac416f7334885,1,canonical_representative,57,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_4c2e51a735b8f58fec8627e7,TRI-8562e09342abebbf5399,NSCQ-MA-20260720-0061,VER-e135143119e04dd84eaa,cog_2025_166446,166446,MA,Chicopee,CITY OF CHICOPEE,https://www.chicopeema.gov/DocumentCenter/View/14763/UFCW-1459-Administration-Eff-712022---6302025,https://www.chicopeema.gov/DocumentCenter/View/14763/UFCW-1459-Administration-Eff-712022---6302025,https://www.chicopeema.gov/DocumentCenter/View/14763/UFCW-1459-Administration-Eff-712022---6302025,"UFCW 1459 - Administration Agreement (Effective July 1, 2022 – June 30, 2025)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-05b06e702db64baab0f9,1,canonical_representative,60,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_234b9111fcc0441633fcc935,TRI-2ff1889c74da280fd4f8,NSCQ-MN-20260720-0060,VER-e6806888093a52adf71d,cog_2025_128768,128768,MN,Savage,CITY OF SAVAGE,https://afscmemn.org/sites/default/files/l3378_city_of_savage_2023-2025_0.pdf,https://afscmemn.org/sites/default/files/l3378_city_of_savage_2023-2025_0.pdf,https://afscmemn.org/sites/default/files/l3378_city_of_savage_2023-2025_0.pdf,"Labor Agreement (City of Savage, MN) — AFSCME Council 5 (Local 3378) — 2023-2025",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,union,non_safety,,no,likely_official,URL-0a58d5e5d9ca9cac4c15,1,canonical_representative,63,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
