source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written
sr_48e7e10d6c99898c959d021c,TRI-5a094acc44a51ae85f2a,NSCQ-OR-20260720-0001,VER-4d908dbde4f8968e7070,or_portland,211254,OR,Portland,CITY OF PORTLAND,https://www.portland.gov/bhr/employee-relations/labor-relations/documents/cop-2021-2025-collective-bargaining-agreement-ppa/download,https://www.portland.gov/bhr/employee-relations/labor-relations/documents/cop-2021-2025-collective-bargaining-agreement-ppa/download,https://www.portland.gov/bhr/employee-relations/labor-relations/documents/cop-2021-2025-collective-bargaining-agreement-ppa/download,"LABOR AGREEMENT between the PORTLAND POLICE ASSOCIATION and the CITY OF PORTLAND (July 1, 2021 through June 30, 2025)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-809fff0df73a46dd1fee,1,canonical_representative,231,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_763f1b671d03a30daa08263f,TRI-4eb18b26028aed517839,NSCQ-IL-20260720-0207,VER-cc805d1b15f27e3830ef,cog_2025_162287,162287,IL,Sycamore,CITY OF SYCAMORE,https://www.cityofsycamore.com/Archive/ViewFile/Item/111,https://www.cityofsycamore.com/Archive/ViewFile/Item/111,https://www.cityofsycamore.com/Archive/ViewFile/Item/111,THE COLLECTIVE BARGAINING AGREEMENT Between the City of Sycamore and the International Association of Firefighters Local 3046,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-bfd7e6005dd1b3754293,1,canonical_representative,234,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_b1f38910d6b594330536cbfc,TRI-7c90c798d9ff63cc1d82,NSCQ-WA-20260720-0138,VER-2e362bcc2da027c271c3,cog_2025_202758,202758,WA,Bonney Lake,CITY OF BONNEY LAKE,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_15292413/File/Human%20Resources/2021_AFSCME%20CBA%20and%20MOU.pdf,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_15292413/File/Human%20Resources/2021_AFSCME%20CBA%20and%20MOU.pdf,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_15292413/File/Human%20Resources/2021_AFSCME%20CBA%20and%20MOU.pdf,"Agreement (City of Bonney Lake / AFSCME #120) — (Representing the Public Works & General Government Employees) — January 1, 2021 Through December 31, 2023",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-fa80e8b79edf343071d1,1,canonical_representative,237,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_95b9f50713fa491613089e3a,TRI-e0f6f7e45d1c95cc747a,NSCQ-OH-20260720-0095,VER-81015c84c51d84c65495,cog_2025_110810,110810,OH,Alliance,CITY OF ALLIANCE,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-0920.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-0920.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-0920.pdf,"Alliance I F.O.P Clerical CBA (City of Alliance, Stark County, Ohio) — Secretaries, stenographers, office coordinators and clerical employees",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-7596e059310dc3598d64,1,canonical_representative,240,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_1f3d2b6addf5b2bb03b47eeb,TRI-4fac9b0eb4bebf3161ee,NSCQ-FL-20260720-0127,VER-a8c8f0a535bedf345219,cog_2025_194771,194771,FL,Coral Gables,CITY OF CORAL GABLES,https://www.coralgables.com/sites/default/files/2025-11/CBA-Teamsters-Local-Union-769-2024-2027-CH.pdf,https://www.coralgables.com/sites/default/files/2025-11/CBA-Teamsters-Local-Union-769-2024-2027-CH.pdf,https://www.coralgables.com/sites/default/files/2025-11/CBA-Teamsters-Local-Union-769-2024-2027-CH.pdf,"Agreement Between City of Coral Gables, Florida and Teamsters Local Union 769 (Collective Bargaining Agreement)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-7e26f9b5bbdafe2ac856,1,canonical_representative,243,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_e50a4c040bab2ef3208c6f57,TRI-0f32e416ef8ea654de32,NSCQ-MA-20260720-0079,VER-6d4994d008df546a65ed,cog_2025_212032,212032,MA,Amherst Town,CITY OF AMHERST TOWN,https://www.amherstma.gov/DocumentCenter/View/63822/DPW-Association-signed-contract-FY-23---FY-25,https://www.amherstma.gov/DocumentCenter/View/63822/DPW-Association-signed-contract-7125-63028?bidId=,https://www.amherstma.gov/DocumentCenter/View/63822/DPW-Association-signed-contract-7125-63028?bidId=,"Collective Bargaining Agreement — Amherst DPW Association and Town of Amherst (Effective July 1, 2022 - June 30, 2025) (DPW Association signed contract)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-e96dfa371bcb19bd79b9,1,canonical_representative,246,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_f2497585ca023bd785a0016b,TRI-53a19f4880d74f214145,NSCQ-IL-20260720-0160,VER-4e7397801346a13131a5,cog_2025_162269,162269,IL,Wheeling,VILLAGE OF WHEELING,https://www.wheelingil.gov/DocumentCenter/View/1031/Police-Contract-MAP-05012023_04302027-PDF,https://www.wheelingil.gov/DocumentCenter/View/1031/Police-Contract-MAP-05012023_04302027-PDF,https://www.wheelingil.gov/DocumentCenter/View/1031/Police-Contract-MAP-05012023_04302027-PDF,"Agreement Between the Village of Wheeling and the Metropolitan Alliance of Police Wheeling Chapter for the Period of May 1, 2023 to April 30, 2027",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-ebdacb84daeb919e8da8,1,canonical_representative,249,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_ccd1e0e0254a1815d31251b2,TRI-788acd040d1eeadac43b,NSCQ-WA-20260720-0080,VER-487926666fafb8b48ca3,cog_2025_202760,202760,WA,Lynnwood,CITY OF LYNNWOOD,https://www.lynnwoodwa.gov/files/sharedassets/public/human-resources/afscme-contract-2023-2025-signed.pdf,https://www.lynnwoodwa.gov/files/sharedassets/public/v/3/human-resources/afscme-contract-2023-2025-signed.pdf,https://www.lynnwoodwa.gov/files/sharedassets/public/v/3/human-resources/afscme-contract-2023-2025-signed.pdf,"DocuSign Envelope ID: 6ACF3ECC-6091-4938-A210-13216A9DC147 — AGREEMENT by and between CITY OF LYNNWOOD and LOCAL 3035, COUNCIL 2 WASHINGTON STATE COUNCIL OF COUNTY AND CITY EMPLOYEES AFSCME/AFL-CIO (CLERICAL/TECHNICAL/PROFESSIONAL) — January 1, 2023 - December 31, 2025",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-f3bc4fe99fac0bcd7ee2,1,canonical_representative,252,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_d31855b86e6ad628bc07693a,TRI-e1c3322f381f7228a576,NSCQ-CA-20260720-0649,VER-0d82ffafffcd345295ff,cog_2025_161250,161250,CA,Montclair,CITY OF MONTCLAIR,https://storage.googleapis.com/proudcity/montclairca/uploads/2021/08/MFFA-MOU-2021-26-Rev.-06.2021.pdf,https://storage.googleapis.com/proudcity/montclairca/uploads/2021/08/MFFA-MOU-2021-26-Rev.-06.2021.pdf,https://storage.googleapis.com/proudcity/montclairca/uploads/2021/08/MFFA-MOU-2021-26-Rev.-06.2021.pdf,Montclair Fire Fighters Association MOU 2021-26,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-fc41d6b5cf41f66dc325,1,canonical_representative,255,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_edf51c96bfa37a71d24f1f17,TRI-8fd293731a94af8d6f72,NSCQ-MI-20260720-0159,VER-0f6e27cb6775ae621543,cog_2025_128269,128269,MI,Coldwater,CITY OF COLDWATER,https://ecode360.com/CO3508/document/574382730.pdf,https://ecode360.com/CO3508/document/574382730.pdf,https://ecode360.com/CO3508/document/574382730.pdf,"AGREEMENT NO. A20-10 — AGREEMENT between CITY OF COLDWATER, MICHIGAN and LOCAL 2555 INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,no,likely_official,URL-e92b27a77e6068af4bd8,1,canonical_representative,258,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_54c160d8f086bb81500681c6,TRI-ad39925ebef03ca2a8fd,NSCQ-OH-20260720-0448,VER-d89af8245a1c5c246cff,cog_2025_110817,110817,OH,Dover,CITY OF DOVER,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-12-1597.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-12-1597.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-12-1597.pdf,"Collective Bargaining Agreement (City of Dover, OH & AFSCME, Ohio Council 8, Local 2550) — In effect April 1, 2022 through March 31, 2025",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-6698615b2c7be3b814b1,1,canonical_representative,261,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_c108cebd5c4cb1c74b61bb53,TRI-93292dab5d3007c815d8,NSCQ-FL-20260720-0050,VER-5ce8b301bc1469df2bcd,cog_2025_207684,207684,FL,Clearwater,CITY OF CLEARWATER,https://www.myclearwater.com/files/sharedassets/public/v/1/human-resources/documents/cwa-cba-2023-2026_final.pdf,https://www.myclearwater.com/files/sharedassets/public/v/2/human-resources/documents/cwa-cba-2023-2026_final.pdf,https://www.myclearwater.com/files/sharedassets/public/v/2/human-resources/documents/cwa-cba-2023-2026_final.pdf,"Agreement between CITY OF CLEARWATER, FLORIDA and COMMUNICATIONS WORKERS OF AMERICA Local 3179 (FISCAL YEARS 2023–2024, 2024–2025, 2025–2026)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-912426ec0a03dba0fb65,1,canonical_representative,264,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_a1e98caff7932c00ec881126,TRI-e2998bc0972bead60f55,NSCQ-MA-20260720-0120,VER-fd655cf4679be9f7cce2,cog_2025_166545,166545,MA,Bridgewater Town,CITY OF BRIDGEWATER TOWN,https://www.bridgewaterma.gov/Documents/Government/Human%20Resources/Collective%20Bargaining%20Agreements/USW%20A%20Contract%20-%2007.01.2024%20-%2006.30.2027_202509091024417325.pdf?t=202512260928370,https://www.bridgewaterma.gov/Documents/Government/Human%20Resources/Collective%20Bargaining%20Agreements/USW%20A%20Contract%20-%2007.01.2024%20-%2006.30.2027_202509091024417325.pdf?t=202512260928370,https://www.bridgewaterma.gov/Documents/Government/Human%20Resources/Collective%20Bargaining%20Agreements/USW%20A%20Contract%20-%2007.01.2024%20-%2006.30.2027_202509091024417325.pdf?t=202512260928370,United Steelworkers (USW) Contract - Unit A 07.01.2024 - 06.30.2027,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,no,likely_official,URL-5b1f9c92a1aea210d6a0,1,canonical_representative,267,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_0aa6e8b7d13a14d7dfd0c93b,TRI-f3848ea65494f5ed948e,NSCQ-IL-20260720-0205,VER-2840ae06f98c34ee253f,cog_2025_162287,162287,IL,Sycamore,CITY OF SYCAMORE,https://www.cityofsycamore.com/Archive/ViewFile/Item/110,https://www.cityofsycamore.com/Archive/ViewFile/Item/110,https://www.cityofsycamore.com/Archive/ViewFile/Item/110,An Agreement Between the City of Sycamore and Illinois FOP Labor Council (Serg[e]ants and Patrol Officers),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-d28ebef21d3de95b42e1,1,canonical_representative,270,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_8843e49f154d45e296dcefa7,TRI-5b98a657605396c2fdd4,NSCQ-WA-20260720-0068,VER-3be2fd0667859896583d,cog_2025_209730,209730,WA,Bremerton,CITY OF BREMERTON,https://www.bremertonwa.gov/DocumentCenter/View/165/BPOG-Contract-PDF,https://www.bremertonwa.gov/DocumentCenter/View/165/BPOG-Contract-PDF,https://www.bremertonwa.gov/DocumentCenter/View/165/BPOG-Contract-PDF,Collective Bargaining Agreement (City of Bremerton and Bremerton Police Officers Guild),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-1bee5b54aaedd758684c,1,canonical_representative,273,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_70ce3ea29de148cf89e3342e,TRI-53bb0495632436052311,NSCQ-CA-20260720-0012,VER-86ec7afb1ccaf84dd98d,cog_2025_161258,161258,CA,San Francisco,CITY AND COUNTY OF SAN FRANCISCO,https://sfgov.legistar.com/View.ashx?GUID=757A8157-4B3A-4B6B-82D2-E43C522BBA31&ID=6257359&M=F,https://sfgov.legistar.com/View.ashx?GUID=757A8157-4B3A-4B6B-82D2-E43C522BBA31&ID=6257359&M=F,https://sfgov.legistar.com/View.ashx?GUID=757A8157-4B3A-4B6B-82D2-E43C522BBA31&ID=6257359&M=F,"Memorandum of Understanding Between the City and County of San Francisco and San Francisco Fire Fighters Union, Local 798, IAFF, AFL-CIO — Unit 1 (July 1, 2018 to June 30, 2021)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-78baea191dc0ecb5288b,1,canonical_representative,276,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_f4607fdc88525c066ba9a232,TRI-c9ea3e28836d81ab0947,NSCQ-MI-20260720-0007,VER-d2911dcf0514fab7320f,cog_2025_185901,185901,MI,Grand Rapids,CITY OF GRAND RAPIDS,https://www.grandrapidsmi.gov/media/oc2pimg0/greiu-agreement-2022-2025.pdf,https://www.grandrapidsmi.gov/media/oc2pimg0/greiu-agreement-2022-2025.pdf,https://www.grandrapidsmi.gov/media/oc2pimg0/greiu-agreement-2022-2025.pdf,GREIU Employees Agreement,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-8df7cc67e728eab29e02,1,canonical_representative,279,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_8e9655c6f5405ae1fa0328fe,TRI-2e01d758a9273b965f76,NSCQ-OH-20260720-0589,VER-01af5067f095bfd1e583,cog_2025_110822,110822,OH,Rittman,CITY OF RITTMAN,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0804.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0804.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0804.pdf,"Collective Bargaining Agreement (City of Rittman, OH and Ohio Council 8 and Local 3307 (AFSCME))",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-6d7de31133d33992c3a6,1,canonical_representative,282,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_d8df8f178d8fcf7c72635f70,TRI-4b95fb247eee4a68663e,NSCQ-FL-20260720-0187,VER-790d49fb7bed0b61c82a,cog_2025_207690,207690,FL,Edgewater,CITY OF EDGEWATER,https://cityofedgewater.legistar.com/View.ashx?GUID=D29DBF4C-1FE3-4FDA-B921-6F2CDA6CFF4E&ID=7702191&M=F,https://cityofedgewater.legistar.com/View.ashx?GUID=D29DBF4C-1FE3-4FDA-B921-6F2CDA6CFF4E&ID=7702191&M=F,https://cityofedgewater.legistar.com/View.ashx?GUID=D29DBF4C-1FE3-4FDA-B921-6F2CDA6CFF4E&ID=7702191&M=F,International Union of Operating Engineers Agreement (IUOE) - IUOE Agreement FY 19-20 08-27-2019 - Strikethrough Version (City of Edgewater),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-a22aca8e34125b2fbc82,1,canonical_representative,285,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_64844ac1937f27004a7c3018,TRI-a499730dd57ae9692135,NSCQ-OH-20260720-0093,VER-382060f04ff0459e3c5d,cog_2025_110810,110810,OH,Alliance,CITY OF ALLIANCE,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-CON-09-2217.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-CON-09-2217.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-CON-09-2217.pdf,"Collective Bargaining Agreement (City of Alliance, Stark County, Ohio) — Fraternal Order of Police/Ohio Labor Council, Inc.",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,police,,yes,likely_official,URL-b785c7fbda6e38a0af44,1,canonical_representative,288,lane_3,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
