post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
67,76,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,17,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_128356,128356,MI,Westland,CITY OF WESTLAND,municipal,place,82574,1,no,Wayne County (26163; primary),75.957,Tier 1,low,24.626,10.000,16.291,11.702,8.338,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.6; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WESTLAND"" MI official website","""CITY OF WESTLAND"" MI collective bargaining agreement","""CITY OF WESTLAND"" MI police union contract","""CITY OF WESTLAND"" MI fire union contract","""CITY OF WESTLAND"" MI salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WESTLAND (Census government ID 128356; locked municipality ID cog_2025_128356). County context: Wayne County (26163; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
68,77,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,18,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_176844,176844,WA,Shoreline,CITY OF SHORELINE,municipal,place,61353,1,no,King County (53033; primary),75.942,Tier 1,medium,24.210,10.000,16.923,12.131,7.678,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.9; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SHORELINE"" WA official website","""CITY OF SHORELINE"" WA collective bargaining agreement","""CITY OF SHORELINE"" WA police union contract","""CITY OF SHORELINE"" WA fire union contract","""CITY OF SHORELINE"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SHORELINE (Census government ID 176844; locked municipality ID cog_2025_176844). County context: King County (53033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
69,78,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,19,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_132431,132431,OH,Lancaster,CITY OF LANCASTER,municipal,place,41422,1,no,Fairfield County (39045; primary),75.935,Tier 1,low,23.614,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LANCASTER"" OH official website","""CITY OF LANCASTER"" OH collective bargaining agreement","""CITY OF LANCASTER"" OH police union contract","""CITY OF LANCASTER"" OH fire union contract","""CITY OF LANCASTER"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LANCASTER (Census government ID 132431; locked municipality ID cog_2025_132431). County context: Fairfield County (39045; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
70,79,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,20,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_202328,202328,OH,Grove City,CITY OF GROVE,municipal,place,42782,1,no,Franklin County (39049; primary),75.912,Tier 1,low,23.661,10.000,16.670,11.977,8.603,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF GROVE"" OH official website","""CITY OF GROVE"" OH collective bargaining agreement","""CITY OF GROVE"" OH police union contract","""CITY OF GROVE"" OH fire union contract","""CITY OF GROVE"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GROVE (Census government ID 202328; locked municipality ID cog_2025_202328). County context: Franklin County (39049; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
71,80,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,21,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_132440,132440,OH,Beavercreek,CITY OF BEAVERCREEK,municipal,place,47193,1,no,Greene County (39057; primary),75.896,Tier 1,low,23.815,10.000,16.670,11.977,8.433,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BEAVERCREEK"" OH official website","""CITY OF BEAVERCREEK"" OH collective bargaining agreement","""CITY OF BEAVERCREEK"" OH police union contract","""CITY OF BEAVERCREEK"" OH fire union contract","""CITY OF BEAVERCREEK"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BEAVERCREEK (Census government ID 132440; locked municipality ID cog_2025_132440). County context: Greene County (39057; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
72,81,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,22,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_133205,133205,OR,West Linn,CITY OF WEST LINN,municipal,place,26629,1,no,Clackamas County (41005; primary),75.894,Tier 1,low,22.868,10.000,16.964,12.684,8.377,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WEST LINN"" OR official website","""CITY OF WEST LINN"" OR collective bargaining agreement","""CITY OF WEST LINN"" OR police union contract","""CITY OF WEST LINN"" OR fire union contract","""CITY OF WEST LINN"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WEST LINN (Census government ID 133205; locked municipality ID cog_2025_133205). County context: Clackamas County (41005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
73,82,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,23,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_173644,173644,OR,Redmond,CITY OF REDMOND,municipal,place,37009,1,no,Deschutes County (41017; primary),75.890,Tier 1,low,23.426,10.000,16.964,12.684,7.815,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.1; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF REDMOND"" OR official website","""CITY OF REDMOND"" OR collective bargaining agreement","""CITY OF REDMOND"" OR police union contract","""CITY OF REDMOND"" OR fire union contract","""CITY OF REDMOND"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF REDMOND (Census government ID 173644; locked municipality ID cog_2025_173644). County context: Deschutes County (41017; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
74,83,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,24,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_212222,212222,FL,Delray Beach,CITY OF DELRAY BEACH,municipal,place,67536,1,no,Palm Beach County (12099; primary),75.886,Tier 1,medium,24.347,10.000,17.089,11.950,7.500,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.2; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF DELRAY BEACH"" FL official website","""CITY OF DELRAY BEACH"" FL collective bargaining agreement","""CITY OF DELRAY BEACH"" FL police union contract","""CITY OF DELRAY BEACH"" FL fire union contract","""CITY OF DELRAY BEACH"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF DELRAY BEACH (Census government ID 212222; locked municipality ID cog_2025_212222). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
75,84,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,25,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_172441,172441,OH,Findlay,CITY OF FINDLAY,municipal,place,40139,1,no,Hancock County (39063; primary),75.885,Tier 1,low,23.564,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF FINDLAY"" OH official website","""CITY OF FINDLAY"" OH collective bargaining agreement","""CITY OF FINDLAY"" OH police union contract","""CITY OF FINDLAY"" OH fire union contract","""CITY OF FINDLAY"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FINDLAY (Census government ID 172441; locked municipality ID cog_2025_172441). County context: Hancock County (39063; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
76,85,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,26,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_173649,173649,OR,Roseburg,CITY OF ROSEBURG,municipal,place,23861,1,no,Douglas County (41019; primary),75.876,Tier 1,low,22.663,10.000,16.964,12.684,8.565,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 93.9; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ROSEBURG"" OR official website","""CITY OF ROSEBURG"" OR collective bargaining agreement","""CITY OF ROSEBURG"" OR police union contract","""CITY OF ROSEBURG"" OR fire union contract","""CITY OF ROSEBURG"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ROSEBURG (Census government ID 173649; locked municipality ID cog_2025_173649). County context: Douglas County (41019; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
77,86,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,27,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_193885,193885,OH,Centerville,CITY OF CENTERVILLE,municipal,place,25754,2,yes,Montgomery County (39113; primary); Greene County (39057),75.862,Tier 1,low,22.807,10.000,16.670,11.977,9.408,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 94.4; municipal/place; state evidence low; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF CENTERVILLE"" OH official website","""CITY OF CENTERVILLE"" OH collective bargaining agreement","""CITY OF CENTERVILLE"" OH police union contract","""CITY OF CENTERVILLE"" OH fire union contract","""CITY OF CENTERVILLE"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CENTERVILLE (Census government ID 193885; locked municipality ID cog_2025_193885). County context: Montgomery County (39113; primary); Greene County (39057). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
78,87,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,28,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_166783,166783,MI,Holland,CITY OF HOLLAND,municipal,place,34540,2,yes,Ottawa County (26139; primary); Allegan County (26005),75.855,Tier 1,low,23.315,10.000,16.291,11.702,9.548,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.9; municipal/place; state evidence low; smoothed yield component 16.3/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF HOLLAND"" MI official website","""CITY OF HOLLAND"" MI collective bargaining agreement","""CITY OF HOLLAND"" MI police union contract","""CITY OF HOLLAND"" MI fire union contract","""CITY OF HOLLAND"" MI salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF HOLLAND (Census government ID 166783; locked municipality ID cog_2025_166783). County context: Ottawa County (26139; primary); Allegan County (26005). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
79,88,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,29,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_189819,189819,FL,Port Orange,CITY OF PORT ORANGE,municipal,place,65966,1,no,Volusia County (12127; primary),75.831,Tier 1,medium,24.315,10.000,17.089,11.950,7.478,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.1; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PORT ORANGE"" FL official website","""CITY OF PORT ORANGE"" FL collective bargaining agreement","""CITY OF PORT ORANGE"" FL police union contract","""CITY OF PORT ORANGE"" FL fire union contract","""CITY OF PORT ORANGE"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PORT ORANGE (Census government ID 189819; locked municipality ID cog_2025_189819). County context: Volusia County (12127; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
80,89,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,30,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_114615,114615,WA,Longview,CITY OF LONGVIEW,municipal,place,37925,1,no,Cowlitz County (53015; primary),75.815,Tier 1,medium,23.468,10.000,16.923,12.131,8.293,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.3; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LONGVIEW"" WA official website","""CITY OF LONGVIEW"" WA collective bargaining agreement","""CITY OF LONGVIEW"" WA police union contract","""CITY OF LONGVIEW"" WA fire union contract","""CITY OF LONGVIEW"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LONGVIEW (Census government ID 114615; locked municipality ID cog_2025_114615). County context: Cowlitz County (53015; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
81,90,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,31,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_106387,106387,MI,Novi,CITY OF NOVI,municipal,place,66314,1,no,Oakland County (26125; primary),75.814,Tier 1,low,24.323,10.000,16.291,11.702,8.499,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.1; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF NOVI"" MI official website","""CITY OF NOVI"" MI collective bargaining agreement","""CITY OF NOVI"" MI police union contract","""CITY OF NOVI"" MI fire union contract","""CITY OF NOVI"" MI salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NOVI (Census government ID 106387; locked municipality ID cog_2025_106387). County context: Oakland County (26125; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
82,91,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,32,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161446,161446,CT,Naugatuck,BOROUGH OF NAUGATUCK,municipal,place,31820,1,no,Naugatuck Valley Planning Region (09140; primary),75.811,Tier 1,low,23.179,10.000,16.671,12.477,8.484,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""BOROUGH OF NAUGATUCK"" CT official website","""BOROUGH OF NAUGATUCK"" CT collective bargaining agreement","""BOROUGH OF NAUGATUCK"" CT police union contract","""BOROUGH OF NAUGATUCK"" CT fire union contract","""BOROUGH OF NAUGATUCK"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly BOROUGH OF NAUGATUCK (Census government ID 161446; locked municipality ID cog_2025_161446). County context: Naugatuck Valley Planning Region (09140; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
