post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
83,93,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,33,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_194764,194764,FL,Bradenton,CITY OF BRADENTON,municipal,place,57076,1,no,Manatee County (12081; primary),75.790,Tier 1,medium,24.097,10.000,17.089,11.950,7.654,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BRADENTON"" FL official website","""CITY OF BRADENTON"" FL collective bargaining agreement","""CITY OF BRADENTON"" FL police union contract","""CITY OF BRADENTON"" FL fire union contract","""CITY OF BRADENTON"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BRADENTON (Census government ID 194764; locked municipality ID cog_2025_194764). County context: Manatee County (12081; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
84,94,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,34,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161680,161680,FL,Wellington,VILLAGE OF WELLINGTON,municipal,place,61634,1,no,Palm Beach County (12099; primary),75.756,Tier 1,medium,24.217,10.000,17.089,11.950,7.500,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.9; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""VILLAGE OF WELLINGTON"" FL official website","""VILLAGE OF WELLINGTON"" FL collective bargaining agreement","""VILLAGE OF WELLINGTON"" FL police union contract","""VILLAGE OF WELLINGTON"" FL fire union contract","""VILLAGE OF WELLINGTON"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF WELLINGTON (Census government ID 161680; locked municipality ID cog_2025_161680). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
85,95,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,35,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_193883,193883,OH,North Ridgeville,CITY OF NORTH RIDGEVILLE,municipal,place,37058,1,no,Lorain County (39093; primary),75.750,Tier 1,low,23.429,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF NORTH RIDGEVILLE"" OH official website","""CITY OF NORTH RIDGEVILLE"" OH collective bargaining agreement","""CITY OF NORTH RIDGEVILLE"" OH police union contract","""CITY OF NORTH RIDGEVILLE"" OH fire union contract","""CITY OF NORTH RIDGEVILLE"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NORTH RIDGEVILLE (Census government ID 193883; locked municipality ID cog_2025_193883). County context: Lorain County (39093; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
86,96,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,36,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_202760,202760,WA,Lynnwood,CITY OF LYNNWOOD,municipal,place,43867,1,no,Snohomish County (53061; primary),75.749,Tier 1,medium,23.702,10.000,16.923,12.131,7.993,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.8; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LYNNWOOD"" WA official website","""CITY OF LYNNWOOD"" WA collective bargaining agreement","""CITY OF LYNNWOOD"" WA police union contract","""CITY OF LYNNWOOD"" WA fire union contract","""CITY OF LYNNWOOD"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LYNNWOOD (Census government ID 202760; locked municipality ID cog_2025_202760). County context: Snohomish County (53061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
87,98,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,37,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_194755,194755,FL,Jupiter,TOWN OF JUPITER,municipal,place,61291,1,no,Palm Beach County (12099; primary),75.748,Tier 1,medium,24.209,10.000,17.089,11.950,7.500,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.9; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""TOWN OF JUPITER"" FL official website","""TOWN OF JUPITER"" FL collective bargaining agreement","""TOWN OF JUPITER"" FL police union contract","""TOWN OF JUPITER"" FL fire union contract","""TOWN OF JUPITER"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF JUPITER (Census government ID 194755; locked municipality ID cog_2025_194755). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
88,99,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,38,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_110810,110810,OH,Alliance,CITY OF ALLIANCE,municipal,place,21525,2,yes,Stark County (39151; primary); Mahoning County (39099),75.748,Tier 1,low,22.480,10.000,16.670,11.977,9.619,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 93.4; municipal/place; state evidence low; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ALLIANCE"" OH official website","""CITY OF ALLIANCE"" OH collective bargaining agreement","""CITY OF ALLIANCE"" OH police union contract","""CITY OF ALLIANCE"" OH fire union contract","""CITY OF ALLIANCE"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ALLIANCE (Census government ID 110810; locked municipality ID cog_2025_110810). County context: Stark County (39151; primary); Mahoning County (39099). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
89,100,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,39,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_124276,124276,FL,Palm Beach Gardens,CITY OF PALM BEACH GARDENS,municipal,place,61146,1,no,Palm Beach County (12099; primary),75.744,Tier 1,medium,24.205,10.000,17.089,11.950,7.500,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.9; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PALM BEACH GARDENS"" FL official website","""CITY OF PALM BEACH GARDENS"" FL collective bargaining agreement","""CITY OF PALM BEACH GARDENS"" FL police union contract","""CITY OF PALM BEACH GARDENS"" FL fire union contract","""CITY OF PALM BEACH GARDENS"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PALM BEACH GARDENS (Census government ID 124276; locked municipality ID cog_2025_124276). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
90,101,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,40,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_172636,172636,OH,Warren,CITY OF WARREN,municipal,place,38751,1,no,Trumbull County (39155; primary),75.742,Tier 1,low,23.505,10.000,16.670,11.977,8.590,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.4; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WARREN"" OH official website","""CITY OF WARREN"" OH collective bargaining agreement","""CITY OF WARREN"" OH police union contract","""CITY OF WARREN"" OH fire union contract","""CITY OF WARREN"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WARREN (Census government ID 172636; locked municipality ID cog_2025_172636). County context: Trumbull County (39155; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
91,102,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,41,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_176866,176866,WA,Puyallup,CITY OF PUYALLUP,municipal,place,42179,1,no,Pierce County (53053; primary),75.738,Tier 1,medium,23.641,10.000,16.923,12.131,8.043,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.7; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PUYALLUP"" WA official website","""CITY OF PUYALLUP"" WA collective bargaining agreement","""CITY OF PUYALLUP"" WA police union contract","""CITY OF PUYALLUP"" WA fire union contract","""CITY OF PUYALLUP"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PUYALLUP (Census government ID 176866; locked municipality ID cog_2025_176866). County context: Pierce County (53053; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
92,103,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,42,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_173661,173661,OR,Klamath Falls,CITY OF KLAMATH FALLS,municipal,place,21888,1,no,Klamath County (41035; primary),75.723,Tier 1,low,22.510,10.000,16.964,12.684,8.565,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 93.5; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF KLAMATH FALLS"" OR official website","""CITY OF KLAMATH FALLS"" OR collective bargaining agreement","""CITY OF KLAMATH FALLS"" OR police union contract","""CITY OF KLAMATH FALLS"" OR fire union contract","""CITY OF KLAMATH FALLS"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KLAMATH FALLS (Census government ID 173661; locked municipality ID cog_2025_173661). County context: Klamath County (41035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
93,104,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,43,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_183888,183888,CT,New London,CITY OF NEW LONDON,municipal,place,27560,1,no,Southeastern Connecticut Planning Region (09180; primary),75.718,Tier 1,low,22.929,10.000,16.671,12.477,8.642,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 94.8; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF NEW LONDON"" CT official website","""CITY OF NEW LONDON"" CT collective bargaining agreement","""CITY OF NEW LONDON"" CT police union contract","""CITY OF NEW LONDON"" CT fire union contract","""CITY OF NEW LONDON"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NEW LONDON (Census government ID 183888; locked municipality ID cog_2025_183888). County context: Southeastern Connecticut Planning Region (09180; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
94,105,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,44,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_128328,128328,MI,Pontiac,CITY OF PONTIAC,municipal,place,61689,1,no,Oakland County (26125; primary),75.709,Tier 1,low,24.218,10.000,16.291,11.702,8.499,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.9; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PONTIAC"" MI official website","""CITY OF PONTIAC"" MI collective bargaining agreement","""CITY OF PONTIAC"" MI police union contract","""CITY OF PONTIAC"" MI fire union contract","""CITY OF PONTIAC"" MI salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PONTIAC (Census government ID 128328; locked municipality ID cog_2025_128328). County context: Oakland County (26125; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
95,106,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,45,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_202756,202756,WA,Wenatchee,CITY OF WENATCHEE,municipal,place,35526,1,no,Chelan County (53007; primary),75.708,Tier 1,medium,23.360,10.000,16.923,12.131,8.293,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.0; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WENATCHEE"" WA official website","""CITY OF WENATCHEE"" WA collective bargaining agreement","""CITY OF WENATCHEE"" WA police union contract","""CITY OF WENATCHEE"" WA fire union contract","""CITY OF WENATCHEE"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WENATCHEE (Census government ID 202756; locked municipality ID cog_2025_202756). County context: Chelan County (53007; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
96,107,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,46,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_209741,209741,WA,Edmonds,CITY OF EDMONDS,municipal,place,42701,1,no,Snohomish County (53061; primary),75.706,Tier 1,medium,23.658,10.000,16.923,12.131,7.993,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.7; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF EDMONDS"" WA official website","""CITY OF EDMONDS"" WA collective bargaining agreement","""CITY OF EDMONDS"" WA police union contract","""CITY OF EDMONDS"" WA fire union contract","""CITY OF EDMONDS"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EDMONDS (Census government ID 209741; locked municipality ID cog_2025_209741). County context: Snohomish County (53061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
97,108,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_2,47,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161619,161619,FL,Pensacola,CITY OF PENSACOLA,municipal,place,53724,1,no,Escambia County (12033; primary),75.702,Tier 1,medium,24.009,10.000,17.089,11.950,7.654,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.5; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PENSACOLA"" FL official website","""CITY OF PENSACOLA"" FL collective bargaining agreement","""CITY OF PENSACOLA"" FL police union contract","""CITY OF PENSACOLA"" FL fire union contract","""CITY OF PENSACOLA"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PENSACOLA (Census government ID 161619; locked municipality ID cog_2025_161619). County context: Escambia County (12033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_2,CROSS_STATE_POST_PI_SCALEUP_WAVE1,51,100,rank_sliced_contiguous
