contract_id,state,city,occupation_class,source_role,mechanism,evidence_status,excerpt,excerpt_location,source_file,notes
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,classification_reclassification_wage_schedule,present,............................................................ 6 Section 4.2. Bargaining Unit. ............................................................................................... 7 Section 4.3. Job Classifications. .......................................................................................... 7 ARTICLE 5 - UNION SECURITY AND RIGHTS ........................................................................ 8 Section 5.1. Dues Deduction. .............................................................................................. 8 Section 5.2. Union Indemnification.................................................,page 2,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,training_certification_education,present,..............................69 Section 26.8. Service Credit. ................................................................................................69 Section 26.9. Police Communication Technician Training Pay..............................................70 Section 26.10. Pay Review Committee. ..................................................................................70 Section 26.11. 911 Emergency Dispatcher/Call Taker Court Pay. ..........................................70 ARTICLE 27 - INSURANCE .....................................................................................................70 Section 27.,page 5,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,premium_pay_differentials,present,.................................................77 Section 27.4. Eligibility for Insurance Plans. .........................................................................78 Section 27.5. Employee’s Monthly Premiums. ......................................................................78 Section 27.6. Pre-Tax Benefits. ............................................................................................79 Section 27.7. Appeal Process. ..............................................................................................79 iv Section 27.8.,page 5,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,subcontracting_outsourcing,present,tract to Other Sources of Authority. .......................................... 5 Section 3.2. Statement of Management Rights. ................................................................... 5 Section 3.3. Subcontracting. ................................................................................................ 6 ARTICLE 4 - RECOGNITION .................................................................................................... 6 Section 4.1. Recognition. ..................................................................................................... 6 Section 4.2. Bargaining Unit. ...........................,page 2,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,total_compensation_benefits,present,/Call Taker Court Pay. ..........................................70 ARTICLE 27 - INSURANCE .....................................................................................................70 Section 27.1. Health Insurance. ............................................................................................70 Section 27.2. Life Insurance. ................................................................................................77 Section 27.3. Vision. .............................................................................................................77 Section 27.4. Eligibility for Insurance Plans. ..........,page 5,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,safety_risk_public_safety,present,ENT COMMITTEES .................................................15 Section 7.1. Quality of Working Life Program......................................................................15 Section 7.2. Health and Safety Committee. ........................................................................15 Section 7.3. General Labor-Management Meetings. ...........................................................17 Section 7.4. Insurance Committee. .....................................................................................17 Section 7.5. Civil Service Committee. ............................................................,page 2,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_columbus_other_2024,OH,Columbus,other,non_safety_general,other,present,.................................................................. 1 ARTICLE 2 – DEFINITIONS ...................................................................................................... 1 ARTICLE 3 – MANAGEMENT RIGHTS .................................................................................... 5 Section 3.1. Relation of Contract to Other Sources of Authority. .......................................... 5 Section 3.2. Statement of Management Rights. ................................................................... 5 Section 3.3. Subcontracting. ..............................................................................,page 2,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,peer_comparator_wage_comparability,not_found,,,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,arbitration_impasse_backstop,present,nd services of the City of Cleveland will be conducted efficiently and effectively. WITNESS ETH The parties acknowledge that during the negotiations and/or interest arbitration which resulted in this Contract each had the unlimited right and opportunity to make demands and proposals with respect to any subject or matter not removed by law or regulation from the area of collective bargaining and that the understanding and agreements arrived at by ...,page 6,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring. Generic grievance arbitration marked unclear where not plainly wage/impasse-related.
oh_cleveland_police_2025,OH,Cleveland,police,police,staffing_recruitment_retention,present,"tion of 12-hour shifts and the application of Contract terms as set forth herein. Accordingly, the City and the CPP A agree to amend the Contract as follows: I. Deployment to Enhance Service and Staffing: On or about January 1, 2024, the City implemented 12-hour tours of duty for Police Officers assigned to Basic Patrol duties. 63 A. Principles Governing 12-Hour Tours of Dutv: 1. 12-hour tours of duty do ...",page 68,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,overtime_callback_minimum_staffing,present,"COMMITTEE ............................................................. 11 ARTICLE 9 PRIOR RULES AND ORDERS .............................................................................. 11 ARTICLE 10 HOURS, OVERTIME, COURT-TIME, COMPENSATORY TIME, LUNCH BREAK .................................................................................................................... 11 Work Schedule for Basic Patrol and Specialized Units ............................................................ 11 V-Days and Pay Periods for Officers Assigned to 8-Hour and 10-Hour Shifts ....................... 13 Shift Bids ............",page 2,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,classification_reclassification_wage_schedule,present,"for the purpose of bargaining with respect to wages, hours of work, and other conditions of employment. The City shall not negotiate with any other employee organization concerning bargaining rights for the classifications of Patrol Officer and/or Trainees. (The City will recognize a separate exclusive unit of Radio Dispatchers). ARTICLE2 CHECK-OFF (2) The City will deduct regular initiation fees, monthly dues and yearly increases from the pay of employees in ...",page 7,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,training_certification_education,present,".................................................. 53 Shift Differential ....................................................................................................................... 54 Field Training Officers ............................................................................................................. 54 SR Cars ..................................................................................................................................... 55 ARTICLE 26 PENSION ""PICK UP"" PAYMENTS .................................................................... 55 ARTICLE 27 LEGAL REPRESENTATION OF O",page 4,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,premium_pay_differentials,present,"cer shall receive fifteen (15) minutes of straight time compensation. (e) Overtime. The City shall be the sole judge of the necessity for overtime. The hourly rate for overtime and other premium compensation shall be computed by dividing the employee's annual salary by two thousand eighty hours (2,080) per year. For employees assigned to a seven (7) day work period, all hours in excess of forty (40) hours in a ...",page 20,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,subcontracting_outsourcing,present,"(h) Require employees to use or refrain from using specified uniforms or other tools of duty; 3 (i) Privatize or subcontract services consistent with the attached settlement agreement; U) Effectively and efficiently manage the work force; and, (k) Take actions to carry out and implement the mission of the City as a unit of government. The City reserves the right to implement new or revised existing policies which do not ...",page 9,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,total_compensation_benefits,present,"ING GROUP ................................................... 91 SIDE LETTER - ON-DUTY INJURIES ..................................................................................... 92 SIDE LETTER - EMPLOYEE HEALTH INSURANCE CONTRIBUTIONS .......................... 93 iv PURPOSE This Contract sets forth the basic terms of agreement between the City of Cleveland, hereinafter referred to as the ""City,"" and the Cleveland Police Patrolmen's Association, hereinafter referred to as ""CPPA,"" regarding employment of e",page 5,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,safety_risk_public_safety,present,e duties * Requests of patrol officers for football games * Police-Traffic Controllers * Police Review Board * Special Protocol Letter * Agreement on Safety Vest Program for Cleveland Police Officers * Settlement Agreement - Civilianization * IO-Hour Shifts SIDE LEITER- PHYSICAL FITNESS WORKING GROUP ................................................... 91 SIDE LETTER - ON-DUTY INJURIES ..................................................................................... 92 SIDE LETTER - EMPLOYEE HEALTH INSURANCE CONTRIBUTIONS ..................,page 5,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_police_2025,OH,Cleveland,police,police,other,present,"st provide the City with at least thirty (30) days advance notice of any change in any voluntary contribution amounts. ARTICLE3 MANAGEMENT RIGHTS (3) Except as expressly limited by the terms of this Contract, any and all rights concerned with the management of the Division of Police are the exclusive and sole responsibility of the employer. It is further recognized that the City has the right to: (a) Detennine matters ...",page 8,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,peer_comparator_wage_comparability,not_found,,,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,arbitration_impasse_backstop,present,sseces 45 Injury to Employee oo... ecsssessessessecsecssessscsscesessesssersecarsessavssssavsassansassssnecaesavenucatsarseancarsases 45 --- OCR PAGE 4 --- TABLE OF CONTENTS Fire Station Supplies ARTICLE 19 IMPASSE ARBITRATION... Longevity Pay ACHING Pay. cccscccssssssescssessssssesecssuecsssssssnssesssssssssuscssecssssssssuessseessnessuesstvesssnucsanecestesssasesssvesseasecs 51 Jury Duty Pay... Parking Tickets ARTICLE 23 BULLETIN BOARD ARTICLE 24 COURT TIME w.....csccssessssessssesssssccsssecsssesssecesssscssessanssssresssnerssssessssccaseresavesusseensee ARTICLE 25 PROCEDURE ON DISCIPLINARY CHARGES ARTICLE 26 STAFFING ARTICLE 27 LE,char 1792,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring. Generic grievance arbitration marked unclear where not plainly wage/impasse-related.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,staffing_recruitment_retention,present,ckets ARTICLE 23 BULLETIN BOARD ARTICLE 24 COURT TIME w.....csccssessssessssesssssccsssecsssesssecesssscssessanssssresssnerssssessssccaseresavesusseensee ARTICLE 25 PROCEDURE ON DISCIPLINARY CHARGES ARTICLE 26 STAFFING ARTICLE 27 LEGAL REPRESENTATION OF EMPLOYEES .... ARTICLE 28 SUBSTANCE ABUSE POLICY ARTICLE 29 PRIOR RULES AND ORDERS ARTICLE 30 BILL OF RIGHTS ...........0.. ARTICLE 31 PERSONNEL RECORDS ARTICLE 32 SECONDARY EMPLOYMENT .....ccscsssssesssssessssssscssscssssusecssssucsessscasssecsaranneseesnen 70 ARTICLE 33 COMPENSATORY TIME ....cccssssssssssssseesssecsssesssesesesessusessvecessscsanssnsecseeeuseeeseneees 70 ARTI,char 2209,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,overtime_callback_minimum_staffing,present,4 SENIORITY Specialized Incentive Pay Positions ARTICLE 6 VACANCIES - PROMOTIONS ....ssscsssccesssssessessssssssssssecsssssssessessussssisessseuessaseee 15 ARTICLE 7 HOURS OF DUTY Hours of Duty oo... Morning Overtime Holdover Time (not for alarm) Overtime Overtime Payments. Overtime Buy Out High Rank Overtime Relief at Fire ....cecsessssssecsesssesecsnsecssssseesssassnesssssusssssssesesssuessssecarsassersuesensasessesussessavesstiveesactese No Pay Loss on Day of Injury .. Hazardous Duty Injury ARTICLE 8 VACATIONS --- OCR PAGE 3 --- TABLE OF CONTENTS Sick Leave Conversion .. Light Duty ...,char 607,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,classification_reclassification_wage_schedule,present,"BENEFITS ATTACHMENT 2 OVERTIME POLICY --- OCR PAGE 5 --- TABLE OF CONTENTS --- OCR PAGE 6 --- ARTICLE | RECOGNITION The Union is recognized as the sole and exclusive representative for the following job classifications for bargaining with respect to rates of pay, wages, hours, benefits, other conditions of employment and grievances of employees in the bargaining unit subject to R.C. 4117.03 A (5). The Union’s exclusive bargaining unit ...",char 3171,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,training_certification_education,present,"red to be in conflict with a law, both parties shall meet within ten (10) days for the purpose of re-negotiation and agreement on provisions so invalidated. ARTICLE 22 COMPENSATION Upon the completion of the training course, said trainee shall attain the rank of Fourth Grade Fire Fighter for the balance of the fifty-two (52) week period. After completion of the fifty- two (52) weeks provided for in this paragraph, ...",char 23804,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,premium_pay_differentials,present,". spouse and children). The City reserves the right to add additional coverage tiers. Employee contributions shall be deducted from the member’s wages as follows: Non-Wellness Rate Wellness Rate Single 19% of premium 15% of premium Family 18% of premium 14% of premium To qualify for the wellness rates, members must satisfy wellness obligations. Premium for employee contributions is defined as the cost or premium-equivalent rate of hospitalization, prescription drug, ...",char 9929,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,subcontracting_outsourcing,present,"quacy of the work force; (g) Determine the overall mission of the City as a unit of government; (h) Require employees to use or refrain from using specified uniforms or other tools of duty; (i) Privatize or subcontract services, provided that prior to any privatization or subcontracting the City shall meet and confer with the Union. Where the City’s primary objective is to achieve financial economy, improved operating efficiency, and/or ...",char 5076,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,total_compensation_benefits,present,se No Pay Loss on Day of Injury .. Hazardous Duty Injury ARTICLE 8 VACATIONS --- OCR PAGE 3 --- TABLE OF CONTENTS Sick Leave Conversion .. Light Duty Sick Time Bank. Actual Lay-Off. ARTICLE 14 TERMINATION BENEFITS Retirement Resignation Demise .. Hospitalization/Surgical Health Care Benefits Life Insurance Vision Insurance ARTICLE 16 MILEAGE ARTICLE 17 PROTECTION OF PROPERTY AND SECURITY ARTICLE 18 SAFETY AND CLOTHING Safety and Clothing Clothing Maintenance ...,char 1051,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,safety_risk_public_safety,present,INATION BENEFITS Retirement Resignation Demise .. Hospitalization/Surgical Health Care Benefits Life Insurance Vision Insurance ARTICLE 16 MILEAGE ARTICLE 17 PROTECTION OF PROPERTY AND SECURITY ARTICLE 18 SAFETY AND CLOTHING Safety and Clothing Clothing Maintenance Payment ........ccssssssesssesseesssevssessecssessecseresarssseesecsuessneesucsseceevessuesstecssees 44 Turnout Clothing... eee Uniform Clothing Regulations Safety and Security Committee 2... eecssssseccssesssssesseesssecssessssecssecssecsssecssucasevessasssssensnsseces 45 Injury to Employee oo... ecsssessessessecsecssessscsscesessesssersecarsessavssssavsassa,char 1253,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_fire_2025,OH,Cleveland,fire,fire,other,present,"il 1, 2025 through March 31, 2028 --- OCR PAGE 2 --- TABLE OF CONTENTS ARTICLE 1 RECOGNITION o.....coessssssssssssenesessssssssssssssssnsssvssessssusesssssuusecerassuueseersnssuecaesesssnsaeeees 1 ARTICLE 2 MANAGEMENT RIGHTS... ARTICLE 3 CHECK-OFF ARTICLE 4 SENIORITY Specialized Incentive Pay Positions ARTICLE 6 VACANCIES - PROMOTIONS ....ssscsssccesssssessessssssssssssecsssssssessessussssisessseuessaseee 15 ARTICLE 7 HOURS OF DUTY Hours of Duty oo... Morning Overtime Holdover Time (not for alarm) Overtime Overtime Payments. Overtime Buy Out High Rank Overtime Relief at Fire ....cecsessssssecsesssesecsnsecssssseesssassnesssssussssssse",char 348,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,peer_comparator_wage_comparability,not_found,,,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,arbitration_impasse_backstop,present,"lly agree upon an arbitrator. If no agreement can be reached, the Union shall within ten ( I 0) calendar days after the meeting, notify the American Arbitra tion Association (AAA) or the Federal M ediation and Conciliation Servi ces cr: M CS) and the City at the same time of its intent lo at·bilrate the gri evance. The fees and expenses of the arbitrator shall be borne equally by ...",page 45,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring. Generic grievance arbitration marked unclear where not plainly wage/impasse-related.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,staffing_recruitment_retention,present,"contract; to determine the size and duties of the work force; the number or shifts required and work schedules; to est ablish, modify, consolidate, or abo lish jobs (or j ob classificatio11s); and to determine staffing patterns, including, but not limited to, assignment of employees, m1111bers employed, areas worked, subject only to the restrictions and regu l,1tio11s govern ing the exercise or these l'ights as are expressly provided herei n ...",page 15,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,overtime_callback_minimum_staffing,present,"ft employee w ho is ca lled for jury duty shall be prov ided a Monday t hrough Friday day shi ft schedule. Further, ti me spent on jury duty leave shall be counted as hours worked for the plirpose or computing overtime. 66. An employee who is required to appear in courl for reasons outside the scope of his employment, othe1· than fo r j ury duty, shall be ...",page 25,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,classification_reclassification_wage_schedule,present,"forth for purposes of establishing rates o f pay, wages, homs, and other conditions o f' employment. 3. T he Union's exc lusive ba1·gaining unit shall inclt1de al l of the employees in the fo llowing job classifications and the City will not recognize any other union, organization or person as the represenMive for any employees w ithin such job classifications: Accountant Accountant I Accountant 2 Accountant 3 Accounlant Clerk ...",page 7,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,training_certification_education,present,". ....................................................................106 Serious Misconduct .............................................................................................................. 106 Training-Rad io Technicians ............................................................................................... 110 Wage, Salary Schedule and Bargaining Unit Work Committee ..................................... 109 MEMORANDUM OF UNDERSTANDING",page 6,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,premium_pay_differentials,present,"12:30 a. 111 . and before 7:30 a. 111 . 1 I 09. Employees regulaf""l y assi gned to work the second (21"" ) shill shal I be paid a shift premium o f. th ir ty- five cenls ($.35) per hour fo r all hours worked. 110. Employees regularly assigned to work the thi rd (3 rd) shi ft shall be paid a shift pt'emiurn of thirty- five cents ...",page 34,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,subcontracting_outsourcing,present,"ncluding the assignment and al location of work withi11 departments or to other departmenls; to introduce new and/or improved equipment, methods, and/or faci lities; to determine work methods; to priva tize or subcontract; to determine the size and duties of the work force; the number or shifts required and work schedules; to est ablish, modify, consolidate, or abo lish jobs (or j ob classificatio11s); and to determine staffing patterns, including, ...",page 15,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,total_compensation_benefits,present,................................................30 Over tin1e-P rcrniu1n Pay .........................................................................................................30 Pa rt-Time E mployees - Benefits.......................................................................................... .17 Pay Day ..... ................................ ..............................................................................................34 Personal Leave .......................... ...................... ..................................... ..................................19 Personnel l~ecorcls .....................,page 4,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,safety_risk_public_safety,present,.......................... Chapter Chairperson T ina K ing............................................................................................................................Chapler Secretary PUBLIC SAFETY Roxanne Cook................................................................................................................. Chapter Chairpei•son Thea Walker ....................................................................................................................... Chapter Secretary PUBLIC UT ILITIES Michelle FoLlst .....................................................................,page 2,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
oh_cleveland_other_2022,OH,Cleveland,other,non_safety_general,other,present,"e Mayor [b) Divi sion or Personnel [c] Ci vil Serv ice Commission [ d] Departme111 of Law [e] Office of Budget and Management MANAGEMENT RIGHTS 5. T he Union recognizes the Ci ty as the body of authority solely vested with the right to run the City. It shall have the so le right to take any nction it considers necessary and proper to effectuate any mahagemenl policy, express ...",page 15,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,Source-text extraction only; no GABRIEL/model scoring.
