post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,population_percentile,population_log_scale,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_adjustment,total_priority_score,national_priority_rank,priority_tier,priority_confidence,priority_reason_summary,state_successful_scout_count,state_candidate_positive_rate,state_candidate_rows_per_covered,state_parseable_empty_rate,state_failure_rate,state_score_confidence,scout_coverage_status,candidate_positive_flag,candidate_row_count,later_verification_row_count,failure_only_flag,retry_flag,retry_priority,prior_failure_run_ids,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,score_version,score_stage_disclaimer,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
785,1978,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,185,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_161473,161473,CT,West Hartford,TOWN OF WEST HARTFORD,township,county_subdivision,63969,2023,1,no,Capitol Planning Region (09110; primary),0.980274,0.694819,24.270,4.000,17.567,13.294,7.767,5.000,0.000,0.000,71.898,1978,Tier 2,medium,population percentile 98.0; township/county_subdivision; state evidence medium; smoothed yield component 17.6/20; 2 county relationship(s); unscouted,21,0.952381,2.666667,0.047619,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""TOWN OF WEST HARTFORD"" CT official website","""TOWN OF WEST HARTFORD"" CT collective bargaining agreement","""TOWN OF WEST HARTFORD"" CT police union contract","""TOWN OF WEST HARTFORD"" CT fire union contract","""TOWN OF WEST HARTFORD"" CT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF WEST HARTFORD (Census government ID 161473; locked municipality ID cog_2025_161473). County context: Capitol Planning Region (09110; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
786,1979,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,186,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_207611,207611,CA,Marysville,CITY OF MARYSVILLE,municipal,place,12674,2023,1,no,Yuba County (06115; primary),0.895864,0.593179,21.428,10.000,18.043,13.079,4.346,5.000,0.000,0.000,71.896,1979,Tier 2,high,population percentile 89.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF MARYSVILLE"" CA official website","""CITY OF MARYSVILLE"" CA collective bargaining agreement","""CITY OF MARYSVILLE"" CA police union contract","""CITY OF MARYSVILLE"" CA fire union contract","""CITY OF MARYSVILLE"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MARYSVILLE (Census government ID 207611; locked municipality ID cog_2025_207611). County context: Yuba County (06115; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
787,1980,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,187,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_184183,184183,MS,Grenada,CITY OF GRENADA,municipal,place,12267,2023,1,no,Grenada County (28043; primary),0.893124,0.591130,21.358,10.000,16.122,10.554,8.860,5.000,0.000,0.000,71.894,1980,Tier 2,low,population percentile 89.3; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,3,0.666667,1.333333,0.333333,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF GRENADA"" MS official website","""CITY OF GRENADA"" MS collective bargaining agreement","""CITY OF GRENADA"" MS police union contract","""CITY OF GRENADA"" MS fire union contract","""CITY OF GRENADA"" MS salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GRENADA (Census government ID 184183; locked municipality ID cog_2025_184183). County context: Grenada County (28043; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
788,1982,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,188,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_201625,201625,IL,Deerfield,VILLAGE OF DEERFIELD,municipal,place,18884,2023,2,yes,Lake County (17097; primary); Cook County (17031),0.925256,0.618215,22.231,10.000,17.147,12.269,5.242,5.000,0.000,0.000,71.888,1982,Tier 2,high,population percentile 92.5; municipal/place; state evidence high; smoothed yield component 17.1/20; 3 county relationship(s); unscouted,122,0.860656,2.418033,0.139344,0.024000,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF DEERFIELD"" IL official website","""VILLAGE OF DEERFIELD"" IL collective bargaining agreement","""VILLAGE OF DEERFIELD"" IL police union contract","""VILLAGE OF DEERFIELD"" IL fire union contract","""VILLAGE OF DEERFIELD"" IL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF DEERFIELD (Census government ID 201625; locked municipality ID cog_2025_201625). County context: Lake County (17097; primary); Cook County (17031). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
789,1983,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,189,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_213843,213843,WI,Kronenwetter,VILLAGE OF KRONENWETTER,municipal,place,8539,2023,1,no,Marathon County (55073; primary),0.858773,0.568386,20.536,10.000,17.902,11.561,6.889,5.000,0.000,0.000,71.888,1983,Tier 2,medium,population percentile 85.9; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,49,0.979592,2.326531,0.020408,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF KRONENWETTER"" WI official website","""VILLAGE OF KRONENWETTER"" WI collective bargaining agreement","""VILLAGE OF KRONENWETTER"" WI police union contract","""VILLAGE OF KRONENWETTER"" WI fire union contract","""VILLAGE OF KRONENWETTER"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF KRONENWETTER (Census government ID 213843; locked municipality ID cog_2025_213843). County context: Marathon County (55073; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
790,1984,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,190,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_215070,215070,AZ,Maricopa,CITY OF MARICOPA,municipal,place,71022,2023,1,no,Pinal County (04021; primary),0.982747,0.701386,24.418,10.000,15.221,9.638,7.609,5.000,0.000,0.000,71.886,1984,Tier 2,medium,population percentile 98.3; municipal/place; state evidence medium; smoothed yield component 15.2/20; 2 county relationship(s); unscouted,15,0.666667,1.400000,0.333333,0.062500,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF MARICOPA"" AZ official website","""CITY OF MARICOPA"" AZ collective bargaining agreement","""CITY OF MARICOPA"" AZ police union contract","""CITY OF MARICOPA"" AZ fire union contract","""CITY OF MARICOPA"" AZ salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MARICOPA (Census government ID 215070; locked municipality ID cog_2025_215070). County context: Pinal County (04021; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
791,1985,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,191,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_123161,123161,CA,Dixon,CITY OF DIXON,municipal,place,19309,2023,1,no,Solano County (06095; primary),0.926689,0.619612,22.273,10.000,18.043,13.079,3.489,5.000,0.000,0.000,71.884,1985,Tier 2,high,population percentile 92.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF DIXON"" CA official website","""CITY OF DIXON"" CA collective bargaining agreement","""CITY OF DIXON"" CA police union contract","""CITY OF DIXON"" CA fire union contract","""CITY OF DIXON"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF DIXON (Census government ID 123161; locked municipality ID cog_2025_123161). County context: Solano County (06095; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
792,1986,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,192,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_177118,177118,WI,Cottage Grove,VILLAGE OF COTTAGE GROVE,municipal,place,8880,2023,1,no,Dane County (55025; primary),0.863184,0.570845,20.633,10.000,17.902,11.561,6.787,5.000,0.000,0.000,71.883,1986,Tier 2,medium,population percentile 86.3; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,49,0.979592,2.326531,0.020408,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF COTTAGE GROVE"" WI official website","""VILLAGE OF COTTAGE GROVE"" WI collective bargaining agreement","""VILLAGE OF COTTAGE GROVE"" WI police union contract","""VILLAGE OF COTTAGE GROVE"" WI fire union contract","""VILLAGE OF COTTAGE GROVE"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF COTTAGE GROVE (Census government ID 177118; locked municipality ID cog_2025_177118). County context: Dane County (55025; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
793,1988,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,193,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_208001,208001,IA,Spencer,CITY OF SPENCER,municipal,place,11451,2023,1,no,Clay County (19041; primary),0.887785,0.586808,21.216,10.000,16.157,11.645,7.862,5.000,0.000,0.000,71.880,1988,Tier 2,medium,population percentile 88.8; municipal/place; state evidence medium; smoothed yield component 16.2/20; 2 county relationship(s); unscouted,27,0.777778,2.185185,0.222222,0.035714,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF SPENCER"" IA official website","""CITY OF SPENCER"" IA collective bargaining agreement","""CITY OF SPENCER"" IA police union contract","""CITY OF SPENCER"" IA fire union contract","""CITY OF SPENCER"" IA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SPENCER (Census government ID 208001; locked municipality ID cog_2025_208001). County context: Clay County (19041; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
794,1989,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,194,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_202823,202823,WI,Delavan,CITY OF DELAVAN,municipal,place,8523,2023,1,no,Walworth County (55127; primary),0.858464,0.568269,20.530,10.000,17.902,11.561,6.887,5.000,0.000,0.000,71.880,1989,Tier 2,medium,population percentile 85.8; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,49,0.979592,2.326531,0.020408,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF DELAVAN"" WI official website","""CITY OF DELAVAN"" WI collective bargaining agreement","""CITY OF DELAVAN"" WI police union contract","""CITY OF DELAVAN"" WI fire union contract","""CITY OF DELAVAN"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF DELAVAN (Census government ID 202823; locked municipality ID cog_2025_202823). County context: Walworth County (55127; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
795,1990,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,195,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_201766,201766,IA,Oskaloosa,CITY OF OSKALOOSA,municipal,place,11448,2023,1,no,Mahaska County (19123; primary),0.887743,0.586792,21.215,10.000,16.157,11.645,7.862,5.000,0.000,0.000,71.879,1990,Tier 2,medium,population percentile 88.8; municipal/place; state evidence medium; smoothed yield component 16.2/20; 2 county relationship(s); unscouted,27,0.777778,2.185185,0.222222,0.035714,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF OSKALOOSA"" IA official website","""CITY OF OSKALOOSA"" IA collective bargaining agreement","""CITY OF OSKALOOSA"" IA police union contract","""CITY OF OSKALOOSA"" IA fire union contract","""CITY OF OSKALOOSA"" IA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF OSKALOOSA (Census government ID 201766; locked municipality ID cog_2025_201766). County context: Mahaska County (19123; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
796,1991,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,196,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_176790,176790,VA,Salem,CITY OF SALEM,municipal,place,25600,2023,1,no,Salem city (51775; primary),0.943717,0.637319,22.796,10.000,15.297,10.272,8.512,5.000,0.000,0.000,71.878,1991,Tier 2,low,population percentile 94.4; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,10,0.600000,1.300000,0.400000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF SALEM"" VA official website","""CITY OF SALEM"" VA collective bargaining agreement","""CITY OF SALEM"" VA police union contract","""CITY OF SALEM"" VA fire union contract","""CITY OF SALEM"" VA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SALEM (Census government ID 176790; locked municipality ID cog_2025_176790). County context: Salem city (51775; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
797,1992,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,197,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_177200,177200,WI,Rhinelander,CITY OF RHINELANDER,municipal,place,8185,2023,1,no,Oneida County (55085; primary),0.853771,0.565728,20.428,10.000,17.902,11.561,6.987,5.000,0.000,0.000,71.878,1992,Tier 2,medium,population percentile 85.4; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,49,0.979592,2.326531,0.020408,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF RHINELANDER"" WI official website","""CITY OF RHINELANDER"" WI collective bargaining agreement","""CITY OF RHINELANDER"" WI police union contract","""CITY OF RHINELANDER"" WI fire union contract","""CITY OF RHINELANDER"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RHINELANDER (Census government ID 177200; locked municipality ID cog_2025_177200). County context: Oneida County (55085; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
