canonical_candidate_id,canonical_locator_id,duplicate_group_role,duplicate_group_basis
EXTCAND-92ea9bef73db0ee2faf5b0b2,EXTLOC-0dbc5f340bf7c3493ed783c0,,
EXTCAND-3874d07585defd6c4c8fa282,EXTLOC-182f954903fb3b18f065858a,,
RESCAND-47d4c62b848bad99744a39d4,EXTLOC-3268e3614bb683167b1c395d,,
EXTCAND-a37b506ab1d0efe543b6aff4,EXTLOC-46ea01286a36a074eb331cf8,,
RESCAND-dc77dadcb7869bb7e94d3559,EXTLOC-3644277220afc296d00ab9e6,,
RESCAND-acf4dede3fdede86273aedce,EXTLOC-20cf2d94705dc8098b217259,,
RESCAND-ba569d68ebb749e490e2fc3f,EXTLOC-bd40c9b25e8435ec3c2aabfc,,
EXTCAND-2e52e9d4ddfb1a7ec0b34e1b,EXTLOC-6e89726e2179f928daad7f69,,
EXTCAND-69cf48c6e750b8129a54e6e5,EXTLOC-d658b6da9d350fb0e04402dd,,
EXTCAND-d854a05bc42a1d619d2f8113,EXTLOC-c6993b50b3474597a81dc7a8,,
EXTCAND-66897e89201091441ea162c6,EXTLOC-c3d36983b32b87ce4c598e84,,
RESCAND-9d510b5d0a65e36becf0f574,EXTLOC-c3d85ca00ae3b2fd7864c8f4,,
RESCAND-289f6ea7c700bd0f90e4beb8,EXTLOC-14106ebe68a8755d7671ca58,,
RESCAND-25a867cadaad3f8f65462435,EXTLOC-4a4f8b0af3c088fdfd512785,,
RESCAND-14df80c7aca9a0ab84f506fd,EXTLOC-b58e408b1200415ed0d0c232,,
RESCAND-c85f94b58060c4f253579bc6,EXTLOC-8bd864edd0bbe6dc3ddec3f5,,
EXTCAND-476f8d7a730e8a07bd76ef98,EXTLOC-8fa1b3f953e8cb2ccae0e512,,
RESCAND-0a6a6c92a78547274e688c6d,EXTLOC-b5ca2ec2e86e75b06b25fe34,,
EXTCAND-9263ca2bb3c8eaa8a1373045,EXTLOC-879b313a352075077239721f,,
EXTCAND-4e11309e9a5580fac5391584,EXTLOC-f344e3db3249bce870603466,,
RESCAND-c3f8759d1c152eb85ef30b27,EXTLOC-d7db275e0bfaa869c66d524b,,
RESCAND-7bc622c8c200e77af9a585f3,EXTLOC-13412e433eaeece69ecf5eaa,,
RESCAND-427138e39758ba3d125e7134,EXTLOC-efe1b01f3f6f4e592fcbf758,,
RESCAND-2dfbec89879aebe29f3da15a,EXTLOC-1296746362b2f88ea99ffb83,,
EXTCAND-6b3f3e298d6ec8e863cc6ce8,EXTLOC-9ac03a331cfc2f1633df5002,,
EXTCAND-0cbdced514217b23526b258d,EXTLOC-a11e51bc2755d9145c34d2ae,,
EXTCAND-f820fe106fcafa98ce1c7405,EXTLOC-cb9e9bfae4048dca15d30edd,,
EXTCAND-24644dbaaf99166d08918216,EXTLOC-3dd7b740f35be9ad4ffabd44,,
EXTCAND-d613a3343d322d2f7e168e98,EXTLOC-352914c3bac95152c5427b28,,
EXTCAND-930af8e7c9e0636ca394b748,EXTLOC-8f7e7bbcb7aa2aa648680c26,,
RESCAND-ef5c209688495b42912e6acd,EXTLOC-19b064490eb4516239a28cb5,,
EXTCAND-270cbfb6583eb491d91f2afd,EXTLOC-8164bb29eed742c372d2c274,,
EXTCAND-c44eda47c774f40519649d74,EXTLOC-3e8a7fff73014443131d95de,,
EXTCAND-025dde040644f2728be2f819,EXTLOC-17315959abfeb085dc2e3a4a,,
EXTCAND-39932e11738e769e4042d266,EXTLOC-1142d91bb42911ea3f0e3948,,
EXTCAND-ab3318a9712edf73a5836814,EXTLOC-72ba7ea758bbb18ab5baaff9,,
EXTCAND-2e7a30fc0ebd43853c98188f,EXTLOC-ea92834fa22eb983419f3982,,
EXTCAND-3d6c7fef616512a0cf07b733,EXTLOC-afce7e8fcd183b8896fa144d,,
EXTCAND-bf4e78fbd0503dc5f1b373c4,EXTLOC-150e994270ddffc00b36f7a3,,
EXTCAND-f29ce53dc5f11abcab806378,EXTLOC-8895fb418645b0526cba9f76,,
EXTCAND-c2ff4caee1db704a637312eb,EXTLOC-66373e3eaf1d1bb7cd8fb04d,,
EXTCAND-f770af3854d11f8f3a2b6318,EXTLOC-1b6c14045f8059b557b124cc,,
EXTCAND-5293f00f57c9c7b3556fc289,EXTLOC-c25fc13da5a29b90aa37fae3,,
EXTCAND-a4c7bee58ec99c16eda91a41,EXTLOC-18012fe71bc9e1a6dc7985ef,,
RESCAND-23ddf5ee5a9e3eb479eb70f1,EXTLOC-7e96193a784e936563f612f0,,
RESCAND-afd588cd7ea8c0930f0b5697,EXTLOC-4e65bb9ea11b6712b1772fed,,
RESCAND-54828d1e113f452da9b95632,EXTLOC-823e98e0c1f042dc3c0ca330,,
RESCAND-54bd289f163ae078b15da961,EXTLOC-93f044ac1d05a874df33b128,,
EXTCAND-603ba9393e0a00bd3cef5b28,EXTLOC-8dc673fe4c48acb9d886701e,,
RESCAND-f5fb5862ace79152277d94b0,EXTLOC-6ff40d094fb7118bee6a32d1,,
EXTCAND-2ddf7c409384271d9f216f2e,EXTLOC-46879ca35bd5fcaee5243529,,
EXTCAND-77ae5b04991bdaad4060adaa,EXTLOC-703974fb76f3296345d2b0cb,,
EXTCAND-be6f5a781bee99461f569dc2,EXTLOC-c1c47bd3d33a4d050e10534b,,
RESCAND-15f9739b73c215e8dfd0bbad,EXTLOC-faf936b48f296ed3a9ab31eb,,
EXTCAND-f33074898c7de2718cf000ab,EXTLOC-7234bbd89e89d5b4cbbe8bbb,,
EXTCAND-7a25706ece060b35d00e980e,EXTLOC-fc3ecf239812b33a4d587c84,,
EXTCAND-1b9d81d90244e5d1b8b12f76,EXTLOC-45c601214ade720df8f4579b,,
EXTCAND-5c2e2a2055b03e55ac36e346,EXTLOC-c26f94665db30beca2210436,,
EXTCAND-79322163a4301faa31333352,EXTLOC-ca1bccbbaec4b539d48b3f84,,
EXTCAND-bc46e97cc23f99088fd6dd82,EXTLOC-34010629fe2fcccf80ab148c,,
EXTCAND-846e87d679b6960824bfd657,EXTLOC-5e85c30221f73ebc411608ee,,
EXTCAND-b26bdbbe37ad2a2c4b7a0007,EXTLOC-8bcdc2c79edfeb5d88293a3c,,
EXTCAND-e73c1ce548e35a847baecf91,EXTLOC-f2cea257a1f35e2608e3e695,,
EXTCAND-58e28448d645c63b319df71b,EXTLOC-1c4a59b539b12297ad7ebfc4,,
RESCAND-4b14419fc676b4afcacab91e,EXTLOC-a9d1e5c26fce8eeb50fd2399,,
RESCAND-1898265d5b0f005518511647,EXTLOC-fe51e1c9313a034ddc338718,,
RESCAND-a6eb4a2cfe6149a9aca62633,EXTLOC-744d668c28cec9b739c7a1ce,,
RESCAND-a44e6f54217236fdf9750eed,EXTLOC-da2d585d0775b03f46d32a73,,
RESCAND-f0578a5357b58d45ca198712,EXTLOC-6b8fdcfcd566ed86473d5473,,
RESCAND-c11ed72541eb069495e083df,EXTLOC-30c0e22e09653d67eb7a4932,,
RESCAND-83d10c57e78733fa422bb49c,EXTLOC-24d4c5431c4af46f0524ea44,,
RESCAND-2d5f99beb11e56946b056cc1,EXTLOC-3bf388c46a586566e0ae2e9c,,
EXTCAND-c91829fba9c8825ea7f7350f,EXTLOC-8a2b493f6cccb78f37fd689b,,
RESCAND-66ecca54587094b14f8f766d,EXTLOC-6d7b0c7099dbc4edaacf59b8,,
EXTCAND-4ba2df72d5e02cb37db00058,EXTLOC-cf0592b1a4bfb12ab1101e82,,
RESCAND-a440c76bd02a3e7598e0f716,EXTLOC-630b28a8ac4d006925a36fcf,,
EXTCAND-c73e4b6757eedbe21c040b76,EXTLOC-00bd5e675ac26b6a9c4726e0,,
RESCAND-3022cc76da1d820396fa3a5f,EXTLOC-e14501d172e7a154ec5e1ec5,,
RESCAND-3b38a8064b1a28ebabea7093,EXTLOC-53b8b8b1ad9f884803815667,,
RESCAND-e81d42e7a49ee9ad1fcebdd9,EXTLOC-0786cddb0e9f5e51d4624fbd,,
RESCAND-6bd57f9e4d7466f9785875fb,EXTLOC-d484e8c51c3b418df4094f33,,
RESCAND-bcfea861a141c9c428541e38,EXTLOC-69063fc40aaa9ea94a6713ea,,
RESCAND-eea8996850890ac078468d53,EXTLOC-9758b655d1a48587ed66c058,,
RESCAND-3073507a8b6b76612957385f,EXTLOC-b88c5c6192708689f892d874,,
RESCAND-20a2ead4de6f1bdda03a3d79,EXTLOC-e20ceb9306737abeb5a4a5db,,
EXTCAND-396cdfd721dea325b698bae7,EXTLOC-1e3c9e91867cb07b8b982b5b,,
EXTCAND-6508437f1fd040e35510e079,EXTLOC-915ce7734a0daf66f7cf1f0a,,
RESCAND-da88c15bc838526eb3bb4d1d,EXTLOC-a024f776e26713f67fd285d0,,
RESCAND-a8a93a2abd4ffc1352db104c,EXTLOC-e22be64555014253dafaadbc,,
RESCAND-0ec8a248c831feb5382792d7,EXTLOC-0a07174f1bbf9f23ea3253e7,,
RESCAND-9d86eb3ffc667b7a2639efa3,EXTLOC-569a373705dc32b274545928,,
RESCAND-9eccb0c9c32965343a451c6c,EXTLOC-afa74030d0f676f071452353,,
EXTCAND-6a11cde8caf17b2c2095088e,EXTLOC-5be8b232b184d6875f23ed17,,
EXTCAND-a3c5da50aad6d8492cce86e4,EXTLOC-159563ce9ea4812cff738b09,,
EXTCAND-4138ccd5506d8b277000d1f0,EXTLOC-ac1d8ea7b9e8ccb76d9182f6,,
RESCAND-1d90efaec5b81052633bf5f1,EXTLOC-7a0c4908c0e89c7f4bf1f716,,
RESCAND-60bc29573e4005e94476222a,EXTLOC-8b5109687cf83c58c375323c,,
RESCAND-1db5b8d61d2a72599ad26ef5,EXTLOC-c1641d9b027c179e312c75a4,,
EXTCAND-7d3439fff6749824359ea9b6,EXTLOC-2521a81ab319c83115396dfd,,
RESCAND-7bb58fae39ec37ec436c3c1f,EXTLOC-7fe7a1b0279222273638a5ff,,
EXTCAND-3156c9dfff1e5c477b4b3dd7,EXTLOC-635d07163155d2f2d3a9a6a2,,
RESCAND-10ef095c1312c8697175516b,EXTLOC-8397194e3e1e1f483d0a98a4,,
EXTCAND-609284f2cc10f4fec43f035c,EXTLOC-7119a61f6a82cc4c02bbab57,,
EXTCAND-4884188254539f3e84dcbbfa,EXTLOC-05f9d75f2ba3f249545a1f0f,,
EXTCAND-ca643ab97d9611056a3541d3,EXTLOC-33b8a06dfe578413318188b1,,
EXTCAND-8ed9b3d246cb938f5239f63b,EXTLOC-de633ea4f4c257c9a3a5b0f0,,
EXTCAND-9008bebe1270386ec1e526af,EXTLOC-085284e5bf55e555b6e964f6,,
EXTCAND-a6341a999b5a69ffb2fc5c8b,EXTLOC-1dab055a1c636573583ca290,,
EXTCAND-a9b0e460f9dbdd29b6c45e03,EXTLOC-df92bfa12e506d5f497e09d0,,
EXTCAND-670c0fc478fae6e89158ba93,EXTLOC-ac5b21454c99e70bd9b17abd,,
EXTCAND-291f2836736e64ee209d25a0,EXTLOC-60924cb59a3924d9fbc52e93,,
EXTCAND-5165e2a12443efae97a7a821,EXTLOC-f67cbf4e8000e83893a7ac18,,
EXTCAND-bc431688c6ed963e34256f68,EXTLOC-22d5712402f249fb4b82b7b1,,
EXTCAND-69a4848977769acef659c444,EXTLOC-bcc136e79ec1de11878482e9,,
RESCAND-f6eb489e4bdb73078ccd0b3b,EXTLOC-a83e03f9d99395470978dafb,,
RESCAND-0a77c4775be0333e29390f33,EXTLOC-7e12df0135d5e74603ce4672,,
RESCAND-40ba048f6f3121b86b354ae3,EXTLOC-8436674165c1df57e74446cd,,
RESCAND-2d45aeb6518afd9ce98bf974,EXTLOC-953cc75a620efb28dcc3a255,,
RESCAND-2d529fde11515225b211201c,EXTLOC-76d5949b8a81d180850028e1,,
RESCAND-95c1069e1f13c584d7ec83e0,EXTLOC-43828d095ba525c89b2db705,,
RESCAND-fb02db543a1ef549d0c6ee20,EXTLOC-d31508732a96f785b7c3920c,,
EXTCAND-5b819e994713cd322570d88a,EXTLOC-61670cd301e9b226a3abf9ad,,
RESCAND-f51a3be090576f4f9c24e5d5,EXTLOC-f1d20967b65780fdaa236640,,
RESCAND-7437ed668600595f47d76cae,EXTLOC-ef8eb70b4701b04b3e5b9535,,
EXTCAND-e39df33240c85d37f69ba491,EXTLOC-0129d1b82ff5d2d5ffe93deb,,
EXTCAND-b214b1adcd0f037338c9a91f,EXTLOC-1b6b7181de1e7de4e5390cb5,,
EXTCAND-d47a68e1ba0f1bef127c5547,EXTLOC-c98966e7a5ea82f3ce0b0879,,
RESCAND-d4d824db998d95b031898eaa,EXTLOC-8db3d68d1be58ad68289fb29,,
EXTCAND-b328a38acd750b7427f45ece,EXTLOC-6455867b6328a5d665b3fb96,,
RESCAND-98782a2c8686484752e194c8,EXTLOC-bca0ffd877f615d8fc4cfed6,,
RESCAND-68157ae6c86ff9921317a304,EXTLOC-899009f46e48bf2055405ac1,,
EXTCAND-973e00db92b9116ee3a5c28b,EXTLOC-b68311dd2957cd5778399f44,,
EXTCAND-63c8a477a66c33fed648929f,EXTLOC-c14fa027b6429e9317cd4de6,,
EXTCAND-b787d6c5d273a12831611c9b,EXTLOC-32d68bbb51bec5440d515908,,
RESCAND-88617d67d385d7ff4ba22d54,EXTLOC-73a02574198cf4b41562f5df,,
RESCAND-62ad6726ea8d7b6d7b3a9c59,EXTLOC-3d388bda07af2dd3ae4666e5,,
RESCAND-14440e86592c7177f576acac,EXTLOC-c0c97f0f67d1e9ec344ead9b,,
EXTCAND-00007fb3bac9c08c6e7feeee,EXTLOC-a9ca1c697ba6579ee5fe1092,,
EXTCAND-4cc8411c430e9b429ebc0197,EXTLOC-a88d5e4505e95469f18554ec,,
EXTCAND-ab22bd5ff43a4f319da5a2ca,EXTLOC-9117ffe25c5d06dbbab3cbdf,,
EXTCAND-e9f87a8d9a3d658ab3d1f748,EXTLOC-954892b7c3a650682b900ef3,,
EXTCAND-58cb12e36dcee9c45f05e65f,EXTLOC-0e7b07cf0a4fe330daae17c3,,
EXTCAND-ffaaa9d13cf8209a45be52d2,EXTLOC-aeebb0f6df113df63d90e771,,
EXTCAND-704d11f80c6381bd885d217a,EXTLOC-33a87b5037739b5862787c98,,
EXTCAND-698a641749918cdc6238b617,EXTLOC-0e881f5c28ade30e34f64e95,,
EXTCAND-21690726449cbd4e149b4eb1,EXTLOC-febf8c8aabf6cfa189479f23,,
EXTCAND-e31c6a26d358f0c5e22905c3,EXTLOC-dcc41d8f1ff8741f672e99b5,,
EXTCAND-b94ccc4426a3c1d1aa1fae69,EXTLOC-a13f80bdf5f9900a8ea2f1d5,,
EXTCAND-6e35a7bd08a0ddf233e82436,EXTLOC-42230f9d9064d83515047bbf,,
EXTCAND-c8fc15e04a0ee589494d9157,EXTLOC-35ff5da3963b57419841ce11,,
EXTCAND-b7d15ab7ed58dac7a44b4b33,EXTLOC-fcfc02173a11360b00eaae8b,,
EXTCAND-78e1e3a98af874b13651c8c8,EXTLOC-2891fbbe511e38f999a16a04,,
EXTCAND-ed0b0e96f6e578d6f74bf0d8,EXTLOC-9e911aaa8d244a5652b1efd5,,
EXTCAND-2386f3cd1e4e31135928f75a,EXTLOC-42f549aa2e56e24a53b189f8,,
RESCAND-573f971a32d26861cf83dd7a,EXTLOC-14c0f80e50a240175e900f6f,,
EXTCAND-1b209c194b1d1aabd10a9a4b,EXTLOC-1224427a0272be7d69a3ab41,,
EXTCAND-fe3c566db4aab40f453f8928,EXTLOC-6ac09cf07dc4b0361bd13614,,
RESCAND-591786fd035ac9b971c27f73,EXTLOC-5382cdabe7f26fef5dc18484,,
RESCAND-fdd44a7d4db3d40cf590a3f9,EXTLOC-1b0fa3339dca7c6f1865ad72,,
EXTCAND-f770fc81766aa0521d8aa3c0,EXTLOC-3b49cdc8a7d8782f4d9cfb8a,,
EXTCAND-a2d6be9a81a12a87eb3e4fe1,EXTLOC-12111c8ac837079e51499c70,,
EXTCAND-ae62413f3b4c95296bdaf106,EXTLOC-f3f2919e6098686b4b087990,,
EXTCAND-b5f1f9b04f8bf4b14213e88c,EXTLOC-7e150f4e2d1c060d80e77d18,,
EXTCAND-ba7c2efae5bfc907e484893b,EXTLOC-0068f63bdadfacd87a28ba09,,
EXTCAND-e6aa5a60362a17f50d97bd7c,EXTLOC-b15d2e7f09a15c05f9184dea,,
EXTCAND-36e723a435dcf8a54dc0c384,EXTLOC-888f3e9accce3e733d555aeb,,
EXTCAND-89956be32343bc64c33a231b,EXTLOC-d1125758f68773e30d567e34,,
EXTCAND-6773fde9562dea36cfbb03a4,EXTLOC-d02ab7660baffc836da1cc9a,,
EXTCAND-af22ab01aa04da42897e2660,EXTLOC-74ada3ec73d62361f9398b47,,
EXTCAND-36722a3b7a940db644741a23,EXTLOC-f4b3b4555e77a44d2a51258f,,
RESCAND-6d785ef432b49427ec8dd9a9,EXTLOC-f12d87ffa79a75d023241689,,
RESCAND-fcf01e15f602de4dd6e7df90,EXTLOC-4cbf71d0cffefb12ec6814f4,,
RESCAND-2bbbee10eb33a8ec27a83049,EXTLOC-a0b977053d138b913428dbf6,,
RESCAND-6b0343814470456ab87713aa,EXTLOC-6f0edfb9a2218d4fb0950f19,,
EXTCAND-a07ecd5b70a0eca241efc8fa,EXTLOC-2a62c3e960d06d7987f687ad,,
RESCAND-34ef3f396581e4a668be8b3e,EXTLOC-147f90cbaeb48818d0c1a07f,,
RESCAND-2e60e152ac7d295c55d282f8,EXTLOC-6d21447da9bdb03bdc8e6bdd,,
RESCAND-fd900cfe230367ef419ac59b,EXTLOC-35fd44c6e0373a28230f1982,,
EXTCAND-2d100c45b6f3bbc0cf4ba45a,EXTLOC-83e6ea13b2b56d3027282dee,,
EXTCAND-7efe52f8431193ea7578b6c7,EXTLOC-6f3b5b26c509209771e7f9d4,,
EXTCAND-7079885ef9b1ad7899f82c45,EXTLOC-cd68794a94f45e72af327e9b,,
RESCAND-a56d344de606cbcf0fc0130a,EXTLOC-a1f5a91b7ab482f5a4859bea,,
EXTCAND-cba06b3100e5783466e1dcf7,EXTLOC-baa2f93e3ba2ba798c217a44,,
EXTCAND-49bdba67407a8f376fb0641a,EXTLOC-dbc4532cc384eacb829e8521,,
EXTCAND-4a613af559ca402a4088f6c2,EXTLOC-376d62d956d67243cf122c40,,
EXTCAND-13c349ff32bbb8a900f7c9b2,EXTLOC-c892197eed670163037e5a88,,
EXTCAND-ef5a53c164d8dc2147537de8,EXTLOC-64cb5e6f6034f1c066b71464,,
RESCAND-8b270e9fc3ac191a12ade839,EXTLOC-89a760aa63178be79be604a5,,
EXTCAND-57ce2e16fa6a2a4961f6de40,EXTLOC-c32717f9bb3c87081f626380,,
EXTCAND-ac484cd41c150f760412bbe3,EXTLOC-260b1251525a854093567c66,,
EXTCAND-e95bff1f64907f84a21e1cf2,EXTLOC-c0cedae310d3eeddd124cff0,,
EXTCAND-fcf2fdad63e85ddf42f4db8f,EXTLOC-cc0c8f8a60d1a4f9d9d9eab4,,
EXTCAND-a2e9c74c2b9154ad25f4cf2b,EXTLOC-e4625b5117bc2d2c30f8f768,,
EXTCAND-3824b6201b7cb0733dcc3b33,EXTLOC-34ec5aacefa5e62a3055baad,,
EXTCAND-66001e484a9c08fab9b656a7,EXTLOC-0a68e385d5ffe233389da64f,,
RESCAND-77e1e6466cedb04a3bd55a6b,EXTLOC-b5e1953e0dbb8b06d7d00500,,
EXTCAND-7544a1eda5222b79cae1b5f4,EXTLOC-1d4e11a8374fa138f5904024,,
EXTCAND-6f6d7908b1091ce42ea4df4f,EXTLOC-632e597482ecf8d948368ccc,,
EXTCAND-d4c628d66fc092c8f31077cc,EXTLOC-9fefa9deed03b1a1d52d8bd8,,
EXTCAND-bfd52f0e1a0e61bd10477535,EXTLOC-f5bd49dbfa8f9550e8e84b4b,,
EXTCAND-f7fd379fa5931a1543dfeba8,EXTLOC-c5075cc580eb2aba77cbab3a,,
RESCAND-8ffb5c7b4ae5e5287a45677a,EXTLOC-ace8f3b703908e09e6d029c2,,
RESCAND-ab58d3c2ac67edcfb50d3a07,EXTLOC-c37b30d9a69da486321f4e74,,
EXTCAND-66dc6f18e270a643b18ead76,EXTLOC-11c932b2730d6174b950ca05,,
EXTCAND-0f16ffaf31ddb08254a33ae2,EXTLOC-d0e1a6326bf9ef2bd8939f48,,
EXTCAND-01f7c5c982ca68c29eae0dd5,EXTLOC-7fef6652a15df0e62350e6b4,,
EXTCAND-4af28d0af47d84b2058583f1,EXTLOC-e017946c6e75b01dfe264646,,
EXTCAND-fba48aadbd5dc8ee68ebff7c,EXTLOC-764a4db290f0924d213985c0,,
EXTCAND-8ad9090cec69b80223e8486c,EXTLOC-0fbdb35ec70f7d620f30fba9,,
EXTCAND-9bd69c06b454d94a9ea7b90e,EXTLOC-1d9b673a12f79f533c4c8252,,
EXTCAND-fd26ef1c6cf4a655331c74c0,EXTLOC-a6258b3c1262aac815450585,,
EXTCAND-bf0d9e4878f12b026aa9ad3d,EXTLOC-43f1ee9cf4454a2eda548930,,
RESCAND-aa8bdcbfaef4a595261cbe0c,EXTLOC-bc0a6dc993f8ef130057c249,,
EXTCAND-47a1fc910ccc8ca504d14f57,EXTLOC-28c0eec46d9ed1930d0e3c91,,
RESCAND-6f72f9bc0c08c9da6b605142,EXTLOC-2697b302947dcbfba45892c2,,
EXTCAND-dae697c8301bd61aee2efa73,EXTLOC-c2395f8ab9874b229efc1f60,,
EXTCAND-3a59e8f3395475f0c338751a,EXTLOC-076df890de89ba257a77a728,,
EXTCAND-50bcd426825335433180fcd6,EXTLOC-3c3315c36a65428efff1665a,,
RESCAND-bdd266003d80e1bed2e0bf1f,EXTLOC-b24ccae7af0a049c046609fb,,
RESCAND-5e96d4f1a0489687612bb751,EXTLOC-098c5d3b2496e82278de65eb,,
EXTCAND-ca9bc779ef02d15d7a6c22c7,EXTLOC-161a518ca75ffbdb34dafb0f,,
RESCAND-43ee7ac005e7a1c7799543a8,EXTLOC-8e24161c2ca805c34106174b,,
RESCAND-f4173c8e683a65dcebcd7ade,EXTLOC-acf01c30045162156fc00ce8,,
RESCAND-e7f8a728e85488a51d50c43b,EXTLOC-937d78c94ca05392f0212362,,
RESCAND-37467c17ad595f68a34b3f33,EXTLOC-e3b9942bca3521afe4dd2026,,
RESCAND-51196bc1b5b22de44b44a598,EXTLOC-9a987016e78a5716e87b3f39,,
RESCAND-2c8d903dc73819831e0b24fa,EXTLOC-8a4f844739758050ddf73fe6,,
RESCAND-9355f92fea849a0b60c026e2,EXTLOC-6d015c67215050297245efa4,,
RESCAND-72baf600d1face160c979d6a,EXTLOC-0f861aaf2017c63d0a8672c3,,
RESCAND-39827ded690099bcbf14c550,EXTLOC-7665d0c07207b8f868ba3c84,,
EXTCAND-fb833abd1da9194ce5cb612f,EXTLOC-635508b207cccc9a299f5b3c,,
EXTCAND-9949a0bd14ff79351da34135,EXTLOC-cb0bdcd73e34a309b54c063d,,
RESCAND-d13afb983254d6dd59459615,EXTLOC-5e097ca91544f6e9f811b530,,
EXTCAND-2252fa4fc0d0a98893b76a17,EXTLOC-f0bc636bb8a6487da618f30f,,
EXTCAND-f4afe3c6ef3ae5b7da660195,EXTLOC-658c6b5a8e1a8b298b6f4667,,
EXTCAND-600a7ad64fbb44a27291b2b9,EXTLOC-07f854df8376f633635253e7,,
EXTCAND-8d60198a1da314e61b701b56,EXTLOC-e609565f29bad7cee8c6b1db,,
EXTCAND-4328c421aab9ea77ce3bcb8f,EXTLOC-ead4423103c4b7c2c2dd4b8c,,
RESCAND-0ff36bf0b93b53cd66195cfb,EXTLOC-54c6f3d37ed854d174a61611,,
EXTCAND-ab4669efe70eebb7dd2f5ed4,EXTLOC-755cbd84179dd9aca1df90e0,,
RESCAND-eaa5977bf2b4055f6c9b88e9,EXTLOC-b59e2b85cad59feafbe2b98c,,
RESCAND-dd4ba50a6c3cff402f58544d,EXTLOC-4badcd2957a362aee14274fc,,
EXTCAND-ad351858a3494c9c52802a60,EXTLOC-953f27ca84b484705040c887,,
EXTCAND-5b5b1e16fd9be753f9a8de6e,EXTLOC-b9f38b0abd732dcc6b55c553,,
RESCAND-41db4f61a0c88c0a5f5132a8,EXTLOC-709b8040e644fff74df80ed9,,
EXTCAND-1f7973260209f6472ebc36f3,EXTLOC-8570ee3374b3ae38e5125d5b,,
RESCAND-de1a59222c6898b9a20501da,EXTLOC-1dc8fcd15cb1fcb30a1819be,,
RESCAND-e1e5e1eb057126d314b575d7,EXTLOC-0b235d10af0c8caee3b2963e,,
EXTCAND-d0a3474d409cb42e5f5e599a,EXTLOC-c8d3087d4938a069f45c0640,,
RESCAND-9f153304604b544fd675c69a,EXTLOC-1cacb0be67d9deeef075d7d7,,
EXTCAND-80a46517bf7bdcd13b8b10cb,EXTLOC-70519f3f63d78efc987d8f4e,,
EXTCAND-0ae5d80ea83698d629db4241,EXTLOC-4af4194d29e17fd78b0b0c78,,
EXTCAND-732cea6c54a3c042df6789e7,EXTLOC-b7e13267f09de7253fece466,,
RESCAND-83fe641f8163e63e38cafb66,EXTLOC-57865e24232910113f3a25c4,,
EXTCAND-f447f6344629ddccf3ef07d4,EXTLOC-d47fbf8fb702aec3f51367f7,,
RESCAND-397afca6663cf7620243af13,EXTLOC-a1371722ad06fa53d8908fce,,
EXTCAND-f892ccbf01302293173ce0fc,EXTLOC-e2a24211f649d7f05bc13309,,
RESCAND-c1e563ae994729bd994e6cee,EXTLOC-c603cde9d97f4fb8867e8f3a,,
RESCAND-670af2137119fc50f0815706,EXTLOC-601d98bb47486673fcb78df7,,
RESCAND-646c8e7a58029214083e1719,EXTLOC-dcae7c7e05552d02a3d45808,,
EXTCAND-af1c34e631a3a484a757edc7,EXTLOC-a25b00253242d304bb0e3318,,
RESCAND-e37d781abaf954a9c0ecf50b,EXTLOC-54efeb72c2ea0f663ea6a871,,
EXTCAND-d61b5118de2b6969a26c3823,EXTLOC-cd1a07bdd4682c8d3c46f376,,
EXTCAND-bced7fa423831f62dac7f0d6,EXTLOC-cf92d48384b1460a69ef6ab5,,
RESCAND-e8e0818b6048207557d729fd,EXTLOC-96dea2b0d5dbd8ba96c8055e,,
RESCAND-90050917b8d9c0021df426d3,EXTLOC-6c8afb9087e5db58f09cd4e6,,
EXTCAND-8140080bcdc13ea35d1f8876,EXTLOC-5c6c10898bb9fa2bfc2bc7aa,,
EXTCAND-ac391631ca5b6f44466e65ed,EXTLOC-55268928e39bbe047c4f20a1,,
EXTCAND-7815b7ef638c2ccd2937b52f,EXTLOC-99fca6321f88d20ef2cd2558,,
EXTCAND-a3548a3fdd26a9604276e180,EXTLOC-60c8eb88e3442bab09b09e1b,,
EXTCAND-13f16341cab24a83acf69df4,EXTLOC-068fdbe0e90917a9f58c463b,,
EXTCAND-02d28a45056282f275ae8da0,EXTLOC-ce36b8d0b3db23df990b43c1,,
RESCAND-a3d7920057745db392493833,EXTLOC-891cf4a057b2a264e3f84149,,
EXTCAND-cc27e4840524d4b2c65c6273,EXTLOC-879a612f85856af1c6fb5f20,,
RESCAND-fd35d2ac86d24449f3d4a9bf,EXTLOC-d2cb0bbbf7c424aba4100b46,,
EXTCAND-2aa0a01bb6c41405a1191638,EXTLOC-eb357cae16347c30af2692ad,,
RESCAND-dc2fbb0eb4ed47bcde10ed6e,EXTLOC-d99c8e3efa18035903c033b5,,
RESCAND-144fd6ac2e8f760cce4c7efd,EXTLOC-7bf9e5af1503cb130235533b,,
RESCAND-9e6c2c015054e8bd724a2971,EXTLOC-fcc3a209746d8a88b779eb99,,
EXTCAND-6da0db6e78b855e0a2c4295e,EXTLOC-84ee55a31e3cc02d8e355508,,
EXTCAND-21093b7edacf15c3b31b283a,EXTLOC-c3d95e88f256d93eb64c7535,,
EXTCAND-7e62ec9eef5ec8a076d27a6b,EXTLOC-f5c6052569db0e73b1999f2f,,
