duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,confidence,raw_target_id
RESCAND-e6e34c6ab731e7eb97f19924,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-6dc2edc5df058a4c208ba4ac
RESCAND-3a245aeaaab96767b463b851,RESCAND-c3f13e61ef84fdf1413f6460,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-6dc2edc5df058a4c208ba4ac
RESCAND-59f36faa95d51514c0a755b5,RESCAND-b7c461bb20459b8c6dc02015,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-6cf21d410d3a22b615e0b700,RESCAND-28bcf9ef5fe0956720375d1b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-fa64edb7a59ad5f33bd1a2e9,EXTCAND-ef6b99a2ce25d9b376b14a1b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-5ede6d9cf15a84b0dc7a3a66,EXTCAND-34efbe0b9da7fa4c930308bb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-dd471fc9e2eb737dc8eb6e92,RESCAND-dce0c46f8b3dca5253073d60,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-7e51c5f007fd734178493e73,RESCAND-58ad13d0b0344106b513703d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-22042ad9bd043dc4f4bd43d2,RESCAND-0bad28a8e0f7cdffbbd7ac13,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-d5ab6aa3cb3e2482dae8baae,RESCAND-b74c87901931f9d487ad216d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-1169dd1ecc52becd3b529890,RESCAND-f16ca313680570631f9e3225,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-f2e2362ae4f9ff525c16fa2f,RESCAND-3a446cafe2f4b3233a80fffa,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-0c172285e5936ec63fefc259,RESCAND-9dbeda6fe5e70b2931d9485a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-c1117c9534045089bafcab76,RESCAND-8f2f8f33898883cfb62e1d2f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-b86e3a0509fd2ae3cceecd4f,EXTCAND-c6c2b94638cd076bd00c3eea,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-231c73a7d6189eea5e566889,RESCAND-87bd7efd9f70e7103028f046,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-cbf7f10233cd1ce08d760e77,RESCAND-ae292bde5e70247f34db0004,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-1925447fbb54ff4f2955f34c,RESCAND-52818d424a738939287e6448,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-ef17f9bf882d9d5b57280ef9,EXTCAND-01701c84d0ca3bf995abf2e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-3150d7b1e42ad9d4d6ed1d48,RESCAND-1f387504bd2a5b9580eccd09,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-8d7334ad9675aa2d3e1ad546,RESCAND-7056becbd7f6663d8c0ce300,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-483bf60b54f69c20ee6e8c3e,EXTCAND-4515c4bf0167867186d21354,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-b623b21f1929344eee3881fb,EXTCAND-51e1c9473fad5b8c397572f9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-210df3860c9012b1a155d0ed,RESCAND-5f90b7b091d0dcb0b764eb85,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-b32d480b7180911229585da5,RESCAND-57633ebbe56c4c984efcddb9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-fa64edb7a59ad5f33bd1a2e9,EXTCAND-ef6b99a2ce25d9b376b14a1b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-ef17f9bf882d9d5b57280ef9,EXTCAND-01701c84d0ca3bf995abf2e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-5662daeba1a031b0b97d7b7e,RESCAND-5662daeba1a031b0b97d7b7e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9fdf13d76ccdffff3132cab2
RESCAND-fc3ccab1e308219ac25969ee,RESCAND-662d33a89dd6796ecca0ad38,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-b59ce30286b4359b03781c69,RESCAND-7353c5797f3d0e6acfd7de8a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-453cbd4939d75ac952a6f91f,EXTCAND-182bf5abdeb782ee85c8c94d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-3ba919928786b95c779c6ba7,EXTCAND-79c9d21547c4359c980bb1f0,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-ed0c5bd4935ef56bfcd9ef73,EXTCAND-34efbe0b9da7fa4c930308bb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-914863f2df7d290b27389f82,RESCAND-b7c461bb20459b8c6dc02015,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-d56deb32a3bd78e03de0b03a,RESCAND-dce0c46f8b3dca5253073d60,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-bf6c261ee91dae9eec1cd111,RESCAND-89c8203009b53d414673782d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-649621ed208afef52b1690ff,RESCAND-a0096f2fb3b2fc176c3f52d6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-469f6633926fe65fdfd00021,RESCAND-015c7293a06bb188afc6fc71,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-3fb50b00ae8451e2a2c73457,RESCAND-74145831b3c7799055fe9951,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-ce841b9cdd85abb8a341c669,EXTCAND-45d0878264ebf4bd7c090ea2,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-0c7db74887afc3d9cb5fafe7,RESCAND-6ec25e71645b8a211ca88035,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-057214f94ff97f99af8c1e87,RESCAND-c274ba0f02bf676003fe7dc4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-117f341cfac7c3ec126e4099,EXTCAND-2b2fdd693bfbd249e3e3c869,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-8ebdd69fc185770d95272a2d,RESCAND-52818d424a738939287e6448,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-03ae435414a279c26904ad48,RESCAND-c54957ccdf0bb36baead172c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-ec69de79118f1e9e1bb4c1a7,RESCAND-9a557768e11eeff7c11a9882,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-013b2ea3bdda1b6c02809d2a,RESCAND-5f90b7b091d0dcb0b764eb85,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-0dca1c118b6a558b5e0282da,RESCAND-205db62070a36eb5f4352223,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-392c453e903c95acd99a91d5,RESCAND-1000b2119e80821f1771fda8,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-8feb143f21a2bf6f02ac058e,RESCAND-1f387504bd2a5b9580eccd09,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-2e2d1bbbe4b8c58894332df9,RESCAND-187816624873a66b84eb676e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-0b188cd39f4a96a85852e9ba,RESCAND-e12bb2df9b58c4225951e855,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-013b2ea3bdda1b6c02809d2a,RESCAND-5f90b7b091d0dcb0b764eb85,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-583bf71f87ff182f9cb0521d,RESCAND-583bf71f87ff182f9cb0521d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-a6b553d3fd02c398f3369def,RESCAND-a6b553d3fd02c398f3369def,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-56aa75ae056e13341039f89f,RESCAND-56aa75ae056e13341039f89f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-392c453e903c95acd99a91d5,RESCAND-1000b2119e80821f1771fda8,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-342b057d7574f1a2d5c0764d
RESCAND-86103c73d6fedfbb0963346c,RESCAND-61736134452263ccc947dc2e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-56f1075e8d0afca8fac8551c,RESCAND-2e65621facb911b1a3a6cf72,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-8a4e676de08fca21e374837f,EXTCAND-215a826b9aa50b603bbafc7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-20705f7c21a2667b2570086a,RESCAND-3f84452921539fde83182917,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-3c9504ee1f3ab24482b48e9d,RESCAND-34219b06fb1c6840cc571168,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-7b15fdd02e5a634644367bb9,RESCAND-6b0451edc73a52fef27b3ce6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-a0e9823b0a7cd4af8fd965f5,RESCAND-33e9631adb184f2ecb894a6c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-b45d50bfc12f5fae06623472,RESCAND-015c7293a06bb188afc6fc71,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-19fa70f0346de35d9dc88e8f,EXTCAND-34efbe0b9da7fa4c930308bb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-b02f21f853c89a485eff55a8,EXTCAND-488ba0b9cae9e5d8d53c6e3b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-ec7504a53fb67b8954d0ce7b,RESCAND-58bf16c63d60b7c863a9d452,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-38824fd0706018834d8f3aff,RESCAND-c274ba0f02bf676003fe7dc4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-b28d04026de015964273267e,EXTCAND-762897c9c124c42ed16ec4cf,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-94ab54aa538bcb7767904e17,EXTCAND-f9215856a96afeafdcaef585,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-4da893f770c84465b952e3df,EXTCAND-ff4abdc4714c4f44891f43c1,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-653c417070407595741491c2,RESCAND-c4621b2ed34c2ac5474b2a10,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-05d8a3f7e4e65810056db266,RESCAND-f7d802c055b30db584ef2819,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-4c6094e4431b75d1869d45e7,RESCAND-187816624873a66b84eb676e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-1726ddda41681e4e0caeb26b,RESCAND-583bf71f87ff182f9cb0521d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-7d644e20b3064ce3e6a830ab,RESCAND-6ec25e71645b8a211ca88035,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-e36536b30c9b596bc8a02793,EXTCAND-2e2e84d0c7f68ec302ecc84f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-57a529e4fff0eff7eca759f7,RESCAND-511b4c2811042344c1eb0d31,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-4c6094e4431b75d1869d45e7,RESCAND-187816624873a66b84eb676e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-7d644e20b3064ce3e6a830ab,RESCAND-6ec25e71645b8a211ca88035,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-1726ddda41681e4e0caeb26b,RESCAND-583bf71f87ff182f9cb0521d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-20eff98ee8c8d694e16ba2d5,RESCAND-20eff98ee8c8d694e16ba2d5,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-3a5915091f8df643ee148076,RESCAND-3a5915091f8df643ee148076,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-20705f7c21a2667b2570086a,RESCAND-3f84452921539fde83182917,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f65c94157e4e0bda98019067
RESCAND-81d0ca50a69e7724e489b43c,EXTCAND-215a826b9aa50b603bbafc7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-7b3388bf9f39c05883ef77a2,EXTCAND-a5bf41fb9228d51ab2f21931,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-1836a43211e3eb895a8d8f0e,RESCAND-58ad13d0b0344106b513703d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-cecb694f9f47e9493b62cd0d,RESCAND-71c693460dbf94748ce82be9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-c544c733ebd31eb1ca7115b0,EXTCAND-34efbe0b9da7fa4c930308bb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-11d46bdae8570f3800b58bb1,EXTCAND-4be00bb291267fbf70954c26,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-7cad3ddbd0e195ecd7578bf2,EXTCAND-762897c9c124c42ed16ec4cf,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-dc7ed838970807115ecc8a8c,RESCAND-1f8729f94fa17840298a3907,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-abcc2bcd4a4bb6bc88807973,RESCAND-827ed830bd28533de08ae511,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-d5462345edfdb36ef1472b97,RESCAND-fca14ce4051429a3aabf5df2,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-054ac7146f3abbd18c26244c,RESCAND-6716ca53a70c3c751bcb280c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-7b3388bf9f39c05883ef77a2,EXTCAND-a5bf41fb9228d51ab2f21931,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-c544c733ebd31eb1ca7115b0,EXTCAND-34efbe0b9da7fa4c930308bb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-dc7ed838970807115ecc8a8c,RESCAND-1f8729f94fa17840298a3907,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-93f9772d37e2af02b42cb355,RESCAND-93f9772d37e2af02b42cb355,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-81d0ca50a69e7724e489b43c,EXTCAND-215a826b9aa50b603bbafc7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e1cf6080fccce27f03b0eef6
RESCAND-aeaea5f6ce1082bab882732b,EXTCAND-bfda3b8cd18c0c950c98b847,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-961815c6f28097b6575608e9,RESCAND-ed6273f76e060c077bcdb4ca,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-113beb4dcd3fe1fb70e9c9ad,RESCAND-17a3a1203dc551e9e9f525cb,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-4840cdf1fe11f08986e1e136,RESCAND-a7a057d57d3dcf75c18cdec0,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-ff150e6e6b560ace437b65b4,RESCAND-495cd7be72f0b4b9b586a92c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-aeaea5f6ce1082bab882732b,EXTCAND-bfda3b8cd18c0c950c98b847,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-ce1e22a35c716c144f70d5ae,RESCAND-ce1e22a35c716c144f70d5ae,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-fa3f04b171478fb55fe0c61e
RESCAND-d4147e5d49173a0eaaa5655e,EXTCAND-bfda3b8cd18c0c950c98b847,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-a862cd7d4cf1734688d8c8b6,EXTCAND-97afa2b0e51b6981fc677068,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-d416119c01460e46882b572b,EXTCAND-9514b27810f082330e470a6e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-55739a808243c59445a5ad8a,EXTCAND-59bef3889cf583b979f72a53,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-b3e96f8f3d8baf1217c8a6bb,EXTCAND-7c4d865f8d9b9372a7c484a6,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-14597512f011d1bc0deb4beb,EXTCAND-7fee37ca37b5d4ea5375d7ff,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-82b98a46ae71f9db7226acb5,RESCAND-d3e6d0e51234a7d1ce108de7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-1f45319e631ab1a3bbd06bac,RESCAND-c28e21c6a6a13cf40df7f98b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-f381b4b99cdbd28c519ee9af,RESCAND-0bb6653bff13ecc884ce800f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-143486f2d52827bf540c4799,RESCAND-a99eb237dc80a31e3323116f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-65f6ade7dd2e9a0adc2b75e7,RESCAND-ab4cab0e75036a339ce99a16,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-dfdad6dfc578a8b85cccd28d,EXTCAND-51be7f0c22d72e6317dfb258,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-c7bd27d6446e4ace7429a633,EXTCAND-1b254a7e37b1dc8a8bf2dd93,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-bd3bd40b789e6abba0604198,EXTCAND-f8efe1f3daef7269ab6c55cb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-d4147e5d49173a0eaaa5655e,EXTCAND-bfda3b8cd18c0c950c98b847,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-17beb4b2910c367eabfee80e,RESCAND-17beb4b2910c367eabfee80e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-d416119c01460e46882b572b,EXTCAND-9514b27810f082330e470a6e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9c923483d58fd14828a7996c
RESCAND-80942c3ce335ed0f3e49edea,RESCAND-2dd88319ed00c985d65354b5,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a344144898b0f71d85f60a29
RESCAND-ad70f3280437d25d10acc28c,RESCAND-f5244a7185f4a1fae76ecbf9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a344144898b0f71d85f60a29
RESCAND-afe5095ae552f4e89d2ca05a,RESCAND-f4fb4359d64e1f828510e75a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a344144898b0f71d85f60a29
RESCAND-3e48d684a9f013e85e6be923,RESCAND-47fe359f698441e2e8652380,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a344144898b0f71d85f60a29
