duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,confidence,raw_target_id
RESCAND-039b149590b265655fd3bb7b,RESCAND-5584b57b542cafc5ddf8a4aa,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-b7fa8444cb9e4914e7fd25f0,RESCAND-ecd15e817da135d4944ceff6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-fbc8fc23c9fdf33fb4a8180a,RESCAND-a3310d7db22eafcfe50b4d28,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-35f929889f4b812ade90e0dd,RESCAND-d3deb2ab8cc6e5bb308c8045,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-d20849871cbc5bd7e3328a81,EXTCAND-09436713ac8f5adccb6dc972,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-24a365c3d8bca564c52e2c6d,EXTCAND-1ecf6ddf6efed8daed641d43,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-6cd56680abe9bdc0053ff315,RESCAND-30511ffe307ce4b1c706f2bb,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-ef5291c3b9a7453a867e1324,RESCAND-e1026419863bdbc95b58afee,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-cdb290339ff84280a0b2bf73,RESCAND-9a0c9bdb6bd27d05881e8321,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-e2d9b06e28f41d9061f37892,RESCAND-a906a3d7042bb96ca0a111b4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-6e8159d31efa8ddf007ed936,RESCAND-1ba3243fd5d51b45c701f291,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-23b829a6cdb6b63416b45d73,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-f3c7c6b6992ec501922643f8
RESCAND-fc6faaa3c879d93ce6ceb63c,EXTCAND-86e316defbea5f00dd147963,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-c4dac0d01673d19eb09c73cb,EXTCAND-aff895b79b17d16d6232fc2c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-5600ab01257708a90d1f40d3,RESCAND-0ce766809f5ba1935c7d43ac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-45ff28e4fdb8f7408ff123ca,EXTCAND-8d3e8ebe60df9726300c2e41,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-bb5a564e41710bff8c309432,EXTCAND-dd64332dcb6988c4e20c7031,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-63cd4a28bdd5e77a520a1f80,EXTCAND-0e4026228c3441e511775c19,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-544121aaac46f3f94e1d53e0,EXTCAND-9e170d946c0ba3cddc342ca1,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-6f2da8322c616a530635e1a2,RESCAND-b2feb350fe5182d28ead1a1e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-9356459d32ea9e16910ff6cc,EXTCAND-8d7b28e736058da3fdeb799d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-43b474dd2d3914d6d899f565,RESCAND-1dc64631e0f50718abc157b1,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-80afcb1eec916ab36dae0f02,EXTCAND-6b57f3baf0203e7988fca941,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-b0d35887955141cb767e20fa,RESCAND-8662893463cb33bd045416f7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-eaf4f586c9ba5fcf67af75df,EXTCAND-f9c89558f18c0067f7752548,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-71c70171b0c0748d00bcc5db,RESCAND-36f20e3a31f0bf3b7a71e183,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-2cb71972e4413c87a75587f0,EXTCAND-d1ffe615d2c9209be2c018d1,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-12d922e507a571ab2ba66e19,RESCAND-6545c0fecbd11a807d8de28a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-e4d44db02c3cff8bd0645e3f,EXTCAND-27f6f87f15155cd32eba9938,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-0a8ce28807d7c0982b3b9452,EXTCAND-8cbc203d8d593e1b273c87e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-2353e261c3ad997fd7242247,EXTCAND-ec8453794a0c7fbb3c728cfd,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-bb5a564e41710bff8c309432,EXTCAND-dd64332dcb6988c4e20c7031,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-63cd4a28bdd5e77a520a1f80,EXTCAND-0e4026228c3441e511775c19,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-c4dac0d01673d19eb09c73cb,EXTCAND-aff895b79b17d16d6232fc2c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-5600ab01257708a90d1f40d3,RESCAND-0ce766809f5ba1935c7d43ac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-71c70171b0c0748d00bcc5db,RESCAND-36f20e3a31f0bf3b7a71e183,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-80afcb1eec916ab36dae0f02,EXTCAND-6b57f3baf0203e7988fca941,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-45ff28e4fdb8f7408ff123ca,EXTCAND-8d3e8ebe60df9726300c2e41,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-b0d35887955141cb767e20fa,RESCAND-8662893463cb33bd045416f7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-bfcc8f81600997340981b9c4
RESCAND-3c8d3c4cf7f77c5b7df53bfc,EXTCAND-aff895b79b17d16d6232fc2c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-dad66d540f0683598a5548a2,EXTCAND-d40ab4e9abbe5626f2542c93,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-7d372f746a95e9434b1d6132,EXTCAND-4f16b3b860424e3807a6be63,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-7195cfbd109d4ff533bdccac,RESCAND-326757ceeaa964a7f94dc3fb,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-bc4e5d03ca7a9b1a2759b394,EXTCAND-9c1a70f741e00958d5404d88,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-310f89b5bd12df8b9b4e75b9,EXTCAND-5dcbaff0d745c4795da7b27f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-8cf610d78a7bcd0cfa4cb913,EXTCAND-bb3f2e945ff3165dce28f7e2,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-b21fa379e6ad350fe17e7853,EXTCAND-08ceb6d29abf8269d101864d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-4eca5cb6671586cbe7d5d373,EXTCAND-a23d5c8aaa5f99369faafbde,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-d35aefa4b961a6918cb7d1be,RESCAND-09a478e12c618019b76a7ecd,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-b2239a805bb6435a5780bc2f,RESCAND-0ce766809f5ba1935c7d43ac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-8981281efbd4f391f260972e,RESCAND-d62c4120f12b4f69a08ed5ef,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-be8363ea0f2f27e6178000bd,EXTCAND-5442791af780db10f225149b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-f243f2ab8bc40dc4e9d44f7a,EXTCAND-fdc860cdf9c96e52c32777d9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-6986e33bdacdd62c21c0581a,EXTCAND-4c2b8d2c2121a3e3ccc97580,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-1524aaa7a1ab88a47d7fa9ec,EXTCAND-48e0d804edcc2cff08c6c0ab,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-c38ece539c687b66564aa9f9,EXTCAND-0e350e2cfb9403687dcbb726,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-180792531d5e7902bfdacc5d,EXTCAND-e9a3babbc8ff55518a51c160,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-dad66d540f0683598a5548a2,EXTCAND-d40ab4e9abbe5626f2542c93,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-7d372f746a95e9434b1d6132,EXTCAND-4f16b3b860424e3807a6be63,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-8cf610d78a7bcd0cfa4cb913,EXTCAND-bb3f2e945ff3165dce28f7e2,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-b2239a805bb6435a5780bc2f,RESCAND-0ce766809f5ba1935c7d43ac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-d3e7145b917499060ed49039
RESCAND-f523e6df886d16f137141c18,EXTCAND-a23d5c8aaa5f99369faafbde,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-ea824224051fd6ef6e606c3a,RESCAND-0ce766809f5ba1935c7d43ac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-6f217a93f51aaacdf45560ff,EXTCAND-aff895b79b17d16d6232fc2c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-7f82a6e75477a9bc5bdebf40,EXTCAND-a3478d5e519bbfc76dfc0640,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-071f26b89e956849d8dd15c1,RESCAND-50d7d6144df51c58966266a4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-98edfd4870e355d1e58fd77e,EXTCAND-4003b0b457e07127708614ae,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-ab6b0fb139d673e05e3ad359,RESCAND-fea5367043e4f5400df1fe71,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-430681a67b34a07daebdb156,RESCAND-67d48afe9031e1bb02f02a5e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-c6583ca61b19d7a4308d8723,EXTCAND-9c1a70f741e00958d5404d88,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-5fb5808dac39bac807807caf,EXTCAND-04337cc111d07ab5f77d24c7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-44a9b13806065b9996fe6f47,RESCAND-024f0f09c94cd3d2572c0313,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-3e8d5c1bb0594e8bb55c63e3,RESCAND-d62c4120f12b4f69a08ed5ef,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-2f930328264523276fe758ac,RESCAND-fdee09d315f57854374e4d5f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-69d72ec84f5324e2c9ae2757,EXTCAND-d1ffe615d2c9209be2c018d1,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-3e15691f0c4392c8f1319387,EXTCAND-528286fe95bd409feaa0759c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-7f94f14b9d37ff4a441c7f41,EXTCAND-f515b5b08f168aedf4216b7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-aed15f86a69ac07f880b9682,EXTCAND-0e350e2cfb9403687dcbb726,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-e7d58b346fe4db0545144397,EXTCAND-1064345667d77f806a73d493,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-da8cf97c33d09f7efa37a730,EXTCAND-27f6f87f15155cd32eba9938,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-05ae3972fca40feb9fda320f,RESCAND-ede56797d10c4cca33417ab3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-066281ebff91893835133370,RESCAND-516d1fdc0859b587f5733296,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-4f7ff8b5b0a8ffd231fbc3b4,RESCAND-40870b128401805931988451,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-f5d836e6815ca37717d3d7e3,RESCAND-bac75d0ec21c0a2e5cef196b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-24ec2262c296f781a000d627,EXTCAND-d982dadc0821f91e4baffc69,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-788dc38194d73781a8853276,RESCAND-d37424231a13c65117d78c3f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-ea824224051fd6ef6e606c3a,RESCAND-0ce766809f5ba1935c7d43ac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-c6583ca61b19d7a4308d8723,EXTCAND-9c1a70f741e00958d5404d88,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-feec3757f0e3a6ca2243b6b2,RESCAND-feec3757f0e3a6ca2243b6b2,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-f523e6df886d16f137141c18,EXTCAND-a23d5c8aaa5f99369faafbde,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-6f3df007e5c2889a301ef60d,RESCAND-6f3df007e5c2889a301ef60d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-98edfd4870e355d1e58fd77e,EXTCAND-4003b0b457e07127708614ae,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-3e8d5c1bb0594e8bb55c63e3,RESCAND-d62c4120f12b4f69a08ed5ef,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-7f82a6e75477a9bc5bdebf40,EXTCAND-a3478d5e519bbfc76dfc0640,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-db26abe00e7ae75aa82c9091
RESCAND-9bcbaa8fb735ec664ffe0393,EXTCAND-7a8f0f17653ce1d2ee010d09,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-f0ce7be1c4fbd734c7b55969,EXTCAND-e3471a6ce4dc560d60bedd4f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-ff9ae614fa8c7208933445f5,RESCAND-1d4536f758a91c0761fc9355,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-da531405a77176d3ba310d04,RESCAND-4167c1f771e4b4c9dfc472f3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-6b84553b91d74aa5f9352a4b,EXTCAND-a5a81f3d1d50b214690a6b6f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-2d37ddadc88c8d8bb6a7f134,EXTCAND-e7aaade9b49c9bf9799bd182,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-75cc41ea4e132e3942d76cc0,RESCAND-8b6055061744392aa03305f6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-6a925082e7640514a9b243a7,EXTCAND-7728efc33957db801e3e2ec7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-b1eecde30949c1cad502673f,EXTCAND-296ad7466a6a7ac7d46d8ba0,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-ed31225f501038b62abc3b2f,EXTCAND-4d49c687717f25ca1d483d64,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-f105fda07202c7d22cc50a0e,RESCAND-153771c7ab2e186e65305dae,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-cccc72659d09547ed400b2f8,EXTCAND-c70e70da9efc9d151f908d65,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-6fabfb1261aa6028d2c4d458,EXTCAND-699afc7c2f6b9b5625be040a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-1c55fff72af1587ae11a60d3,EXTCAND-7263e97bbea29a6ef08b8874,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-bae4abe035fb17f07d5882ff,EXTCAND-6237191b2949edd161e62875,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-fd35a8e8228450fa960e6d5a,EXTCAND-7c8e0a57c971077b2f875a6a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-b4dcd0b4934304e218c2929a,EXTCAND-53f72c2ba07258c28558e36d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-fce1714494f5280d3b7fa3f5,EXTCAND-cb97f497cc82e3fd10768406,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-b67ca8238697dbd1c54dfa7f,EXTCAND-66c5a96e1115ad6a7559d30f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-890245abe37ac11f3ff4866e,EXTCAND-bcf1388a04d61a3f4bcf6b89,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-3d005e5aacff39b61566dba8,RESCAND-b3923c8170cda1a8feab4a34,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-05fb313d1c739c2c4785bb70,EXTCAND-ddb5fdffddf6f91dfa09dd27,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-e6c1827be62f6d1910f23b41,RESCAND-e6c1827be62f6d1910f23b41,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-ff9ae614fa8c7208933445f5,RESCAND-1d4536f758a91c0761fc9355,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-da531405a77176d3ba310d04,RESCAND-4167c1f771e4b4c9dfc472f3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-b4dcd0b4934304e218c2929a,EXTCAND-53f72c2ba07258c28558e36d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-6a925082e7640514a9b243a7,EXTCAND-7728efc33957db801e3e2ec7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-9bcbaa8fb735ec664ffe0393,EXTCAND-7a8f0f17653ce1d2ee010d09,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-bfed7151fc0b4d185f6033f0,RESCAND-bfed7151fc0b4d185f6033f0,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-e4d55ebb7899c69193802872
RESCAND-bc2e79be603ea1b17aea5799,RESCAND-b930ecbf60ccc59b3bb0e35b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-3717641f8f19c13161253f66,RESCAND-47ede7cf3c3ec0bf2e7aeed0,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-f797d7798c3b91732464c375,EXTCAND-4c9d3d6648b8754e378e2557,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-36de8324d249aab775f39104,RESCAND-74c39ec6c1fbd5adb6efe083,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-5db6137b3ffd51f1d916b7bd,EXTCAND-a027a0f4b9616059120a05d5,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-b90d5fb72295bae38f8b1812,RESCAND-bf74e280aa1cb311ad3b50e6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
