external_evidence_span_id,canonical_payload_id,extraction_result_id,retained_source_ids,field_record_ids,field_family,evidence_type,exact_excerpt,normalized_search_text,source_page,source_section,source_heading_path,source_table_id,source_row_start,source_row_end,source_column_start,source_column_end,source_character_start,source_character_end,preceding_context,following_context,municipality,state,period,side_hint,department_hint,implementation_status_hint,source_quality,rule_id,rule_version,dictionary_version,parser_version,extraction_timestamp,extraction_confidence,extraction_confidence_basis,ambiguity_flags,root_event_ids,mechanism_event_ids,claim_ids,claim_linkage_status,expected_claim_upgrade_tags,search_wave_provenance,extraction_modality,administrative_source_type,source_family,extraction_artifact_pointer,lineage_basis
EXTSPAN-deda4c12e0ac6b6f6b891791,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-a9570f541b0ac25fd9f37b71,implementation_confirmation,explicit_negotiated,bargaining units makes this contribution.  It is premature and would be better negotiated ,bargaining units makes this contribution. it is premature and would be better negotiated,11,,,,,,,,19763,19853,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,negotiated,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-NEGOTIATED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-3713349ed892ace1c833d61d,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,,qualitative_administrative,arbitration_pressure,"has placed it on the list of open items in its submission for fact-finding, made known its ","has placed it on the list of open items in its submission for fact-finding, made known its",12,,,,,,,,19988,20079,"uld be better negotiated 
in the future. 
 
Bargaining Unit Definition 
This is a matter that would normally go to PERB for determination.  However, the Union 
","
 11

=== PAGE 12 ===
position at the hearing and the Village responded with a counter-proposal.  The contract 
defines the bargaining unit as all full-time and",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,SPAN-QUAL-ARBITRATION_PRESSURE,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,ambiguous_narrative_manual_review,ambiguous_narrative_manual_review,qualitative_narrative_requires_manual_or_future_model_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-2c96c8d0210d02fbdbb48f0e,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-c6087e21dd29137a5ed6a713,implementation_confirmation,explicit_implementation_status,  It is recommended that the unit description identify it as the ,it is recommended that the unit description identify it as the,12,,,,,,,,21224,21289,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-ebe55ca961698737f0cc52e7,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-e53983c266cf4df44f99fdcf,implementation_confirmation,explicit_recommended,  It is recommended that the unit description identify it as the ,it is recommended that the unit description identify it as the,12,,,,,,,,21224,21289,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-RECOMMENDED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-fd4b2eb791c86bd5a63535f1,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-69b913747bdb1a0f279e7e8d,payroll_and_earnings,explicit_unit,"part-time positions of short duration will not be included in the unit, but after six (6) ","part-time positions of short duration will not be included in the unit, but after six (6)",13,,,,,,,,22532,22622,"nsidering them outside the unit will no longer be 
acceptable.  A process will be established to allow for change.  Seasonal part-time or 
 12

=== PAGE 13 ===
","
months of service, employees in part-time jobs working half-time or more hours/week 
will become regular unit members.  This will allow the Village to evaluate",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,FIELD-PAYROLL_AND_EARNINGS-UNIT,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-900f56cd85514558470441fb,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-b1e79030a2638c18fb656240,implementation_confirmation,explicit_implementation_status,"subject to bi-weekly payroll, it may be implemented in their unit and upon so doing unit ","subject to bi-weekly payroll, it may be implemented in their unit and upon so doing unit",13,,,,,,,,23174,23263,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,implemented,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-2f0400944f750dfcdf01a360,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-dbe00a971a194830fb5eda86,implementation_confirmation,explicit_implemented,"subject to bi-weekly payroll, it may be implemented in their unit and upon so doing unit ","subject to bi-weekly payroll, it may be implemented in their unit and upon so doing unit",13,,,,,,,,23174,23263,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,implemented,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-ba58ad39d13c2d6932c6b15e,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-45ef9b520350c87eeba899c5,implementation_confirmation,explicit_implementation_status,employees “shall be paid a one-time lump-sum bonus equal to one weeks pay…” ,employees “shall be paid a one-time lump-sum bonus equal to one weeks pay…”,13,,,,,,,,23264,23340,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,paid,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-2f5686daae0ab07f8ce01c5f,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-a58d3bdf8d4fdea8cdc27cfb,implementation_confirmation,explicit_paid,employees “shall be paid a one-time lump-sum bonus equal to one weeks pay…” ,employees “shall be paid a one-time lump-sum bonus equal to one weeks pay…”,13,,,,,,,,23264,23340,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,paid,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-PAID,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-f1ffd869e0e2e7d84e2b5d1c,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-c19c0adfa2aa02c2ee860503,implementation_confirmation,explicit_implementation_status,two years ago after the last contract was negotiated and no ten-day notice was given.   ,two years ago after the last contract was negotiated and no ten-day notice was given.,13,,,,,,,,23429,23517,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,negotiated,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-bfebc368b1b59104db741969,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-c7d52fba99dddadd4d9fb21f,implementation_confirmation,explicit_negotiated,two years ago after the last contract was negotiated and no ten-day notice was given.   ,two years ago after the last contract was negotiated and no ten-day notice was given.,13,,,,,,,,23429,23517,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,negotiated,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-NEGOTIATED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-42df296eba286bf6e8f3c11e,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-bddfc66c4c25c42c261a7f72,implementation_confirmation,explicit_implementation_status,The Village responds that the payroll change has already been implemented and that the ,the village responds that the payroll change has already been implemented and that the,13,,,,,,,,23518,23605,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,implemented,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-401e83b7e5831e847e274a09,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-e78088f0e5487bb9289c3a98,implementation_confirmation,explicit_implemented,The Village responds that the payroll change has already been implemented and that the ,the village responds that the payroll change has already been implemented and that the,13,,,,,,,,23518,23605,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,implemented,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTED,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-5c0fc937c882dfc94c51f540,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,,qualitative_administrative,bargaining_leverage,section of the collective bargaining agreement.  It seems clear that the other bargaining ,section of the collective bargaining agreement. it seems clear that the other bargaining,13,,,,,,,,23782,23872,"ade several concessions in return for the one-time payment.  It makes 
this contention even though the one-week bonus is clearly set forth in a payroll change 
","
units benefitted by the implementation of the payroll change on MEU members. 
 
Recommendation:
   The Fact Finder declines to make a recommendation on this be",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,SPAN-QUAL-BARGAINING_LEVERAGE,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,ambiguous_narrative_manual_review,ambiguous_narrative_manual_review,qualitative_narrative_requires_manual_or_future_model_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-db9981e66915288d7ba6779f,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-e3a55c3be2f6bfb08add553e,payroll_and_earnings,explicit_unit,"discussion above, the unit should consist of (1) full-time employees upon hire, and  ","discussion above, the unit should consist of (1) full-time employees upon hire, and",14,,,,,,,,24683,24768,"ion 
responds that there is no reason to do this. 
 13

=== PAGE 14 ===
 
Recommendation:  Subject to the titles in Article I and noted in the bargaining unit 
","
(2) part-time employees working half-time or more hours/week on a regular basis after 
six (6) months of service.  
 
Rationale:
  It may well be that there ar",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,FIELD-PAYROLL_AND_EARNINGS-UNIT,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-7d59cd8ec616a49a7a91f6a7,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-446b13bab4ca56a42f3c728e,payroll_and_earnings,explicit_unit,become bargaining unit members after six (6) months of service.  The Village is relieved ,become bargaining unit members after six (6) months of service. the village is relieved,14,,,,,,,,25309,25398,"loyees employed on a regular basis and those who are seasonal, short-term or 
minimal time.  Where part-time employees work half-time or more hours/week, they 
","
of benefit expenses and contract obligations for short-term and seasonal employees. 
 
 
Eliminate Retroactive Pay from New Contract 
Employee Work over 40 Hou",Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,,direct_official_administrative_record,FIELD-PAYROLL_AND_EARNINGS-UNIT,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,exact_labeled_text,exact_labeled_text,,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
EXTSPAN-b8f2f9d4e97ce616ef20d4f4,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTEXTRACT-67b36dbb0a3b256e205366b8,EXTSOURCE-0027da9767f30538f6a95de6,EXTFIELD-8878f6f46b0cccea5e133432,implementation_confirmation,explicit_implementation_status,  No change is recommended for either of the above proposals. ,no change is recommended for either of the above proposals.,15,,,,,,,,26188,26250,,,Avon,NY,undated-source-B4X2500LIVE-20260729-001409,unclear,unclear,recommended,direct_official_administrative_record,FIELD-IMPLEMENTATION_CONFIRMATION-IMPLEMENTATION_STATUS,deterministic-field-rules-2026-08-05-v1,administrative-field-dictionary-2026-08-05-v1,literal-parser-2026-08-05-v1,2026-08-05T21:54:22.020536+00:00,weak_pattern_requires_review,weak_pattern_requires_review,implementation_lifecycle_context_requires_review,ROOTCOMP-7f3da6a99285651f9427bbfa,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,,claim_linkage_pending_reconstruction,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,pdf,payroll_roster,payroll_and_earnings,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40/EXTPAYLOAD-0027da9767f30538f6a95de6.txt.gz,one_physical_extraction_result_deterministic_local_pass
